movie_name,movie_link
Tomcats,/wiki/Tomcats_(2001_film)
Soul Survivors,/wiki/Soul_Survivors
Captain Corelli's Mandolin,/wiki/Captain_Corelli%27s_Mandolin_(film)
Life as a House,/wiki/Life_as_a_House
Memento,/wiki/Memento_(film)
K-PAX,/wiki/K-PAX_(film)
The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring
Exit Wounds,/wiki/Exit_Wounds
Recess: School's Out,/wiki/Recess:_School%27s_Out
Bubble Boy,/wiki/Bubble_Boy_(film)
A Knight's Tale,/wiki/A_Knight%27s_Tale
Shrek,/wiki/Shrek
Ali,/wiki/Ali_(film)
Super Troopers,/wiki/Super_Troopers
The One,/wiki/The_One_(2001_film)
Two Can Play That Game,/wiki/Two_Can_Play_That_Game
The Royal Tenenbaums,/wiki/The_Royal_Tenenbaums
Glitter,/wiki/Glitter_(film)
The Majestic,/wiki/The_Majestic_(film)
