movie_name,movie_link
Lambada,/wiki/Lambada_(film)
Stanley & Iris,/wiki/Stanley_%26_Iris
Brain Dead,/wiki/Brain_Dead_(film)
The Guardian,/wiki/The_Guardian_(1990_film)
The Exorcist III,/wiki/The_Exorcist_III
Troll 2,/wiki/Troll_2
I Love You to Death,/wiki/I_Love_You_to_Death
I Come in Peace,/wiki/I_Come_in_Peace
The Witches,/wiki/The_Witches_(1990_film)
The Two Jakes,/wiki/The_Two_Jakes
The Sheltering Sky,/wiki/The_Sheltering_Sky_(film)
Goodfellas,/wiki/Goodfellas
Pretty Woman,/wiki/Pretty_Woman
Frankenhooker,/wiki/Frankenhooker
Quick Change,/wiki/Quick_Change
Frankenstein Unbound,/wiki/Frankenstein_Unbound
Repossessed,/wiki/Repossessed_(film)
Side Out,/wiki/Side_Out
Awakenings,/wiki/Awakenings
Misery,/wiki/Misery_(film)
Problem Child,/wiki/Problem_Child_(film)
Fire Birds,/wiki/Fire_Birds
DuckTales the Movie: Treasure of the Lost Lamp,/wiki/DuckTales_the_Movie:_Treasure_of_the_Lost_Lamp
Die Hard 2,/wiki/Die_Hard_2
Hard to Kill,/wiki/Hard_to_Kill
The Forbidden Dance,/wiki/The_Forbidden_Dance
Bad Influence,/wiki/Bad_Influence_(film)
Child's Play 2,/wiki/Child%27s_Play_2
House Party,/wiki/House_Party_(film)
Mr. Destiny,/wiki/Mr._Destiny
Class of 1999,/wiki/Class_of_1999
Teenage Mutant Ninja Turtles,/wiki/Teenage_Mutant_Ninja_Turtles_(1990_film)
White Palace,/wiki/White_Palace_(film)
Joe Versus the Volcano,/wiki/Joe_Versus_the_Volcano
The Ambulance,/wiki/The_Ambulance
Mermaids,/wiki/Mermaids_(film)
Presumed Innocent,/wiki/Presumed_Innocent_(film)
Pacific Heights,/wiki/Pacific_Heights_(1990_film)
Revenge,/wiki/Revenge_(1990_film)
Avalon,/wiki/Avalon_(1990_film)
Crazy People,/wiki/Crazy_People
Cry-Baby,/wiki/Cry-Baby
Night of the Living Dead,/wiki/Night_of_the_Living_Dead_(1990_film)
Heart Condition,/wiki/Heart_Condition_(film)
Courage Mountain,/wiki/Courage_Mountain
To Sleep with Anger,/wiki/To_Sleep_with_Anger
Edward Scissorhands,/wiki/Edward_Scissorhands
Q&A,/wiki/Q%26A_(film)
Dreams,/wiki/Dreams_(1990_film)
My Blue Heaven,/wiki/My_Blue_Heaven_(1990_film)
Ghost,/wiki/Ghost_(1990_film)
Texasville,/wiki/Texasville
A Cry in the Wild,/wiki/A_Cry_in_the_Wild
Miami Blues,/wiki/Miami_Blues
Catchfire,/wiki/Catchfire
Lisa,/wiki/Lisa_(1990_film)
Taking Care of Business,/wiki/Taking_Care_of_Business
The Russia House,/wiki/The_Russia_House_(film)
Flashback,/wiki/Flashback_(1990_film)
Air America,/wiki/Air_America_(film)
Home Alone,/wiki/Home_Alone_(film)
Metropolitan,/wiki/Metropolitan_(1990_film)
White Hunter Black Heart,/wiki/White_Hunter_Black_Heart
Graffiti Bridge,/wiki/Graffiti_Bridge_(film)
Hardware,/wiki/Hardware_(film)
Rocky V,/wiki/Rocky_V
Lord of the Flies,/wiki/Lord_of_the_Flies_(1990_film)
Postcards from the Edge,/wiki/Postcards_from_the_Edge_(film)
Back to the Future Part III,/wiki/Back_to_the_Future_Part_III
Nightbreed,/wiki/Nightbreed
Mountains of the Moon,/wiki/Mountains_of_the_Moon_(film)
Robot Jox,/wiki/Robot_Jox
