Movie_Name,Contributors,Budget,Revenue
Knight and Day,"['James Mangold', 'Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Maggie Grace', 'Paul Dano', 'Marc Blucas', 'Viola Davis', 'Jordi Moll']",125,261930436
Living in Emergency: Stories of Doctors Without Borders,[],1.5,3200069000
The Girl Who Kicked the Hornet's Nest,"['Daniel Alfredson', 'Noomi Rapace', 'Michael Nyqvist']",5.3,43498108
Oceans,[],0,0
Vampires Suck,"['Jason Friedberg\nAaron Seltzer', 'Jenn Proske', 'Matt Lanter', 'Christopher N. Riggi', 'Ken Jeong', 'Anneliese van der Pol', 'Arielle Kebbel']",20,80547866
Jonah Hex,"['Jimmy Hayward', 'Josh Brolin', 'John Malkovich', 'Megan Fox', 'Michael Fassbender', 'Will Arnett', 'Michael Shannon']",47,10903112 (worldwide)
The Yellow Handkerchief,"['William Hurt', 'Maria Bello', 'Kristen Stewart', 'Eddie Redmayne']",15.5,318623
Resident Evil: Afterlife,[],0,0
Jack Goes Boating,"['Philip Seymour Hoffman', 'Robert Glaudini', 'Amy Ryan', 'John Ortiz', 'Daphne Rubin-Vega']",0,619570
Cyrus,"['Jay Duplass', 'Mark Duplass', 'John C. Reilly', 'Jonah Hill', 'Marisa Tomei', 'Catherine Keener']",7,9931520
8: The Mormon Proposition,"['Reed Cowan', 'Steven Greenstreet']",2.5,100280
Looking for Eric,"['Ken Loach', 'Paul Laverty', 'Eric Cantona', 'Steve Evets', 'Lucy-Jo Hudson', 'Matthew McNulty', 'Gerard Kearns', 'Stephanie Bishop', 'John Henshaw', 'Stefan Gumbs']",Budget4m,11546932
The Crazies,"['Breck Eisner', 'Timothy Olyphant', 'Radha Mitchell', 'Joe Anderson', 'Danielle Panabaker']",20,54677170
Babies,['Thomas Balms'],0,0
Formosa Betrayed,"['Adam Kane', 'Yann Samuell', 'James Van Der Beek', 'Wendy Crewson', 'John Heard', 'Tzi Ma', 'Leslie Hope', 'Kenneth Tsang']",6,0
