Movie_Name,Contributors,Budget,Revenue
Peeples,"['Tina Gordon Chism', 'Craig Robinson', 'Kerry Washington', 'David Alan Grier']",15,9177065
Filth,"['James McAvoy', 'Jamie Bell', 'Eddie Marsan', 'Imogen Poots', 'Jim Broadbent']",5,8280558
The Starving Games,"['Jason Friedberg\nAaron Seltzer', 'Maiara Walsh', 'Cody Christian', 'Brant Daugherty', 'Lauren Bowles', 'Diedrich Bader']",4.5,3889688
Thor: The Dark World,"['Alan Taylor', 'Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins', 'Stellan Skarsgrd', 'Idris Elba', 'Christopher Eccleston', 'Adewale Akinnuoye-Agbaje', 'Kat Dennings', 'Ray Stevenson', 'Zachary Levi', 'Tadanobu Asano', 'Jaimie Alexander', 'Rene Russo']",170,644.8
After Earth,"['M. Night Shyamalan', 'Jaden Smith']",130,243843127
Insidious: Chapter 2,"['James Wan', 'Patrick Wilson', 'Rose Byrne', 'Lin Shaye', 'Ty Simpkins', 'Barbara Hershey']",5,161919318
Dallas Buyers Club,"['Jean-Marc Valle', 'Craig Borten', 'Melisa Wallack', 'Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']",5,55.2
Gori Tere Pyaar Mein,"['Punit Malhotra', 'Kareena Kapoor Khan', 'Imran Khan']",4.9),2.0)
The To Do List,"['Maggie Carey', '[1]', '[1]', 'Aubrey Plaza', 'Johnny Simmons', 'Bill Hader', 'Scott Porter', 'Alia Shawkat', 'Rachel Bilson', 'Christopher Mintz-Plasse', 'Andy Samberg', 'Donald Glover', 'Connie Britton', 'Clark Gregg']",1.5,3883704
Waar,"['Bilal Lashari', '[1]', 'Shaan Shahid', 'Shamoon Abbasi', 'Ali Azmat', 'Ayesha Khan']",1.6),2.2)
Star Trek Into Darkness,"['J.J. Abrams', 'John Cho', 'Benedict Cumberbatch', 'Alice Eve', 'Bruce Greenwood', 'Simon Pegg', 'Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Peter Weller', 'Anton Yelchin']",185,467381584
Bad Words,"['Jason Bateman', 'Kathryn Hahn', 'Rohan Chand', 'Ben Falcone', 'Philip Baker Hall', 'Allison Janney']",10,7.8
August: Osage County,"['John Wells', 'Tracy Letts', 'Meryl Streep', 'Julia Roberts', 'Ewan McGregor', 'Chris Cooper', 'Abigail Breslin', 'Benedict Cumberbatch', 'Juliette Lewis', 'Margo Martindale', 'Dermot Mulroney', 'Julianne Nicholson', 'Sam Shepard', 'Misty Upham']",25,74188937
Dragon Ball Z: Battle of Gods,"['Masako Nozawa', 'Kichi Yamadera', 'Masakazu Morita', 'Masaharu Sat', 'Hiromi Tsuru', 'Mayumi Tanaka', 'Ry Horikawa', 'Toshio Furukawa', 'Tru Furuya', 'Takeshi Kusao', 'Jji Yanami']",0,50461371
Tim's Vermeer,['Teller'],0,1671377
Life of Crime,"['Daniel Schechter', 'Yasiin Bey', 'Isla Fisher', 'Will Forte', 'Mark Boone Junior', 'Tim Robbins', 'John Hawkes']",12,1420602
Hammer of the Gods,[],0,0
The Smurfs 2,"['Raja Gosnell', 'Neil Patrick Harris', 'Brendan Gleeson', 'Jayma Mays', 'Katy Perry', 'Hank Azaria']",105,347545360
Jobs,"['Joshua Michael Stern', 'Ashton Kutcher', 'Dermot Mulroney', 'Josh Gad', 'Lukas Haas', 'J. K. Simmons', 'Lesley Ann Warren', 'Ron Eldard', ""Ahna O'Reilly"", 'John Getz', 'James Woods', 'Matthew Modine']",12,35.9
The Fifth Estate,"['Bill Condon', 'Benedict Cumberbatch', 'Daniel Brhl', 'Anthony Mackie', 'David Thewlis', 'Alicia Vikander', 'Stanley Tucci', 'Laura Linney']",28,8.6
Nebraska,"['Alexander Payne', 'Bob Nelson', 'Bruce Dern', 'Will Forte', 'June Squibb', 'Stacy Keach', 'Bob Odenkirk']",12,24183912
The Lone Ranger,"['Gore Verbinski', 'Johnny Depp', 'Armie Hammer', 'Tom Wilkinson', 'William Fichtner', 'Barry Pepper', 'James Badge Dale', 'Helena Bonham Carter']",225,260.5
Krrish 3,"['Rakesh Roshan', 'Hrithik Roshan', 'Vivek Oberoi', 'Priyanka Chopra', 'Kangna Ranaut']",19),0
