Movie_Name,Contributors,Budget,Revenue
Keeping the Faith,"['Edward Norton', 'Stuart Blumberg', 'Ben Stiller', 'Jenna Elfman', 'Edward Norton', 'Eli Wallach', 'Anne Bancroft']",29,59945183
Chocolat,"['Lasse Hallstrm', 'Juliette Binoche', 'Johnny Depp', 'Judi Dench', 'Alfred Molina', 'Carrie-Anne Moss', 'Lena Olin']",25,152699946
All the Pretty Horses,"['Billy Bob Thornton', 'Matt Damon', 'Penlope Cruz', 'Henry Thomas', 'Lucas Black']",57,18133495
Titan A.E.,"['Don Bluth', 'Gary Goldman', 'Matt Damon', 'Bill Pullman', 'John Leguizamo', 'Nathan Lane', 'Janeane Garofalo', 'Drew Barrymore']",75000000 (estimated),36754634
Dungeons & Dragons,"['Courtney Solomon', 'Justin Whalin', 'Marlon Wayans', 'Thora Birch', 'Zoe McLellan', 'Kristen Wilson', 'Lee Arenberg', 'Bruce Payne', 'Jeremy Irons']",45,33807409
The Way of the Gun,"['Christopher McQuarrie', 'Ryan Phillippe', 'Benicio del Toro']",21000000,13069740
The Perfect Storm,"['Wolfgang Petersen', 'George Clooney', 'Mark Wahlberg', 'Diane Lane', 'John C. Reilly', 'Mary Elizabeth Mastrantonio', 'William Fichtner', 'Bob Gunton', 'Karen Allen']",120,328718434
The 6th Day,"['Roger Spottiswoode', 'Cormac Wibberley and Marianne Wibberley', 'Michael Rapaport', 'Tony Goldwyn', 'Michael Rooker', 'Sarah Wynter', 'Robert Duvall']",82,106
Red Planet,"['Chuck Pfarrer', 'Jonathan Lemkin', 'Val Kilmer', 'Carrie-Anne Moss', 'Tom Sizemore', 'Benjamin Bratt', 'Simon Baker', 'Terence Stamp']",80,33463969
Meet the Parents,"['Jay Roach', 'Jim Herzfeld', 'John Hamburg', 'Robert De Niro', 'Ben Stiller', 'Teri Polo', 'Blythe Danner', 'Owen Wilson']",55,330444045
Thomas and the Magic Railroad,"['Britt Allcroft', 'Alec Baldwin', 'Peter Fonda', 'Mara Wilson', 'Michael E. Rodgers', 'Cody McMains', 'Didi Conn', 'Russell Means', 'Eddie Glen', 'Neil Crone']",19,19748009
Scream 3,"['Wes Craven', 'Ehren Kruger', 'David Arquette', 'Neve Campbell', 'Courteney Cox Arquette', 'Patrick Dempsey', 'Jenny McCarthy', 'Parker Posey', 'Deon Richmond']",40,161834276
The Family Man,"['Brett Ratner', 'David Diamond', 'David Weissman', 'Nicolas Cage', 'Ta Leoni', 'Don Cheadle']",60000000,124745083
"Dude, Where's My Car?","['Danny Leiner', 'Philip Stark', 'Ashton Kutcher', 'Seann William Scott', 'Jennifer Garner', 'Marla Sokoloff', 'Kristy Swanson', 'Hal Sparks']",13,73180723
Traffic,"['Steven Soderbergh', 'Don Cheadle', 'Benicio del Toro', 'Michael Douglas', 'Luis Guzmn', 'Dennis Quaid', 'Catherine Zeta-Jones']",46,207515725
Black and White,"['James Toback', 'James Toback', 'Robert Downey, Jr.', 'Gaby Hoffmann', 'Allan Houston', 'Jared Leto', 'Method Man', 'Joe Pantoliano', 'Bijou Phillips', 'Oli ""Power"" Grant', 'Raekwon', 'Claudia Schiffer', 'Brooke Shields', 'Scott Caan', 'Mike Tyson', 'Elijah Wood', 'Ben Stiller']",0,5277299
Hollow Man,"['Paul Verhoeven', 'Elisabeth Shue', 'Kevin Bacon', 'Josh Brolin', 'Kim Dickens', 'Greg Grunberg', 'Joey Slotnick', 'William Devane']",95,190213455
Here on Earth,"['Mark Piznarski', 'Michael Seitzman', 'Chris Klein', 'Leelee Sobieski', 'Josh Hartnett']",15,10873148
Where the Heart Is,"['Matt Williams', 'Natalie Portman', 'Ashley Judd', 'Stockard Channing', 'Joan Cusack', 'Sally Field']",15,40863718
Battlefield Earth,"['Roger Christian', 'John Travolta', 'Barry Pepper', 'Forest Whitaker', 'Kim Coates', 'Sabine Karsenti', 'Richard Tyson']",73,29725663
Erin Brockovich,"['Steven Soderbergh', 'Susannah Grant', 'Julia Roberts', 'Albert Finney', 'Aaron Eckhart']",51,256271286
U-571,"['Jonathan Mostow', 'Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Thomas Kretschmann', 'Jon Bon Jovi']",62,127666415
Eye of the Beholder,"['Stephan Elliott', 'Ewan McGregor', 'Ashley Judd', 'Patrick Bergin', 'Genevive Bujold', 'Jason Priestley']",15,18260865
The Watcher,"['James Spader', 'Marisa Tomei', 'Ernie Hudson', 'Chris Ellis', 'Keanu Reeves']",30,47267829 (Worldwide)
American Psycho,"['Mary Harron', 'Christian Bale', 'Willem Dafoe', 'Jared Leto', 'Josh Lucas', 'Samantha Mathis', 'Matt Ross', 'Bill Sage', 'Chlo Sevigny', 'Cara Seymour', 'Justin Theroux', 'Reese Witherspoon']",7,34.3
What Women Want,"['Nancy Meyers', 'Diane Drake', 'Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda', 'Lauren Holly', 'Ashley Johnson', 'Bette Midler']",70,374111707
High Fidelity,"['Stephen Frears', 'John Cusack', 'Iben Hjejle', 'Jack Black', 'Todd Louiso', 'Tim Robbins', 'Catherine Zeta-Jones', 'Lisa Bonet']",30,47126295
Shanghai Noon,[],0,0
Bait,"['Antoine Fuqua', 'Andrew Scheinman', 'Tony Gilroy', 'Jamie Foxx', 'David Morse']",51,15471969
Bedazzled,[],0,0
Highlander: Endgame,"['Gregory Widen', 'Eric Bernt', 'William N. Panzer', 'Adrian Paul', 'Christopher Lambert', 'Bruce Payne', 'Lisa Barbuscia', 'Donnie Yen', 'Peter Wingfield', 'Jim Byrnes']",25,15843608
Bring It On,"['Peyton Reed', 'Jessica Bendinger', 'Kirsten Dunst', 'Eliza Dushku', 'Jesse Bradford', 'Gabrielle Union', 'Clare Kramer']",28,90449929
The Replacements,[],0,0
Isn't She Great,"['Andrew Bergman', 'Paul Rudnick', 'Michael Korda', 'Bette Midler', 'Nathan Lane', 'Stockard Channing', 'David Hyde Pierce', 'John Cleese', 'John Larroquette', 'Amanda Peet', 'Christopher McDonald', 'Debbie Shapiro', 'Paul Benedict']",36,2954405
Held Up,"['Steve Rash', 'Jamie Foxx', 'Nia Long', 'Barry Corbin', 'John Cullum', 'Roselyn Sanchez', 'Sarah Paulson', 'Dalton James', 'Eduardo Yez', 'Jake Busey']",8000000 (estimated),4705631
