Movie_Name,Contributors,Budget,Revenue
The Saint,"['Phillip Noyce', 'Leslie Charteris', 'Jonathan Hensleigh', 'Wesley Strick', 'Val Kilmer', 'Elisabeth Shue', 'Rade erbedija']",68000000 (est.),169.4
Alien: Resurrection,"['Jean-Pierre Jeunet', 'Joss Whedon', 'Sigourney Weaver', 'Winona Ryder', 'Ron Perlman', 'Dan Hedaya', 'J. E. Freeman', 'Brad Dourif', 'Michael Wincott']",75,161376068
One Eight Seven,"['Kevin Reynolds', 'Samuel L. Jackson', 'John Heard', 'Kelly Rowan', 'Clifton Collins Jr.']",20  (estimated),5716080 (USA)
Free Willy 3: The Rescue,"['Sam Pillsbury', 'John Mattson', 'Jason James Richter', 'August Schellenberg', 'Annie Corley', 'Patrick Kilpatrick']",0,3446539
Tomorrow Never Dies,"['Roger Spottiswoode', 'Bruce Feirstein', 'Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher', 'Joe Don Baker', 'Judi Dench']",110,333011068
Wild America,"['William Dear', 'Jonathan Taylor Thomas', 'Devon Sawa', 'Scott Bairstow']",0,7324662
The Peacemaker,"['Mimi Leder', 'George Clooney', 'Nicole Kidman']",50,110463140
Seven Years in Tibet,"['Jean-Jacques Annaud', 'Brad Pitt', 'David Thewlis', 'B.D. Wong', 'Mako', 'Danny Denzongpa', 'Victor Wong', 'Ingeborga Dapknait', 'Jamyang Jamtsho Wangchuk', 'Lhakpa Tsamchoe', 'Jetsun Pema']",70,131457682
Turbo: A Power Rangers Movie,"['Shuki Levy', 'David Winning', 'Shuki Levy', 'Shell Danielson', 'Jason David Frank', 'Johnny Yong Bosch', 'Steve Cardenas', 'Catherine Sutherland', 'Nakia Burrise', 'Blake Foster', 'Paul Schrier', 'Jason Narvy', 'Austin St. John', 'Amy Jo Johnson', 'Hilary Shepard Turner']",8,9615840
Private Parts,"['Betty Thomas', 'Robin Quivers', 'Mary McCormack', 'Fred Norris', 'Paul Giamatti', 'Carol Alt', 'Allison Janney', 'Michael Murphy', 'Jenna Jameson']",28,0
The Relic,[],0,0
The Man Who Knew Too Little,"['Jon Amiel', 'Robert Farrar', 'Howard Franklin', 'Bill Murray', 'Peter Gallagher', 'Joanne Whalley', 'Alfred Molina', 'Richard Wilson', 'Geraldine James', 'John Standing', 'Anna Chancellor']",20,13717039
Young and Dangerous 4,"['Andrew Lau', 'Ekin Cheng', 'Jordan Chan']",0,0
Fire Down Below,"['Flix Enrquez Alcal', 'Marg Helgenberger', 'Harry Dean Stanton', 'Stephen Lang', 'Brad Hunt', 'Levon Helm', 'Kris Kristofferson']",60,16228448
Star Wars,"['George Lucas', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness']",11,775.4
Batman & Robin,"['Joel Schumacher', 'Akiva Goldsman', 'Arnold Schwarzenegger', 'George Clooney', ""Chris O'Donnell"", 'Uma Thurman', 'Alicia Silverstone']",140,238
Murder at 1600,"['Dwight H. Little', 'Wesley Snipes', 'Diane Lane', 'Dennis Miller', 'Daniel Benzali', 'Alan Alda']",0,25804707 (US)
MouseHunt,"['Gore Verbinski', 'Adam Rifkin', 'Nathan Lane', 'Lee Evans', 'Vicki Lewis', 'Maury Chaykin', 'Christopher Walken']",38,122417389
RocketMan,"['Stuart Gillard', 'Craig Mazin', 'Harland Williams', 'Jessica Lundy', 'William Sadler', 'Jeffrey DeMunn', 'James Pickens, Jr.', 'Beau Bridges']",16,15448043
Volcano,"['Mick Jackson', 'Billy Ray', 'Tommy Lee Jones', 'Anne Heche', 'Gaby Hoffmann', 'Don Cheadle', 'Jacqueline Kim', 'Keith David']",90,122823468
Men in Black,"['Barry Sonnenfeld', 'Ed Solomon', 'Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino', ""Vincent D'Onofrio"", 'Rip Torn']",90,589390539
Leave It to Beaver,"['Andy Cadiff', 'Brian Levant', 'Christopher McDonald', 'Janine Turner', 'Cameron Finley', 'Erik von Detten', 'Erika Christensen']",15,10925060
The Game,"['David Fincher', 'John Brancato\nMichael Ferris', 'Michael Douglas', 'Sean Penn']",50,109.4
Hercules,"['Ron Clements', 'John Musker', 'Tate Donovan', 'Danny DeVito', 'James Woods', 'Susan Egan', 'Rip Torn']",85,252.7
Rosewood,[],0,0
G.I. Jane,"['Ridley Scott', 'Viggo Mortensen', 'Anne Bancroft']",50,97169156
Gone Fishin',"['Christopher Cain', 'J. J. Abrams', 'Joe Pesci', 'Danny Glover', 'Rosanna Arquette', 'Lynn Whitfield', 'Nick Brimble']",53,19736932 (USA)
Most Wanted,"['Keenen Ivory Wayans', 'Keenen Ivory Wayans', 'Jon Voight', 'Jill Hennessy', 'John Diehl', 'Robert Culp', 'Eric Roberts', 'Paul Sorvino', 'Tito Larriva']",25,11838218
The Rainmaker,"['Francis Ford Coppola', 'Matt Damon', 'Claire Danes', 'Jon Voight', 'Mary Kay Place', 'Mickey Rourke', 'Danny DeVito']",40,45916769
Ulee's Gold,"['Victor Nuez', 'Peter Fonda', 'Patricia Richardson', 'Tom Wood', 'Jessica Biel']",2.7,9054736 (US)
Red Corner,"['Jon Avnet', 'Robert King', 'Richard Gere', 'Bai Ling', 'Bradley Whitford']",39,22415440 (USA)
Donnie Brasco,"['Mike Newell', 'Paul Attanasio', 'Johnny Depp', 'Al Pacino']",35000000,124909762
