Movie_Name,Contributors,Budget,Revenue
Funny People,"['Judd Apatow', 'Adam Sandler', 'Seth Rogen', 'Leslie Mann']",75,71585235
Zombieland,"['Ruben Fleischer', 'Rhett Reese', 'Paul Wernick', 'Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone', 'Abigail Breslin']",23.6,102391540
The Unborn,"['David S. Goyer', 'Odette Yustman', 'Gary Oldman', 'Meagan Good', 'Cam Gigandet', 'James Remar', 'Jane Alexander', 'Idris Elba', 'Carla Gugino']",16,76514050
Carriers,"['Lou Taylor Pucci', 'Chris Pine', 'Piper Perabo', 'Emily VanCamp', 'Christopher Meloni']",0,5802422
Lymelife,"['Derick Martini', 'Rory Culkin', 'Emma Roberts']",1.5,0
Sherlock Holmes,"['Guy Ritchie', 'Robert Downey, Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong', 'Eddie Marsan']",90,524028679
Coraline,"['Henry Selick', 'Dakota Fanning', 'Teri Hatcher', 'Jennifer Saunders', 'Dawn French', 'John Hodgman', 'Ian McShane']",60,124596398
The Girlfriend Experience,"['Steven Soderbergh', 'Brian Koppelman', 'David Levien', 'Sasha Grey', 'Glenn Kenny', 'Peter Zizzo']",1.3,1007962
Moon,"['Duncan Jones', 'Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Kaya Scodelario', 'Benedict Wong', 'Matt Berry', 'Malcolm Stewart']",5,9760104
35 Shots of Rum,"['Claire Denis', 'Grgoire Colin']",Budget3.6,0
Art & Copy,"['Doug Pray', 'Lee Clow', 'Dan Wieden', 'David Kennedy', 'Hal Riney', 'George Lois', 'Rich Silverstein', 'Jeff Goodby', 'Mary Wells']",0,0
"I Love You, Man",[],0,0
Chandni Chowk to China,[],0,0
Taken,"['Pierre Morel', 'Robert Mark Kamen', 'Liam Neeson', 'Maggie Grace', 'Leland Orser', 'Jon Gries', 'David Warshofsky', 'Holly Valance', 'Katie Cassidy', 'Xander Berkeley', 'Olivier Rabourdin', 'Grard Watkins', 'Famke Janssen']",25000000,226830568
Shrink,"['Jonas Pate', 'Kevin Spacey', 'Saffron Burrows', 'Keke Palmer', 'Mark Webber', 'Griffin Dunne', 'Pell James', 'Robin Williams']",0,0
Chri,"['Stephen Frears', 'Christopher Hampton', 'Michelle Pfeiffer', 'Rupert Friend', 'Felicity Jones', 'Kathy Bates']",23,9366227
Couples Retreat,"['Peter Billingsley', 'Jon Favreau', 'Vince Vaughn', 'Dana Fox', 'Curtis Hanson', 'Greg Beeman', 'Vince Vaughn', 'Malin Akerman', 'Jon Favreau', 'Kristin Davis', 'Jason Bateman', 'Kristen Bell', 'Faizon Love', 'Kali Hawk', 'Jean Reno', 'Peter Serafinowicz']",60,171844840
Dance Flick,"['Damien Dante Wayans', 'Craig Wayans', 'Shoshana Bush', 'Damon Wayans, Jr.', 'Essence Atkins']",25,31439140
Street Fighter: The Legend of Chun-Li,"['Andrzej Bartkowiak', 'Kristin Kreuk', 'Chris Klein', 'Neal McDonough', 'Robin Shou', 'Moon Bloodgood', 'Josie Ho', 'Taboo', 'Michael Clarke Duncan']",50000000 (estimated),12764201 (worldwide)
Bride Wars,"['Gary Winick', 'Kate Hudson', 'Anne Hathaway', 'Candice Bergen', 'Chris Pratt', 'Bryan Greenberg', 'Steve Howey', 'Kristen Johnston']",30,114663461
Observe and Report,"['Jody Hill', 'Seth Rogen', 'Anna Faris', 'Michael Pea', 'Collette Wolfe', 'Ray Liotta']",18000000,26973554
The Soloist,"['Joe Wright', 'Susannah Grant', 'Jamie Foxx', 'Robert Downey, Jr.', 'Catherine Keener', 'Tom Hollander', 'Lisa Gay Hamilton']",60,38332994
The Loss of a Teardrop Diamond,"['Jodie Markell', 'Tennessee Williams', 'Bryce Dallas Howard', 'Chris Evans', 'Ellen Burstyn', 'Ann-Margret', 'Jennifer Sipes']",0,0
(500) Days of Summer,"['Marc Webb', 'Scott Neustadter', 'Michael H. Weber', 'Joseph Gordon-Levitt', 'Zooey Deschanel']",7.5,60722734
The Merry Gentleman,"['Michael Keaton', 'Ron Lazzeretti', 'Michael Keaton', 'Kelly Macdonald', 'Mike Bradecich', 'Darlene Hunt', 'Debbi Burns', 'Maritza Cabrera']",0,322581
Transylmania,"['David Hillenbrand', 'Scott Hillenbrand', 'Patrick Casey', 'Worm Miller', 'Patrick Cavanaugh', 'James DeBello', 'Tony Denman', 'Musetta Vander', 'Jennifer Lyons', 'Oren Skoog', 'Paul H. Kim', 'Irena A. Hoffman']",0,408229
Black Dynamite,"['Scott Sanders', 'Michael Jai White', 'Salli Richardson', 'Arsenio Hall', 'Kevin Chapman', 'Tommy Davidson']",2.9,296557
Crank: High Voltage,"['Neveldine/Taylor', 'Jason Statham', 'Amy Smart', 'Clifton Collins, Jr.', 'Efren Ramirez', 'Bai Ling', 'David Carradine', 'Dwight Yoakam']",0,34560577
Earth Days,['Robert Stone'],1.2,23179
Grace,"['Paul Solet', 'Jordan Ladd', 'Gabrielle Rose', 'Stephen Park']",0,0
I Sell the Dead,"['Dominic Monaghan', 'Angus Scrimm', 'Ron Perlman']",0,8050
Nativity!,"['Debbie Isitt', '[1]', 'Debbie Isitt', 'Martin Freeman', 'Ashley Jensen', 'Jason Watkins', 'Marc Wootton', '[2]', 'Alan Carr']","Budget2,000,000","Box office5,187,402"
A Perfect Getaway,"['David Twohy', 'Timothy Olyphant', 'Milla Jovovich', 'Kiele Sanchez', 'Steve Zahn']",14,22852638
What Goes Up,"['Jonathan Glatzer', 'Robert Lawson', 'Steve Coogan', 'Hilary Duff', 'Olivia Thirlby', 'Molly Shannon', 'Josh Peck']",0,5290
Fired Up,[],0,0
The Cove,"['Louie Psihoyos', ""Ric O'Barry""]",0,1140043
An Education,"['Lone Scherfig', 'Nick Hornby', 'Peter Sarsgaard', 'Alfred Molina', 'Rosamund Pike', 'Dominic Cooper', 'Olivia Williams', 'Emma Thompson', 'Carey Mulligan']",7.5,26096852
Dogtooth,"['Yorgos Lanthimos', 'Christos Stergioglou']",323000),384147
Did You Hear About the Morgans?,"['Marc Lawrence', 'Hugh Grant', 'Sarah Jessica Parker', 'Sam Elliott', 'Mary Steenburgen', 'Elisabeth Moss', 'Wilford Brimley', 'David Call', 'Michael Kelly']",58,85280250
Fighting,"['Dito Montiel', 'Channing Tatum', 'Terrence Howard', 'Luis Guzmn', 'Brian White']",0,32474120
Confessions of a Shopaholic,"['P. J. Hogan', 'Isla Fisher', 'Hugh Dancy', 'Krysten Ritter', 'John Goodman', 'Joan Cusack', 'John Lithgow', 'Leslie Bibb', 'Julie Hagerty']",0,108.3
The Boat That Rocked,"['Richard Curtis', 'Philip Seymour Hoffman', 'Bill Nighy', 'Rhys Ifans', 'Nick Frost', 'Kenneth Branagh']",50,36348784
Avatar,"['James Cameron', 'Sam Worthington', 'Zoe Saldana', 'Stephen Lang', 'Michelle Rodriguez', 'Sigourney Weaver']",9 + (re-release),2787965087
Thirst,"['Park Chan-wook', 'Song Kang-ho', 'Kim Ok-bin', 'Shin Ha-kyun']",0,13008937
Monsters vs. Aliens,"['Conrad Vernon', 'Rob Letterman', 'Maya Forbes', 'Wallace Wolodarsky', 'Jonathan Aibel\nGlenn Berger', 'Reese Witherspoon', 'Seth Rogen', 'Hugh Laurie', 'Will Arnett', 'Kiefer Sutherland', 'Rainn Wilson', 'Stephen Colbert', 'Paul Rudd']",175,381509870
Notorious,"['George Tillman, Jr.', 'Reggie Rock Bythewood', 'Angela Bassett', 'Derek Luke', 'Jamal Woolard', 'Anthony Mackie']",20,44371751
Whip It,"['Drew Barrymore', 'Ellen Page', 'Alia Shawkat', 'Marcia Gay Harden', 'Kristen Wiig', 'Drew Barrymore', 'Eve', 'Juliette Lewis', 'Jimmy Fallon', 'Daniel Stern']",15,16633035
Surveillance,"['Jennifer Lynch', 'Kent Harper', 'Jennifer Lynch', 'Bill Pullman', 'Julia Ormond', 'Pell James', 'Michael Ironside', 'French Stewart']",0,1001871
American Casino,['Leslie Cockburn'],0,46514
Billu,"['Priyadarshan', 'Irrfan Khan', 'Lara Dutta', 'Shahrukh Khan', 'Om Puri', 'Rajpal Yadav', 'Asrani']",3.7),5.2)
In the Loop,"['Armando Iannucci', 'Jesse Armstrong', 'Simon Blackwell', 'Tony Roche', 'Peter Capaldi', 'Tom Hollander', 'Gina McKee', 'James Gandolfini', 'Chris Addison']",979750,7787487
Land of the Lost,"['Brad Silberling', 'Will Ferrell', 'Anna Friel', 'Danny McBride', 'Jorma Taccone']",100,69548641
American Violet,"['Nicole Beharie', 'Will Patton', ""Michael O'Keefe"", 'Tim Blake Nelson', 'Xzibit', 'Charles S. Dutton', 'Alfre Woodard']",0,0
Tokyo!,[],0,0
The Secret of Moonacre,[],0,0
Mystery Team,"['Dan Eckman', 'Aubrey Plaza']",0,89442
Aliens in the Attic,"['John Schultz', 'Mark Burton', 'Adam F. Goldberg', 'Carter Jenkins', 'Ashley Tisdale', 'Austin Butler', 'Robert Hoffman', 'Kevin Nealon', 'Doris Roberts', 'Tim Meadows', 'Josh Peck', 'J. K. Simmons', 'Kari Wahlgren', 'Thomas Haden Church']",45,57881056
(Untitled),"['Jonathan Parker', 'Catherine DiNapoli', 'Adam Goldberg', 'Marley Shelton', 'Eion Bailey', 'Vinnie Jones']",0,230600
Donkey Punch,"['Oliver Blackburn', 'Robert Boulter', 'Sian Breckin', 'Nichola Burley', 'Tom Burke', 'Julian Morris', 'Jaime Winstone']",Budget1 .,"Box office486,095[3]"
Miss March,"['Trevor Moore', 'Zach Cregger', 'Craig Robinson']",0,4591629
Fantastic Mr. Fox,"['Wes Anderson', 'George Clooney', 'Meryl Streep']",40,46471023
It's Complicated,"['Nancy Meyers', 'Meryl Streep', 'Steve Martin', 'Alec Baldwin', 'John Krasinski']",85,219069702
Skin,[],0,0
Angels & Demons,"['Ron Howard', 'Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgrd', 'Pierfrancesco Favino', 'Nikolaj Lie Kaas', 'Armin Mueller-Stahl']",150,485930816
The International,"['Tom Tykwer', 'Eric Warren Singer', 'Clive Owen', 'Naomi Watts']",50,60161391
Night at the Museum: Battle of the Smithsonian,"['Shawn Levy', 'Robert Ben Garant', 'Thomas Lennon', 'Ben Stiller', 'Amy Adams', 'Owen Wilson', 'Hank Azaria', 'Christopher Guest', 'Alain Chabat', 'Robin Williams']",150,413106170
