Movie_Name,Contributors,Budget,Revenue
Frankie and Johnny,"['Garry Marshall', 'Terrence McNally', 'Al Pacino', 'Michelle Pfeiffer', 'Hctor Elizondo', 'Nathan Lane', 'Kate Nelligan']",0,22773535 (UnitedStates)
Year of the Gun,"['John Frankenheimer', 'Michael Mewshaw', 'David Ambrose', 'Andrew McCarthy', 'Sharon Stone', 'Valeria Golino']",0,1182273
Beauty and the Beast,"['Gary Trousdale', 'Kirk Wise', ""Paige O'Hara"", 'Robby Benson', 'Richard White', 'Jerry Orbach', 'David Ogden Stiers', 'Angela Lansbury', 'Bradley Pierce', 'Rex Everhart', 'Jesse Corti']",25,425
Necessary Roughness,"['Stan Dragoti', 'Scott Bakula', 'Hctor Elizondo', 'Robert Loggia', 'Harley Jane Kozak']",0,26255594 (USA)
The Doors,"['Oliver Stone', 'J. Randall Johnson', 'Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley', 'Kevin Dillon', 'Kathleen Quinlan', 'Billy Idol', 'Josh Evans']",38,34416893
Boyz n the Hood,"['John Singleton', 'Ice Cube', 'Cuba Gooding, Jr.', 'Morris Chestnut', 'Larry Fishburne']",6.5,57.5
City of Hope,"['John Sayles', 'Vincent Spano', 'Chris Cooper']",3,1.3  (US)
Company Business,"['Nicholas Meyer', 'Nicholas Meyer', 'Gene Hackman', 'Mikhail Baryshnikov']",0,1501785
F/X2,"['Richard Franklin', 'Bill Condon', 'Bryan Brown', 'Brian Dennehy', 'Rachel Ticotin', 'Joanna Gleason', 'Philip Bosco']",16400000,21082165
Too Much Sun,"['Robert Downey, Sr.', 'Allan Arbus', 'Robert Downey Jr.', 'Howard Duff']",0,0
Dying Young,"['Joel Schumacher', 'Marti Leimbach', 'Julia Roberts', 'Campbell Scott', ""Vincent D'Onofrio"", 'Colleen Dewhurst', 'David Selby']",26,82264675
Only the Lonely,"['Chris Columbus', 'John Candy', ""Maureen O'Hara"", 'Ally Sheedy', 'Anthony Quinn']",0,21830957 (USA)
The Addams Family,"['Barry Sonnenfeld', 'Caroline Thompson', 'Larry Wilson', 'Anjelica Huston', 'Ral Juli', 'Christopher Lloyd']",38,191502246
The Last Boy Scout,"['Tony Scott', 'Bruce Willis', 'Damon Wayans']",29,59509925
A Kiss Before Dying,"['James Dearden', 'Matt Dillon', 'Sean Young', 'Max von Sydow', 'Diane Ladd', 'James Russo']",27,15429177
Mississippi Masala,"['Mira Nair', 'Sooni Taraporevala', 'Denzel Washington', 'Roshan Seth', 'Sarita Choudhury']",8,7308786
Rover Dangerfield,[],0,0
Career Opportunities,"['Bryan Gordon', 'Frank Whaley', 'Jennifer Connelly', 'Dermot Mulroney', 'Kieran Mulroney', 'John M. Jackson', ""Jenny O'Hara"", 'Noble Willingham', 'William Forsythe', 'John Candy', 'Barry Corbin']",0,11336986
29th Street,"['George Gallo', 'George Gallo', 'Danny Aiello', 'Anthony LaPaglia']",0,2120564
Deceived,"['Damian Harris', 'Mary Agnes Donoghue', 'Bruce Joel Rubin', 'Goldie Hawn', 'John Heard']",30,28738096
Out for Justice,"['John Flynn', 'Steven Seagal', 'William Forsythe', 'Jerry Orbach', 'Jo Champa']",14000000,39673161
Terminator 2: Judgment Day,"['James Cameron', 'William Wisher', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick', 'Edward Furlong']",98,519.8
Problem Child 2,"['Brian Levant', 'Scott Alexander\nLarry Karaszewski', 'John Ritter', 'Michael Oliver', 'Jack Warden', 'Laraine Newman', 'Amy Yasbeck', 'Ivyann Schwan']",13,32704700
Lionheart,"['Sheldon Lettich', 'Jean-Claude Van Damme', 'Jean-Claude Van Damme', 'Harrison Page', 'Deborah Rennard', 'Brian Thompson', 'Lisa Pelikan', 'Ashley Johnson', 'Ash Adams', 'Michel Qissi']",6000000(estimated),24078196
