Movie_Name,Contributors,Budget,Revenue
The Big Bounce,"['George Armitage', 'Sebastian Gutierrez', 'Elmore Leonard', 'Owen Wilson', 'Charlie Sheen', 'Morgan Freeman', 'Sara Foster']",50,6801716
Christmas with the Kranks,[],0,0
The Manchurian Candidate,"['Jonathan Demme', 'Denzel Washington', 'Meryl Streep', 'Liev Schreiber', 'Jon Voight']",80,96105964
Lemony Snicket's A Series of Unfortunate Events,"['Brad Silberling', 'Emily Browning', 'Liam Aiken', 'Jim Carrey', 'Billy Connolly', 'Cedric the Entertainer', 'Meryl Streep', 'Timothy Spall', 'Jude Law']",140,209073645
Exorcist: The Beginning,"['Renny Harlin', 'Stellan Skarsgrd', 'Izabella Scorupco', ""James D'Arcy"", 'Ralph Brown']",80,78000586
Shark Tale,"['Vicky Jenson', 'Bibo Bergeron', 'Rob Letterman', 'Will Smith', 'Robert De Niro', 'Rene Zellweger', 'Angelina Jolie', 'Jack Black', 'Martin Scorsese']",75,367275019
Vanity Fair,"['Mira Nair', 'Julian Fellowes', 'Matthew Faulk', 'Mark Skeet', 'William Thackeray', 'Reese Witherspoon', 'Jonathan Rhys Meyers', 'James Purefoy', 'Gabriel Byrne', 'Eileen Atkins', 'Bob Hoskins', 'Romola Garai', 'Jim Broadbent']",23,19463185
Fahrenheit 9/11,['Michael Moore'],6,222446882
Bobby Jones: Stroke of Genius,"['Rowdy Herrington', 'Bill Pryor', 'Jim Caviezel', 'Claire Forlani', 'Jeremy Northam', 'Malcolm McDowell', 'Aidan Quinn']",20,2707913
Barbershop 2: Back in Business,"['Kevin Rodney Sullivan', 'Ice Cube', 'Cedric the Entertainer', 'Sean Patrick Thomas', 'Eve', 'Troy Garity', 'Michael Ealy', 'Harry Lennix', 'Queen Latifah']",30,65971313
Million Dollar Baby,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman']",30,216763646
Jersey Girl,"['Kevin Smith', 'Ben Affleck', 'Liv Tyler', 'Raquel Castro', 'George Carlin', 'Jason Biggs', 'Jennifer Lopez', 'Will Smith']",35,36098382
Ladder 49,"['Jay Russell', 'Lewis Colick', 'Joaquin Phoenix', 'John Travolta', 'Jacinda Barrett', 'Morris Chestnut', 'Robert Patrick']",55,102332848
Van Helsing,"['Stephen Sommers', 'Hugh Jackman', 'Kate Beckinsale', 'Richard Roxburgh', 'David Wenham', 'Will Kemp', ""Kevin J. O'Connor"", 'Shuler Hensley']",160,300257475
13 Going on 30,"['Gary Winick', 'Jennifer Garner', 'Judy Greer', 'Mark Ruffalo', 'Andy Serkis', 'Kathy Baker']",37,96455697
Hellboy,"['Guillermo del Toro', 'Ron Perlman', 'Selma Blair', 'Jeffrey Tambor', 'Karel Roden', 'Rupert Evans', 'John Hurt']",66,99318987
Hotel Rwanda,"['Terry George', 'Keir Pearson', 'Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Nick Nolte']",17500000,33882243
The Alamo,"['John Lee Hancock', 'John Lee Hancock', 'Leslie Bohem', 'Stephen Gaghan', 'Dennis Quaid', 'Billy Bob Thornton', 'Jason Patric', 'Patrick Wilson', 'Emilio Echevarra', 'Jordi Moll']",107,25819961
Catwoman,"['Pitof', 'Halle Berry', 'Benjamin Bratt', 'Lambert Wilson', 'Frances Conroy', 'Alex Borstein', 'Sharon Stone']",100,82102379
My Baby's Daddy,"['Cheryl Dunye', 'Eddie Griffin', ""Damon 'Coke' Daniels"", 'Brent Goldberg', 'Eddie Griffin', 'Anthony Anderson', 'Michael Imperioli', 'Method Man']",0,0
Win a Date with Tad Hamilton!,[],0,0
Shaun of the Dead,"['Edgar Wright', 'Simon Pegg', 'Nick Frost', 'Kate Ashfield', 'Lucy Davis', 'Dylan Moran', 'Penelope Wilton', 'Bill Nighy']",6,30039392
Scooby-Doo 2: Monsters Unleashed,"['Raja Gosnell', 'James Gunn', 'Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Linda Cardellini', 'Matthew Lillard', 'Seth Green', 'Peter Boyle', 'Tim Blake Nelson', 'Alicia Silverstone']",80,181.5
Paparazzi,"['Paul Abascal', 'Forry Smith', 'Cole Hauser', 'Robin Tunney', 'Tom Sizemore', 'Daniel Baldwin', 'Dennis Farina']",20,0
Troy,"['Wolfgang Petersen', 'David Benioff', 'Brad Pitt', 'Eric Bana', 'Orlando Bloom', 'Diane Kruger', 'Brian Cox', 'Sean Bean', 'Brendan Gleeson', ""Peter O'Toole""]",177  (Director's cut),497.4
Suspect Zero,"['E. Elias Merhige', 'Zak Penn', 'Billy Ray', 'Aaron Eckhart', 'Ben Kingsley', 'Carrie-Anne Moss', 'Kevin Chamberlin', 'Harry J. Lennix']",27,11416075
The Polar Express,"['Robert Zemeckis', 'Tom Hanks']",165,307514317
Raising Helen,[],0,0
The Notebook,"['Nick Cassavetes', 'Ryan Gosling', 'Rachel McAdams', 'James Garner', 'Gena Rowlands']",29,115603229
Home on the Range,[],0,0
Confessions of a Teenage Drama Queen,"['Sara Sugarman', 'Lindsay Lohan', 'Adam Garcia', 'Glenne Headly', 'Alison Pill', 'Carol Kane']",15 Million,33 Million
Asambhav,"['Rajiv Rai', 'Arjun Rampal', 'Priyanka Chopra']",0,"810,000)"
Ray,"['Taylor Hackford', 'Jamie Foxx', 'Kerry Washington', 'Clifton Powell', 'Harry Lennix', 'Terrence Howard', 'Larenz Tate', 'Richard Schiff', 'Regina King']",40,124731534
Envy,"['Barry Levinson', 'Ben Stiller', 'Jack Black', 'Rachel Weisz', 'Amy Poehler', 'Christopher Walken']",40,14581765
Connie and Carla,"['Michael Lembeck', 'Nia Vardalos', 'Toni Collette', 'David Duchovny']",27,11341016
Catch That Kid,"['Bart Freundlich', 'Michael Brandt', 'Derek Haas', 'Kristen Stewart', 'Corbin Bleu', 'Max Thieriot', 'Jennifer Beals', 'Sam Robards']",12,16930762
Open Water,"['Chris Kentis', 'Chris Kentis', 'Blanchard Ryan', 'Daniel Travis']",130000,54667954
EuroTrip,"['Jeff Schaffer', 'Alec Berg', 'David Mandel', 'Scott Mechlowicz', 'Jacob Pitts', 'Michelle Trachtenberg', 'Travis Wester', 'Jessica Boehrs']",25,20796847
Never Die Alone,"['Ernest R. Dickerson', 'James Gibson', 'David Arquette']",0,5923000
House of Flying Daggers,"['Zhang Yimou', 'Andy Lau', 'Takeshi Kaneshiro', 'Zhang Ziyi']",12,92863945
Alien vs. Predator,"['Paul W. S. Anderson', 'Sanaa Lathan', 'Lance Henriksen', 'Raoul Bova', 'Ewen Bremner', 'Colin Salmon']",60,172544654
Welcome to Mooseport,[],0,0
Mr. 3000,"['Charles Stone III', 'Bernie Mac', 'Angela Bassett']",30,21839377
Mean Girls,"['Mark Waters', 'Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Tina Fey']",17,129
Sky Captain and the World of Tomorrow,"['Kerry Conran', 'Gwyneth Paltrow', 'Jude Law', 'Angelina Jolie']",70,57958696
Friday Night Lights,"['Peter Berg', 'Billy Bob Thornton', 'Derek Luke', 'Jay Hernandez', 'Lucas Black', 'Garrett Hedlund', 'Tim McGraw', 'Lee Jackson', 'Lee Thompson Young', 'Connie Britton', 'Amber Heard']",30,61950770
Seed of Chucky,"['Don Mancini', 'Jennifer Tilly', 'Reginald Noble', 'Hannah Spearritt', 'John Waters', 'Billy Boyd', 'Brad Dourif']",12,24829644
White Chicks,"['Keenen Ivory Wayans', 'Jaime King', 'Frankie Faison', 'Lochlyn Munro', 'John Heard', 'Busy Philipps', 'Terry Crews']",37,113086475
Flight of the Phoenix,"['John Moore', 'Scott Frank', 'Edward Burns', 'Dennis Quaid', 'Giovanni Ribisi', 'Tyrese Gibson', 'Miranda Otto', 'Hugh Laurie', 'Tony Curran', 'Scott Michael Campbell', 'Jacob Vargas', 'Kevork Malikyan']",45,34586268
Anchorman: The Legend of Ron Burgundy,"['Adam McKay', 'Will Ferrell', 'Adam McKay', 'Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'Steve Carell', 'David Koechner', 'Fred Willard', 'Chris Parnell', 'Vince Vaughn', 'Fred Armisen', 'Kathryn Hahn']",26,90574188
Shrek 2,"['Andrew Adamson', 'Kelly Asbury', 'Conrad Vernon', 'Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Julie Andrews', 'Antonio Banderas', 'John Cleese', 'Rupert Everett', 'Jennifer Saunders']",150,919838758
Garden State,"['Zach Braff', 'Ian Holm', 'Method Man', 'Natalie Portman', 'Peter Sarsgaard']",2.5,35825316
Godsend,"['Mark Bomback', 'Greg Kinnear', 'Rebecca Romijn', 'Cameron Bright', 'Robert De Niro', 'Christopher Britton']",25,30114487
Harold & Kumar Go to White Castle,"['Danny Leiner', 'Jon Hurwitz', 'Hayden Schlossberg', 'John Cho', 'Kal Penn']",9,23936908
The Stepford Wives,"['Frank Oz', 'Paul Rudnick', 'Nicole Kidman', 'Matthew Broderick', 'Bette Midler', 'Christopher Walken', 'Roger Bart', 'Faith Hill', 'Glenn Close']",90,102001626
Raise Your Voice,"['Sean McNamara', 'Hilary Duff', 'Oliver James', 'Jason Ritter', 'Dana Davis', 'Rebecca De Mornay', 'Kat Dennings', 'Rita Wilson', 'David Keith', 'John Corbett']",15,14867514
National Treasure,"['Jon Turteltaub', 'Nicolas Cage', 'Harvey Keitel', 'Jon Voight', 'Diane Kruger', 'Sean Bean', 'Justin Bartha', 'Christopher Plummer']",100,347512318
Ocean's Twelve,"['Steven Soderbergh', 'George Nolfi', 'George Clooney', 'Brad Pitt', 'Matt Damon', 'Catherine Zeta-Jones', 'Andy Garca', 'Don Cheadle', 'Bernie Mac', 'Julia Roberts']",110,362744280
Layer Cake,"['Matthew Vaughn', 'Daniel Craig', 'Colm Meaney', 'Sienna Miller', 'Michael Gambon']",6.5,11850214
Alfie,"['Charles Shyer', 'Bill Naughton', 'Jude Law', 'Marisa Tomei', 'Susan Sarandon']",60,35150546
The Phantom of the Opera,"['Joel Schumacher', 'Gerard Butler', 'Emmy Rossum', 'Patrick Wilson', 'Miranda Richardson', 'Minnie Driver', 'Simon Callow', 'Ciaran Hinds']",70,154648887
Spider-Man 2,"['Sam Raimi', 'Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris', 'Donna Murphy']",200,783.8
Man on Fire,"['Tony Scott', 'Denzel Washington', 'Dakota Fanning', 'Radha Mitchell', 'Christopher Walken', 'Marc Anthony', 'Giancarlo Giannini', 'Rachel Ticotin', 'Mickey Rourke']",70,130293714
The Day After Tomorrow,"['Roland Emmerich', 'Jeffrey Nachmanoff', 'Dennis Quaid', 'Jake Gyllenhaal', 'Ian Holm', 'Emmy Rossum', 'Sela Ward']",125,544272402
Saw,"['James Wan', 'Cary Elwes', 'Danny Glover', 'Monica Potter', 'Michael Emerson', 'Ken Leung', 'Tobin Bell', 'Leigh Whannell']",1.2,103.9
Soul Plane,"['Jessy Terrero', 'Kevin Hart', 'Method Man', 'Tom Arnold', ""Mo'Nique"", 'Loni Love', 'D.L. Hughley', 'Godfrey', 'Arielle Kebbel', 'Sofia Vergara', 'Snoop Dogg']",16,14822346
The Incredibles,"['Brad Bird', 'Craig T. Nelson', 'Jason Lee', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Samuel L. Jackson', 'Elizabeth Pea']",92,631442092
Walking Tall,"['Kevin Bray', 'Channing Gibson', 'David Levien', 'Brian Koppelman', 'Mort Briskin', 'The Rock', 'Johnny Knoxville', 'Neal McDonough', 'Kristen Wilson', 'Kevin Durand', 'Ashley Scott', 'Michael Bowen', 'Mike Dopud']",46000000,57223890
Taking Lives,"['D. J. Caruso', 'Angelina Jolie', 'Ethan Hawke', 'Kiefer Sutherland', 'Olivier Martinez', 'Tchky Karyo', 'Jean-Hugues Anglade', 'Gena Rowlands']",45,65470529
Hidalgo,"['Joe Johnston', 'John Fusco', 'Viggo Mortensen', 'Omar Sharif', 'Sad Taghmaoui']",40,108103450
Fat Albert,"['Joel Zwick', 'William H. Cosby, Jr.', 'Kenan Thompson', 'Kyla Pratt', 'Dania Ramirez', 'Omarion', 'Bill Cosby']",45,48551322
Breakin' All the Rules,"['Daniel Taplitz', 'Jamie Foxx', 'Morris Chestnut', 'Jennifer Esposito', 'Gabrielle Union', 'Jill Ritchie', 'Bianca Lawson']",10,0
Kill Bill Vol. 2,"['Quentin Tarantino', 'Uma Thurman', 'David Carradine', 'Lucy Liu', 'Michael Madsen', 'Daryl Hannah', 'Sonny Chiba', 'Vivica A. Fox', 'Gordon Liu', 'Julie Dreyfus']",60,333108506
The Punisher,[],0,0
Blade: Trinity,"['David S. Goyer', 'Wesley Snipes', 'Kris Kristofferson', 'Jessica Biel', 'Ryan Reynolds', 'Parker Posey', 'Dominic Purcell', 'Triple H']",65,128905366
The Terminal,"['Steven Spielberg', 'Tom Hanks', 'Catherine Zeta-Jones', 'Stanley Tucci', 'Chi McBride', 'Diego Luna']",60,219417255
Against the Ropes,"['Charles S. Dutton', 'Cheryl Edwards', 'Meg Ryan', 'Omar Epps', 'Tony Shalhoub', 'Tim Daly', 'Kerry Washington', 'Charles S. Dutton']",39,6614280
Sleepover,[],0,0
The Perfect Score,"['Brian Robbins', 'Erika Christensen', 'Chris Evans', 'Bryan Greenberg', 'Scarlett Johansson', 'Darius Miles', 'Leonardo Nam']",0,10876805
The Bourne Supremacy,"['Paul Greengrass', 'Matt Damon', 'Franka Potente', 'Brian Cox', 'Julia Stiles', 'Karl Urban', 'Gabriel Mann', 'Joan Allen']",75,288500217
Finding Neverland,"['Marc Forster', 'David Magee', 'Johnny Depp', 'Kate Winslet', 'Radha Mitchell', 'Julie Christie', 'Dustin Hoffman']",25,118676606
A Cinderella Story,"['Mark Rosman', 'Hilary Duff', 'Chad Michael Murray', 'Jennifer Coolidge', 'Regina King', 'Dan Byrd', 'Julie Gonzalo', 'Madeline Zima', 'Brad Bufanda', 'Paul Rodriguez']",19,70067909
Laws of Attraction,"['Peter Howitt', 'Julianne Moore', 'Parker Posey', 'Michael Sheen', 'Frances Fisher', 'Nora Dunn']",32,30016165
The Cookout,"['Lance Rivera', 'Quran Pender', 'Ja Rule', 'Tim Meadows', 'Eve', 'Danny Glover']",16,12009070
The Forgotten,"['Joseph Ruben', 'Gerald Di Pego', 'Julianne Moore', 'Dominic West', 'Gary Sinise', 'Anthony Edwards', 'Lee Tergesen', 'Alfre Woodard', 'Linus Roache', 'Jessica Hecht']",42,117592831
Little Black Book,"['Nick Hurran', 'Brittany Murphy', 'Holly Hunter', 'Ron Livingston', 'Julianne Nicholson', 'Kathy Bates']",35,22034832
Anacondas: The Hunt for the Blood Orchid,"['Dwight H. Little', 'Johnny Messner', 'KaDee Strickland', 'Nicholas Gonzalez', 'Eugene Byrd', 'Karl Yune', 'Salli Richardson', 'Morris Chestnut']",20,70992898
Alexander,"['Oliver Stone', 'Laeta Kalogridis', 'Colin Farrell', 'Angelina Jolie', 'Val Kilmer', 'Jared Leto', 'Rosario Dawson', 'Anthony Hopkins']",155,167298192
The Aviator,"['Martin Scorsese', 'John Logan', 'Leonardo DiCaprio', 'Cate Blanchett', 'John C. Reilly', 'Kate Beckinsale', 'Alan Alda', 'Alec Baldwin', 'Jude Law', 'Gwen Stefani', 'Ian Holm', 'Danny Huston', 'Brent Spiner']",110,213741459
In Good Company,"['Paul Weitz', 'Dennis Quaid', 'Topher Grace', 'Scarlett Johansson']",0,61315215
Miracle,"[""Gavin O'Connor"", 'Eric Guggenheim', 'Kurt Russell', 'Patricia Clarkson', 'Noah Emmerich']",28,64.4
Harry Potter and the Prisoner of Azkaban,"['Alfonso Cuarn', 'Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Gary Oldman']",130,796688549
Spanglish,"['James L. Brooks', 'Adam Sandler', 'Paz Vega', 'Ta Leoni', 'Cloris Leachman']",80,55041367
Taxi,[],0,0
The Princess Diaries 2: Royal Engagement,"['Garry Marshall', 'Meg Cabot', 'Shonda Rhimes', 'Julie Andrews', 'Anne Hathaway', 'Heather Matarazzo', 'John Rhys-Davies', 'Hector Elizondo']",40,134734481
Starsky & Hutch,"['Todd Phillips', 'Ben Stiller', 'Owen Wilson', 'Vince Vaughn', 'Snoop Dogg']",60,170268750
The Prince and Me,[],0,0
Agent Cody Banks 2: Destination London,"['Kevin Allen', 'Frankie Muniz', 'Anthony Anderson', 'Cynthia Stevenson', 'Daniel Roebuck', 'Keith David']",26,28818995
I Heart Huckabees,"['David O. Russell', 'Dustin Hoffman', 'Isabelle Huppert', 'Jude Law', 'Jason Schwartzman', 'Lily Tomlin', 'Mark Wahlberg', 'Naomi Watts']",20,20072172
The Girl Next Door,"['Luke Greenfield', 'Emile Hirsch', 'Elisha Cuthbert', 'Deandre McFadden', 'Timothy Olyphant', 'James Remar', 'Chris Marquette', 'Paul Dano']",0,30411183
Clifford's Really Big Movie,"['John Ritter', 'Wayne Brady', 'Grey DeLisle', 'Jenna Elfman', 'John Goodman', 'Jess Harnell', 'Kel Mitchell', 'Judge Reinhold', 'Cree Summer', 'Wilmer Valderrama']",70000,3255426
The Whole Ten Yards,"['Howard Deutch', 'Bruce Willis', 'Matthew Perry', 'Amanda Peet', 'Kevin Pollak', 'Natasha Henstridge']",40,26155781
Teacher's Pet,"['Timothy Bjrklund', 'Nathan Lane', 'Shaun Fleming', 'Debra Jo Rupp', 'Kelsey Grammer', 'David Ogden Stiers', 'Jerry Stiller']",10,6.5
After the Sunset,"['Brett Ratner', 'Pierce Brosnan', 'Salma Hayek', 'Woody Harrelson', 'Don Cheadle']",59,61347797
Napoleon Dynamite,"['Jared Hess', 'Jon Heder', 'Jon Gries', 'Efren Ramirez', 'Tina Majorino', 'Aaron Ruell', 'Diedrich Bader', 'Haylie Duff']",400000,46118097
Bride and Prejudice,"['Gurinder Chadha', 'Paul Mayeda Berges', 'Jane Austen', 'Aishwarya Rai', 'Martin Henderson', 'Nadira Babbar', 'Anupam Kher', 'Naveen Andrews', 'Namrata Shirodkar', 'Sonali Kulkarni']",7,24716440
First Daughter,"['Forest Whitaker', 'Katie Holmes', 'Marc Blucas', 'Amerie Rogers', 'Michael Keaton']",20,10.4
Wimbledon,"['Richard Loncraine', 'Adam Brooks', 'Jennifer Flackett', 'Mark Levin', 'Paul Bettany', 'Kirsten Dunst', 'Sam Neill', 'Jon Favreau', 'Austin Nichols']",31,41512007
Chasing Liberty,"['Andy Cadiff', 'Mandy Moore', 'Matthew Goode', 'Jeremy Piven', 'Annabella Sciorra', 'Caroline Goodall', 'Mark Harmon']",23,12313323
Garfield: The Movie,"['Peter Hewitt', 'Joel Cohen', 'Alec Sokolow', 'Bill Murray', 'Breckin Meyer', 'Jennifer Love Hewitt', 'Stephen Tobolowsky']",50,200.8
Meet the Fockers,"['Jay Roach', 'Robert De Niro', 'Ben Stiller', 'Dustin Hoffman', 'Barbra Streisand', 'Blythe Danner', 'Teri Polo']",80,516642939
Spartan,"['David Mamet', 'Val Kilmer', 'Derek Luke', 'William H. Macy', 'Kristen Bell', ""Ed O'Neill""]",23,8112712
Twisted,"['Philip Kaufman', 'Ashley Judd', 'Samuel L. Jackson', 'Andy Garca']",50000000,40954603
"I, Robot","['Alex Proyas', 'Will Smith', 'Alan Tudyk', 'Bridget Moynahan', 'Bruce Greenwood', 'James Cromwell', 'Chi McBride']",120,347234916
Secret Window,"['David Koepp', 'Johnny Depp', 'John Turturro', 'Maria Bello', 'Timothy Hutton']",40,92913171
Cellular,"['David R. Ellis', 'Kim Basinger', 'Chris Evans', 'Jason Statham', 'William H. Macy']",25000000 (estimated),56422687
Eternal Sunshine of the Spotless Mind,"['Michel Gondry', 'Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson']",20,72258126
The Village,"['M. Night Shyamalan', 'Bryce Dallas Howard', 'Joaquin Phoenix', 'Adrien Brody', 'William Hurt', 'Sigourney Weaver']",60,256697520
Two Brothers,"['Jean-Jacques Annaud', 'Guy Pearce', 'Freddie Highmore', 'Jean-Claude Dreyfus']","Budget59,660,000",62172050
Ella Enchanted,"[""Tommy O'Haver"", 'Anne Hathaway', 'Hugh Dancy', 'Cary Elwes', 'Steve Coogan', 'Aidan McArdle', 'Minnie Driver', 'Vivica A. Fox']",31,27388767
New York Minute,[],0,0
Surviving Christmas,"['Mike Mitchell', 'Ben Affleck', 'James Gandolfini', 'Christina Applegate', ""Catherine O'Hara"", 'Josh Zuckerman', 'Bill Macy', 'Jennifer Morrison', 'Udo Kier', 'David Selby', 'Stephanie Faracy', 'Stephen Root']",0,0
Resident Evil: Apocalypse,"['Alexander Witt', 'Milla Jovovich', 'Sienna Guillory', 'Oded Fehr', 'Thomas Kretschmann', 'Jared Harris', 'Mike Epps', 'Sophie Vavasseur', 'Raz Adoti', 'Sandrine Holt']",45,129394835
Dawn of the Dead,"['Zack Snyder', 'Sarah Polley', 'Ving Rhames', 'Jake Weber', 'Ty Burrell', 'Kevin Zegers', 'Mekhi Phifer']",28,102356381
Wicker Park,"['Paul McGuigan', 'Josh Hartnett', 'Rose Byrne', 'Diane Kruger', 'Matthew Lillard']",30,21568818
Along Came Polly,"['John Hamburg', 'Ben Stiller', 'Jennifer Aniston', 'Debra Messing', 'Philip Seymour Hoffman', 'Hank Azaria', 'Bryan Brown', 'Alec Baldwin']",42,171963390
You Got Served,[],0,0
Torque,[],0,0
Shall We Dance?,"['Peter Chelsom', 'Audrey Wells', 'Masayuki Suo', 'original screenplay', 'Richard Gere', 'Jennifer Lopez', 'Susan Sarandon', 'Stanley Tucci', 'Lisa Ann Walter', 'Sarah Lafleur', 'Richard Jenkins', 'Bobby Cannavale', 'Omar Benson Miller', 'Ma Harrison', 'Ja Rule', 'Nick Cannon']",50,170128460
The Passion of the Christ,"['Mel Gibson', 'Jim Caviezel', 'Monica Bellucci', 'Maia Morgenstern', 'Hristo Shopov']",30,611.9
Team America: World Police,"['Trey Parker', 'Pam Brady', 'Kristen Miller', 'Masasa Moyo', 'Daran Norris', 'Phil Hendrie', 'Maurice LaMarche']",32.4,50907422
Johnson Family Vacation,"['Cedric the Entertainer', 'Shannon Elizabeth', 'Bow Wow', 'Solange Knowles', 'Gabby Soleil', 'Steve Harvey', 'Vanessa Williams']",12,31462753
Thunderbirds,"['Jonathan Frakes', 'Peter Hewitt', 'Michael McCullers', 'Gerry Anderson', 'Sylvia Anderson', 'Bill Paxton', 'Anthony Edwards', 'Sophia Myles', 'Ben Kingsley']",57,28283637
Kung Fu Hustle,"['Stephen Chow', 'Danny Chan', 'Yuen Wah', 'Yuen Qiu', 'Eva Huang']",20,100914445
