Movie_Name,Contributors,Budget,Revenue
TMNT,"['Kevin Munroe', 'Chris Evans', 'Sarah Michelle Gellar', 'Mako', 'Kevin Smith', 'Patrick Stewart', 'Ziyi Zhang']",34,95608995
300,"['Zack Snyder', 'Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West', 'Rodrigo Santoro', 'Michael Fassbender']",65,456
Aqua Teen Hunger Force Colon Movie Film for Theaters,"['Matt Maiellaro', 'Dave Willis', 'Dana Snyder', 'Carey Means', 'Mike Schatz', 'Andy Merrill', 'C. Martin Croker', 'Bruce Campbell', 'Neil Peart', 'Chris Kattan']",750000,5500000
Feel the Noise,"['Alejandro Chomski', 'Omarion Grandberry', 'Giancarlo Esposito', 'Victor Rasuk', 'James McCaffrey']",0,6451106
September Dawn,"['Christopher Cain', 'Jon Voight', 'Trent Ford', 'Tamara Hope']",11,1066555
Redline,"['Nathan Phillips', 'Nadia Bjorlin', 'Eddie Griffin', 'Angus Macfadyen', 'Denyce Lawton', 'Tim Matheson']",26,8267379
Who's Your Caddy?,"['Don Michael Paul', 'Antwan ""Big Boi"" Patton', 'Lil Wayne', 'Andy Milonakis', 'Faizon Love', 'Terry Crews', 'Tony Cox']",15000000,5713425 (United States)
I Think I Love My Wife,"['Chris Rock', 'Louis C.K.', 'Kerry Washington', 'Gina Torres', 'Steve Buscemi', 'Stephen A. Smith']",11,13196245
3:10 to Yuma,"['James Mangold', 'Russell Crowe', 'Christian Bale']",55,70016220
The Jane Austen Book Club,"['Robin Swicord', 'Maria Bello', 'Emily Blunt', 'Kathy Baker', 'Amy Brenneman', 'Maggie Grace', 'Hugh Dancy', 'Kevin Zegers', 'Marc Blucas', 'Jimmy Smits', 'Lynn Redgrave']",6,7163566
Knocked Up,"['Judd Apatow', 'Seth Rogen', 'Katherine Heigl', 'Paul Rudd', 'Leslie Mann', 'Jay Baruchel', 'Jonah Hill', 'Charlyne Yi', 'Jason Segel', 'Martin Starr']",30,219076518
Delta Farce,[],0,0
Talk to Me,"['Kasi Lemmons', 'Michael Genet', 'Rick Famuyiwa', 'Chiwetel Ejiofor', 'Taraji P. Henson', 'Cedric the Entertainer', 'Mike Epps']",0,4778376
Catch and Release,"['Susannah Grant', 'Jennifer Garner', 'Timothy Olyphant', 'Kevin Smith', 'Sam Jaeger', 'Juliette Lewis']",25,16158487
Things We Lost in the Fire,"['Susanne Bier', 'Allan Loeb', 'Halle Berry', 'Benicio del Toro', 'David Duchovny']",16000000,8547733
The Hills Have Eyes 2,"['Martin Weisz', 'Jonathan Craven', 'Michael McMillian', 'Jacob Vargas', 'Flex Alexander', 'Jessica Stroup']",15,37466538
Hannibal Rising,[],0,0
Vacancy,"['Nimrd Antal', 'Kate Beckinsale', 'Luke Wilson', 'Frank Whaley']",19,35300645
The Ten Commandments,"['Ed Naha', 'Christian Slater', 'Alfred Molina', 'Elliott Gould']",0,1051907
Resident Evil: Extinction,"['Russell Mulcahy', 'Paul W. S. Anderson', 'Milla Jovovich', 'Oded Fehr', 'Ali Larter', 'Iain Glen', 'Ashanti', 'Christopher Egan', 'Spencer Locke', ""Jason O'Mara"", 'Mike Epps']",45,147717833
The Kingdom,[],0,0
Resurrecting the Champ,"['Rod Lurie', 'Samuel L. Jackson', 'Josh Hartnett', 'Kathryn Morris', 'Alan Alda', 'Rachel Nichols', 'David Paymer', 'Teri Hatcher']",0,3242427
The Bucket List,[],0,0
Bee Movie,"['Simon J. Smith', 'Andy Robin', 'Barry Marder', 'Spike Feresten', 'Rene Zellweger']",150,287594577
Mr. Bean's Holiday,"['Steve Bendelack', 'Rowan Atkinson', 'Emma de Caunes', 'Max Baldry', 'Willem Dafoe', 'Karel Roden', 'Jean Rochefort']",25,229736344 (worldwide)
Atonement,[],0,0
War,"['Philip G. Atwell', 'Jet Li', 'Jason Statham']",25,40452643
Daddy's Little Girls,"['Tyler Perry', 'Gabrielle Union', 'Idris Elba', 'Louis Gossett, Jr.', 'Tracee Ellis Ross', 'Terri J. Vaughn', 'Malinda Williams']",0,31609243
Magicians,"[""Andrew O'Connor"", 'Jesse Armstrong', 'Sam Bain', 'David Mitchell', 'Robert Webb', 'Jessica Hynes']",0,0
Transformers,"['Michael Bay', 'Shia LaBeouf', 'Tyrese Gibson', 'Josh Duhamel', 'Anthony Anderson', 'Megan Fox', 'Rachael Taylor', 'John Turturro', 'Jon Voight']",150,709.7
Pirates of the Caribbean: At World's End,"['Gore Verbinski', 'Ted Elliott', 'Terry Rossio', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgrd', 'Bill Nighy', 'Chow Yun-fat', 'Geoffrey Rush', 'Jack Davenport', 'Kevin R. McNally', 'Jonathan Pryce']",300,963.4
Juno,"['Jason Reitman', 'Diablo Cody', 'Ellen Page', 'Michael Cera', 'Jennifer Garner', 'Jason Bateman', 'Allison Janney', 'J. K. Simmons']",7,231411584
A Mighty Heart,"['Michael Winterbottom', 'Angelina Jolie', 'Dan Futterman', 'Will Patton', 'Alyy Khan', 'Irfan Khan']",16,18935657
Rescue Dawn,"['Werner Herzog', 'Christian Bale', 'Steve Zahn', 'Jeremy Davies']",10,7177143
License to Wed,"['Ken Kwapis', 'Robin Williams', 'Mandy Moore', 'John Krasinski', 'Eric Christian Olsen']",35,69307224
Blood & Chocolate,"['Katja von Garnier', 'Ehren Kruger', 'Christopher B. Landon', 'Annette Curtis Klause', 'Agnes Bruckner', 'Hugh Dancy', 'Olivier Martinez', 'Katja Riemann', 'Bryan Dick']",15,6311117
The Seeker,"['David L. Cunningham', 'Alexander Ludwig', 'Christopher Eccleston', 'Ian McShane', 'Frances Conroy']",0,31400740
The Ex,"['Jesse Peretz', 'Zach Braff', 'Amanda Peet', 'Jason Bateman', 'Charles Grodin', 'Mia Farrow', 'Donal Logue', 'Amy Poehler', 'Amy Adams', 'Fred Armisen']",0,5142074
The Water Horse: Legend of the Deep,"['Jay Russell', 'Emily Watson', 'Alex Etel', 'Ben Chaplin', 'David Morrissey', 'Brian Cox']",40,103071443
Eastern Promises,"['David Cronenberg', 'Viggo Mortensen', 'Naomi Watts', 'Vincent Cassel', 'Armin Mueller-Stahl']",50,56.1
Spider-Man 3,"['Sam Raimi', 'Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church', 'Topher Grace', 'Bryce Dallas Howard', 'James Cromwell', 'Rosemary Harris', 'Dylan Baker', 'J. K. Simmons']",258,890871626
The Final Season,"['David Mickey Evans', 'Sean Astin', 'Powers Boothe', 'Tom Arnold', 'Rachael Leigh Cook', 'Michael Angarano']",0,1159691 (USA)
Bug,"['William Friedkin', 'Ashley Judd', 'Michael Shannon', 'Lynn Collins', ""Brian F. O'Byrne"", 'Harry Connick, Jr.']",4,8059140
Captivity,"['Roland Joff', 'Elisha Cuthbert', 'Daniel Gillies', 'Pruitt Taylor Vince']",0,10921200
Code Name: The Cleaner,"['Les Mayfield', 'Robert Adetuyi', 'George Gallo', 'Cedric the Entertainer', 'Nicollette Sheridan', 'Lucy Liu']",20000000,10337477
The Mist,"['Frank Darabont', 'Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden', 'Andre Braugher', 'Toby Jones']",18,57293715
Superbad,"['Greg Mottola', 'Jonah Hill', 'Michael Cera', 'Christopher Mintz-Plasse', 'Bill Hader']",20,169.9
Ratatouille,"['Brad Bird', 'Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo']",150,623.7
Dan in Real Life,"['Peter Hedges', 'Steve Carell', 'Alison Pill', 'Juliette Binoche', 'Dianne Wiest', 'John Mahoney', 'Dane Cook']",25,68.4
Firehouse Dog,"['Todd Holland', 'Mike Werb', 'Michael Colleary', 'Josh Hutcherson', 'Bruce Greenwood', 'Dash Mihok', 'Steven Culp', 'Bill Nunn']",0,17299151
Bridge to Terabithia,"['Gbor Csup', 'Josh Hutcherson', 'AnnaSophia Robb', 'Robert Patrick', 'Bailee Madison', 'Zooey Deschanel']",22.5,137587063
Walk Hard: The Dewey Cox Story,"['Jake Kasdan', 'John C. Reilly', 'Jenna Fischer', 'Raymond J. Barry', 'Margo Martindale', 'Kristen Wiig', 'Tim Meadows', 'Chris Parnell', 'Matt Besser']",35,20575243
Charlie Wilson's War,"['Mike Nichols', 'Tom Hanks', 'Julia Roberts', 'Philip Seymour Hoffman']",75,119000410
Fred Claus,"['David Dobkin', 'Dan Fogelman', 'Vince Vaughn', 'Paul Giamatti']",0,97838349
The Simpsons Movie,"['David Silverman', 'Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria', 'Harry Shearer', 'A. Brooks']",75,527
Waitress,"['Adrienne Shelly', 'Adrienne Shelly', 'Keri Russell', 'Nathan Fillion', 'Cheryl Hines', 'Jeremy Sisto', 'Andy Griffith', 'Adrienne Shelly']",1.5,22
Shoot 'Em Up,"['Michael Davis', 'Clive Owen', 'Paul Giamatti', 'Monica Bellucci', 'Stephen McHattie', 'Greg Bryk']",39,26820641
Shrek the Third,"['Chris Miller', 'Raman Hui', 'Mike Myers', 'Cameron Diaz', 'Eddie Murphy', 'Antonio Banderas', 'Julie Andrews', 'John Cleese', 'Rupert Everett', 'Eric Idle', 'Justin Timberlake']",160,799
Freedom Writers,"['Richard LaGravenese', 'Hilary Swank', 'Patrick Dempsey', 'Scott Glenn', 'Imelda Staunton']",21,43090741
Hostel: Part II,[],0,0
28 Weeks Later,"['Juan Carlos Fresnadillo', 'Rowan Joff', 'Robert Carlyle', 'Rose Byrne', 'Jeremy Renner', 'Harold Perrineau', 'Catherine McCormack', 'Imogen Poots', 'Idris Elba']",15,64238440
Lonely Hearts,"['Jared Leto', 'Salma Hayek', 'John Travolta', 'James Gandolfini', 'Laura Dern', 'Scott Caan', 'Alice Krige']",0,2519154
Stomp the Yard,"['Sylvain White', 'Robert Adetuyi', 'Gregory Anderson', 'Columbus Short', 'Meagan Good', 'Ne-Yo', 'Darrin Henson', 'Brian White', 'Laz Alonso', 'Valarie Pettiford', 'Harry Lennix', 'Chris Brown']",13,75511123
Amazing Grace,"['Michael Apted', 'Ioan Gruffudd', 'Benedict Cumberbatch', 'Romola Garai', 'Albert Finney']",29000000,32120360
The Ultimate Gift,"['Jim Stovall', 'Cheryl McKay', 'Drew Fuller', 'James Garner', 'Abigail Breslin', 'Bill Cobbs', 'Ali Hillis', 'Brian Dennehy', 'Mircea Monroe', 'Lee Meriwether']",9,3438735
Gone Baby Gone,"['Ben Affleck', 'Casey Affleck', 'Michelle Monaghan', 'Morgan Freeman', 'Ed Harris', 'John Ashton', 'Amy Ryan', 'Amy Madigan', 'Titus Welliver', 'Edi Gathegi']",19,34209788
Reno 911!: Miami,"['Robert Ben Garant', 'Thomas Lennon', 'Kerri Kenney-Silver', 'Carlos Alazraqui', 'Mary Birdsong', 'Wendi McLendon-Covey', 'Niecy Nash', 'Cedric Yarbrough']",10,22021262
The Golden Compass,"['Chris Weitz', 'Nicole Kidman', 'Sam Elliott', 'Eva Green', 'Dakota Blue Richards', 'Ian McKellen', 'Ian McShane', 'Freddie Highmore', 'Kathy Bates', 'Kristin Scott Thomas', 'Daniel Craig']",180,372234864
Love in the Time of Cholera,"['Mike Newell', 'Javier Bardem', 'Giovanna Mezzogiorno', 'Benjamin Bratt', 'Angie Cepeda', 'Catalina Sandino Moreno', 'Hector Elizondo', 'Liev Schreiber', 'Fernanda Montenegro', 'Laura Harring', 'John Leguizamo']",50,31337584
Feast of Love,"['Robert Benton', 'Allison Burnett', 'Charles Baxter', 'Morgan Freeman', 'Greg Kinnear', 'Radha Mitchell', 'Selma Blair', 'Toby Hemingway', 'Stana Katic', 'Fred Ward']",0,5741608
P.S. I Love You,"['Richard LaGravenese', 'Hilary Swank', 'Gerard Butler', 'Lisa Kudrow', 'Gina Gershon', 'Jeffrey Dean Morgan', 'Kathy Bates', 'Harry Connick, Jr.', 'Nellie McKay']",30,156835339
Skinwalkers,[],0,0
Daddy Day Camp,[],0,0
Meet the Robinsons,"['Steve Anderson', 'Wesley Singerman', 'Harland Williams', 'Tom Kenny', 'Steve Anderson', 'Angela Bassett', 'Laurie Metcalf', 'Adam West', 'Tom Selleck', 'Nicole Sullivan']",0,169.3
Rendition,"['Gavin Hood', 'Jake Gyllenhaal', 'Reese Witherspoon', 'Peter Sarsgaard', 'Omar Metwally', 'Alan Arkin', 'Meryl Streep']",27.5,27038732
Premonition,"['Mennan Yapo', 'Bill Kelly', 'Sandra Bullock', 'Julian McMahon', 'Nia Long', 'Kate Nelligan', 'Amber Valletta', 'Courtney Taylor Burness']",20,84146832
Across the Universe,"['Julie Taymor', 'Evan Rachel Wood', 'Jim Sturgess', 'Joe Anderson', 'Dana Fuchs', 'Martin Luther McCoy', 'T.V. Carpio']",45,29367143
No Reservations,"['Scott Hicks', 'Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson']",28,92601050
Wild Hogs,"['Walt Becker', 'Brad Copeland', 'Tim Allen', 'John Travolta', 'Martin Lawrence', 'William H. Macy', 'Ray Liotta', 'Marisa Tomei']",60,253625427
Black Snake Moan,"['Craig Brewer', 'Samuel L. Jackson', 'Christina Ricci', 'Justin Timberlake']",15,10903846
The Invasion,"['Oliver Hirschbiegel', 'James McTeigue', '[1]', 'Wachowski brothers', '[1]', 'Nicole Kidman', 'Daniel Craig', 'Jeremy Northam', 'Jackson Bond', 'Jeffrey Wright', 'Veronica Cartwright']",65,40170568
Hot Rod,"['Akiva Schaffer', 'Pam Brady', 'Andy Samberg', 'Jorma Taccone', 'Bill Hader', 'Danny McBride', 'Isla Fisher', 'Ian McShane']",25.3,14334401
Sunshine,"['Danny Boyle', 'Alex Garland', 'Rose Byrne', 'Cliff Curtis', 'Chris Evans', 'Troy Garity', 'Cillian Murphy', 'Hiroyuki Sanada', 'Benedict Wong', 'Michelle Yeoh']",40,32017803
The Comebacks,"['Tom Brady', 'David Koechner', 'Melora Hardin', 'Brooke Nevin', 'Andy Dick', ""Robert Ri'chard"", 'Noureen DeWulf', 'Matthew Lawrence', 'Nick Searcy']",20,13539154
The Perfect Holiday,"['Lance Rivera', 'Morris Chestnut', 'Gabrielle Union', 'Faizon Love', 'Terrence Howard', 'Queen Latifah']",0,5812781
The Orphanage,"['J. A. Bayona', 'Sergio G. Snchez', 'Beln Rueda', 'Mabel Rivera', 'Montserrat Carulla', 'Edgar Vivar', 'Geraldine Chaplin']",4000000,78638987
Stardust,"['Matthew Vaughn', 'Claire Danes', 'Charlie Cox', 'Sienna Miller', 'Jason Flemyng', 'Mark Strong', 'Rupert Everett', ""Peter O'Toole"", 'Michelle Pfeiffer', 'Robert De Niro']",88.5,135553760
Primeval,[],0,0
Alpha Dog,"['Nick Cassavetes', 'Emile Hirsch', 'Justin Timberlake', 'Ben Foster', 'Shawn Hatosy', 'Anton Yelchin', 'Sharon Stone', 'Bruce Willis']",0,32145115
Surf's Up,"['Ash Brannon', 'Chris Buck', 'Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel', 'Jon Heder', 'Mario Cantone', 'James Woods', 'Diedrich Bader']",100,149044513
Live Free or Die Hard,"['Len Wiseman', 'Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Cliff Curtis', 'Maggie Q', 'Mary Elizabeth Winstead']",110,383531464
Clubland,[],0,0
The Heartbreak Kid,"['Peter Farrelly\nBobby Farrelly', 'Ben Stiller', 'Michelle Monaghan', 'Malin kerman', 'Jerry Stiller', 'Rob Corddry', 'Carlos Mencia', 'Scott Wilson', 'Danny McBride']",45,127766650
