Movie_Name,Contributors,Budget,Revenue
Along Came a Spider,"['Lee Tamahori', 'Monica Potter', 'Michael Wincott']",60,105178561 (worldwide)
American Pie 2,"['Jason Biggs', 'Shannon Elizabeth', 'Alyson Hannigan', 'Chris Klein', 'Natasha Lyonne', 'Thomas Ian Nicholas', 'Tara Reid', 'Seann William Scott', 'Mena Suvari', 'Eddie Kaye Thomas', 'Eugene Levy']",30,287553595
Baby Boy,"['John Singleton', 'Tyrese Gibson', 'Omar Gooding', 'Taraji P. Henson', 'A.J. Johnson', 'Snoop Dogg', 'Ving Rhames']",16,29381649
Rock Star,"['Stephen Herek', 'John Stockwell', 'Mark Wahlberg', 'Jennifer Aniston', 'Dominic West', 'Timothy Spall', 'Timothy Olyphant']",57,19334145
Zoolander,"['Ben Stiller', 'Owen Wilson', 'Will Ferrell', 'Christine Taylor', 'Milla Jovovich', 'Jerry Stiller', 'Jon Voight']",28,60780981
Hardball,"['Brian Robbins', 'John Gatins', 'Keanu Reeves', 'Diane Lane', 'D. B. Sweeney', 'Michael B. Jordan']",21000000,44102389
Cats & Dogs,[],0,0
Don't Say a Word,"['Gary Fleder', 'Michael Douglas', 'Sean Bean', 'Brittany Murphy', 'Guy Torry', 'Jennifer Esposito', 'Famke Janssen', 'Oliver Platt']",50,100020092
Dr. Dolittle 2,[],0,0
What's the Worst That Could Happen?,[],0,0
Rush Hour 2,"['Brett Ratner', 'Jeff Nathanson', 'Jackie Chan', 'Chris Tucker', 'John Lone', 'Alan King', 'Roselyn Snchez', 'Harris Yulin', 'Zhang Ziyi']",90,347325802
Get Over It,"[""Tommy O'Haver"", 'Kirsten Dunst', 'Ben Foster', 'Melissa Sagemiller', 'Sisq', 'Shane West', 'Colin Hanks', 'Swoosie Kurtz', 'Ed Begley, Jr.', 'Zoe Saldana', 'Mila Kunis', 'Carmen Electra', 'Martin Short']",10,19900366
Joe Somebody,"['John Pasquin', 'Tim Allen', 'Julie Bowen', 'Kelly Lynch', 'Greg Germann', 'Hayden Panettiere', 'Patrick Warburton', 'Jim Belushi']",38,24516772
Legally Blonde,[],0,0
Down to Earth,[],0,0
Antitrust,"['Peter Howitt', 'Howard Franklin', 'Ryan Phillippe', 'Tim Robbins', 'Rachael Leigh Cook', 'Claire Forlani']",0,18195610
Spy Game,[],0,0
O,"['Tim Blake Nelson', 'Mekhi Phifer', 'Josh Hartnett', 'Julia Stiles', 'Elden Henson', 'Andrew Keegan', 'Rain Phoenix', 'John Heard', 'Martin Sheen']",0,19210835
On the Line,"['Eric Bross', 'Paul Stanton', 'Joey Fatone', 'Emmanuelle Chriqui', 'GQ', 'Al Green', 'Tamala Jones', 'Dave Foley', 'Jerry Stiller']",16,4403019
Heartbreakers,"['David Mirkin', 'Robert Dunn', 'Stephen Mazur', 'Sigourney Weaver', 'Jennifer Love Hewitt', 'Ray Liotta', 'Jason Lee', 'Gene Hackman']",35,57756408
Vanilla Sky,"['Cameron Crowe', 'Tom Cruise', 'Penlope Cruz', 'Kurt Russell', 'Jason Lee', 'Noah Taylor', 'Cameron Diaz']",68,203388341
Angel Eyes,"['Luis Mandoki', 'Gerald Di Pego', 'Jennifer Lopez', 'Jim Caviezel', 'Jeremy Sisto']",53,29715606
Summer Catch,"['Mike Tollin', 'Freddie Prinze, Jr.', 'Jessica Biel', 'Fred Ward', 'Jason Gedrick', 'Brittany Murphy', 'Gabriel Mann', 'Bruce Davison', 'Marc Blucas', 'Matthew Lillard', 'Brian Dennehy']",34,19772447
Sugar & Spice,"['Francine McDougall', 'Marley Shelton', 'Mena Suvari', 'Melissa George', 'Rachel Blanchard', 'Alexandra Holden', 'James Marsden']",27000000,16908947
How High,"['Jesse Dylan', 'Dustin Abraham', 'Method Man', 'Redman', 'Obba Babatund', 'Mike Epps']",20,31283790
15 Minutes,"['John Herzfeld', 'Robert De Niro', 'Edward Burns', 'Kelsey Grammer', 'Avery Brooks', 'Karel Roden', 'Oleg Taktarov', 'Melina Kanakaredes', 'Vera Farmiga']",42,56359980
Valentine,"['Jamie Blanks', 'David Boreanaz', 'Denise Richards', 'Marley Shelton', 'Katherine Heigl']",29,36684136
Hannibal,"['Ridley Scott', 'Anthony Hopkins', 'Julianne Moore']",87,351692268
Bandits,"['Barry Levinson', 'Harley Peyton', 'Bruce Willis', 'Billy Bob Thornton', 'Cate Blanchett']",75,67631903
Planet of the Apes,"['Tim Burton', 'Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter', 'Michael Clarke Duncan', 'Paul Giamatti', 'Estella Warren']",100,362211740
The Shipping News,"['Lasse Hallstrm', 'Kevin Spacey', 'Julianne Moore', 'Judi Dench', 'Cate Blanchett']",35,24405825
The Tailor of Panama,[],0,0
Shallow Hal,"['Peter Farrelly\nRobert Farrelly', 'Peter Farrelly\nRobert Farrelly', 'Jack Black', 'Gwyneth Paltrow', 'Jason Alexander']",40,141069860
The Mexican,[],0,0
Not Another Teen Movie,[],0,0
Jeepers Creepers,"['Victor Salva', 'Gina Philips', 'Justin Long', 'Jonathan Breck']",10,59.2
Atlantis: The Lost Empire,"['Gary Trousdale', 'Kirk Wise', 'See Cast']",105,186.1
Saving Silverman,"['Dennis Dugan', 'Jason Biggs', 'Steve Zahn', 'Jack Black', 'Amanda Peet', 'Amanda Detmer', 'R. Lee Ermey', 'Neil Diamond']",22,26086706
The Wash,"['DJ Pooh', 'Dr. Dre', 'Snoop Dogg', 'George Wallace', 'Angell Conwell', 'Shawn Fonteno', 'Tom Lister, Jr.', 'Eminem', 'Bruce Bruce']",7,10229331
Josie and the Pussycats,"['Harry Elfont', 'Deborah Kaplan', 'Rachael Leigh Cook', 'Tara Reid', 'Rosario Dawson', 'Alan Cumming', 'Parker Posey', 'Gabriel Mann']",39,14866015
Rat Race,"['Jerry Zucker', 'Andy Breckman', 'John Cleese', 'Breckin Meyer', 'Amy Smart', 'Rowan Atkinson', 'Cuba Gooding, Jr.', 'Whoopi Goldberg', 'Seth Green', 'Vince Vieluf', 'Jon Lovitz', 'Lanei Chapman', 'Kathy Najimy', 'Dave Thomas', 'Wayne Knight']",48,85498534
Thirteen Ghosts,"['Steve Beck', 'Robb White', 'Tony Shalhoub', 'Matthew Lillard', 'Embeth Davidtz', 'Shannon Elizabeth', 'Rah Digga', 'F. Murray Abraham']",42,68467960
Ghosts of Mars,"['John Carpenter', 'Ice Cube', 'Natasha Henstridge', 'Jason Statham', 'Pam Grier', 'Clea DuVall', 'Joanna Cassidy']",28,14010832
Joy Ride,"['John Dahl', 'Clay Tarver', 'Paul Walker', 'Steve Zahn', 'Leelee Sobieski']",23,36642838
Training Day,[],0,0
Iron Monkey,"['Yuen Woo-ping', 'Donnie Yen', 'Yu Rongguang', 'Angie Tsang']",0,6977084
The Fast and the Furious,"['Rob Cohen', 'Paul Walker', 'Vin Diesel', 'Michelle Rodriguez', 'Jordana Brewster']",38,207283925
Mockingbird Don't Sing,"['Harry Bromley Davenport', 'Daryl Haney', 'Tarra Steele', 'Melissa Errico', 'Sean Young', 'Kim Darby']",0,0
Swordfish,"['Dominic Sena', 'Skip Woods', 'John Travolta', 'Hugh Jackman', 'Halle Berry', 'Don Cheadle', 'Vinnie Jones']",102,147080413
The Wedding Planner,[],0,0
Kingdom Come,"['Doug McHenry', 'David Dean Bottrell', 'Jessie Jones', 'LL Cool J', 'Jada Pinkett Smith', 'Vivica A. Fox', 'Anthony Anderson', 'Toni Braxton', 'Loretta Devine', 'Whoopi Goldberg']",7,23396049
Driven,"['Renny Harlin', 'Burt Reynolds', 'Kip Pardue', 'Til Schweiger', 'Gina Gershon', 'Estella Warren', 'Cristian de la Fuente']",94,54744738
"Monsters, Inc.","['Pete Docter', 'John Goodman', 'Billy Crystal', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly']",115,562816256
Black Knight,"['Gil Junger', 'Martin Lawrence', 'Marsha Thomason', 'Tom Wilkinson', 'Kevin Conway']",50,39976235
Hearts in Atlantis,"['Scott Hicks', 'Stephen King', 'Book', 'William Goldman', 'Anthony Hopkins', 'Anton Yelchin', 'Hope Davis', 'Mika Boorem', 'David Morse']",31,30919415
Pearl Harbor,"['Michael Bay', 'Randall Wallace', 'Ben Affleck', 'Josh Hartnett', 'Kate Beckinsale', 'Cuba Gooding, Jr.', 'Tom Sizemore', 'Jon Voight', 'Colm Feore', 'Alec Baldwin']",140,449220945
America's Sweethearts,"['Joe Roth', 'Billy Crystal', 'Peter Tolan', 'Julia Roberts', 'Billy Crystal', 'Catherine Zeta-Jones', 'John Cusack']",46,138191428
Say It Isn't So,"['Chris Klein', 'Heather Graham']",25,12320393
Out Cold,"['The Malloys', 'Jon Zach', 'Jason London', 'A.J. Cook', 'Lee Majors', 'Zach Galifianakis', 'Derek Hamilton', 'Willie Garson', 'Caroline Dhavernas']",24,13906394
Kate & Leopold,"['James Mangold', 'Steven Rogers', 'James Mangold', 'Meg Ryan', 'Hugh Jackman', 'Liev Schreiber', 'Breckin Meyer', 'Natasha Lyonne']",48  (est),76019048 (Worldwide)
The Musketeer,"['Peter Hyams', 'Gene Quintano', 'Catherine Deneuve', 'Mena Suvari', 'Stephen Rea', 'Tim Roth', 'Justin Chambers']",40,34585771
The Animal,"['Luke Greenfield', 'Colleen Haskell', 'John C. McGinley', 'Guy Torry', 'Ed Asner']",47,84772742
Someone Like You,[],0,0
Crocodile Dundee in Los Angeles,[],0,0
A.I. Artificial Intelligence,"['Steven Spielberg', 'Haley Joel Osment', 'Jude Law', ""Frances O'Connor"", 'Brendan Gleeson', 'William Hurt']",100,235926552
Behind Enemy Lines,"['John Moore', 'Owen Wilson', 'Gene Hackman', 'Joaquim de Almeida', 'David Keith', 'Olek Krupa', 'Gabriel Macht']",40,91753222
The Others,"['Alejandro Amenbar', 'Alejandro Amenbar', 'Nicole Kidman', 'Fionnula Flanagan', 'Christopher Eccleston', 'Elaine Cassidy', 'Eric Sykes', 'Alakina Mann', 'James Bentley']",17,218947037
Serendipity,"['Peter Chelsom', 'John Cusack', 'Kate Beckinsale']",28,77516304
Spy Kids,"['Robert Rodriguez', 'Antonio Banderas', 'Carla Gugino', 'Alan Cumming', 'Teri Hatcher', 'Cheech Marin', 'Danny Trejo', 'Robert Patrick', 'Tony Shalhoub', 'Alexa Vega', 'Daryl Sabara']",35,147934180
Bridget Jones's Diary,"['Sharon Maguire', 'Rene Zellweger', 'Hugh Grant', 'Colin Firth', 'Jim Broadbent', 'Embeth Davidtz', 'Gemma Jones']",26,281929795
Blow,"['Ted Demme', 'Nick Cassavetes', 'David McKenna', 'Johnny Depp', 'Jordi Moll', 'Penlope Cruz', 'Ray Liotta', 'Paul Reubens', 'Franka Potente', 'Rachel Griffiths']",53,83282296
Max Keeble's Big Move,"['Tim Hill', 'James Greer', 'Alex D. Linz']",25,18634654
Black Hawk Down,"['Ridley Scott', 'Josh Hartnett', 'Eric Bana', 'Ewan McGregor', 'Tom Sizemore', 'William Fichtner', 'Sam Shepard', 'Ioan Gruffudd']",92,172989651
Moulin Rouge!,"['Baz Luhrmann', 'Craig Pearce', 'Nicole Kidman', 'Ewan McGregor', 'Jim Broadbent', 'Richard Roxburgh', 'John Leguizamo', 'Jacek Koman', ""Caroline O'Connor""]",52,179213434
Crazy/Beautiful,"['John Stockwell', 'Phil Hay', 'Matt Manfredi', 'Kirsten Dunst', 'Jay Hernandez', 'Bruce Davison']",13,19937988
Corky Romano,"['David Garrett', 'Chris Kattan', 'Vinessa Shaw', 'Peter Berg', 'Chris Penn', 'Richard Roundtree', 'Fred Ward', 'Peter Falk', 'Matthew Glave', 'Roger Fan', 'Dave Sheridan']",11,23.9  (UnitedStates)
Jurassic Park III,"['Joe Johnston', 'Peter Buchman', 'Alexander Payne', 'Jim Taylor', 'Sam Neill', 'William H. Macy', 'Ta Leoni', 'Alessandro Nivola', 'Trevor Morgan', 'Michael Jeter']",93,368780809
The Affair of the Necklace,[],0,0
The Pledge,"['Sean Penn', 'Jack Nicholson', 'Aaron Eckhart', 'Helen Mirren', 'Robin Wright Penn', 'Vanessa Redgrave', 'Sam Shepard']",35,29419291
Save the Last Dance,"['Thomas Carter', 'Julia Stiles', 'Sean Patrick Thomas', 'Kerry Washington', 'Terry Kinney']",13,131706809
The Score,"['Frank Oz', 'Kario Salem', 'Robert De Niro', 'Edward Norton', 'Angela Bassett', 'Marlon Brando']",68000000,113579918
Original Sin,"['Michael Cristofer', 'Cornell Woolrich', 'Michael Cristofer', 'Antonio Banderas', 'Angelina Jolie', 'Thomas Jane', 'Jack Thompson']",42,36402320
Pokmon 3: The Movie,[],0,0
Jay and Silent Bob Strike Back,"['Kevin Smith', 'Jason Mewes', 'Ben Affleck', 'Eliza Dushku', 'Shannon Elizabeth', 'Will Ferrell', 'Ali Larter', 'Jason Lee', 'Chris Rock', 'Jennifer Schwalbach Smith', ""Brian O'Halloran"", 'Jeff Anderson']",22,33788161
Tomcats,[],0,0
Soul Survivors,"['Stephen Carpenter', 'Melissa Sagemiller', 'Casey Affleck', 'Eliza Dushku', 'Wes Bentley', 'Luke Wilson']",17,4299441
Captain Corelli's Mandolin,"['John Madden', 'Nicolas Cage', 'Penlope Cruz', 'John Hurt', 'Christian Bale']",57,62112895
Life as a House,"['Irwin Winkler', 'Mark Andrus', 'Kevin Kline', 'Kristin Scott Thomas', 'Hayden Christensen', 'Jena Malone', 'Mary Steenburgen']",27,23903791 (worldwide)
Memento,"['Christopher Nolan', 'Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']",5,39.7
K-PAX,"['Iain Softley', 'Kevin Spacey', 'Jeff Bridges']",68000000,65001485
The Lord of the Rings: The Fellowship of the Ring,"['Peter Jackson', 'Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Christopher Lee', 'Hugo Weaving', 'Sean Bean', 'Ian Holm', 'Andy Serkis']",93,871.5
Exit Wounds,"['Andrzej Bartkowiak', 'Steven Seagal', 'DMX']",50,79958599
Recess: School's Out,[],0,0
Bubble Boy,"['Cinco Paul\nKen Daurio', 'Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton', 'Danny Trejo', 'John Carroll Lynch']",13000000 (estimated),5007898
A Knight's Tale,"['Brian Helgeland', 'Heath Ledger', 'Mark Addy', 'Rufus Sewell', 'Paul Bettany', 'Alan Tudyk']",65,117487473
Shrek,"['Andrew Adamson', 'Vicky Jenson', 'Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']",60,484409218
Ali,"['Michael Mann', 'Will Smith', 'Jamie Foxx', 'Jon Voight', 'Mario Van Peebles', 'Ron Silver', 'Jeffrey Wright', 'Mykelti Williamson']",107,87713825
Super Troopers,"['Jay Chandrasekhar', 'Broken Lizard', 'Jay Chandrasekhar', 'Kevin Heffernan', 'Steve Lemme', 'Paul Soter', 'Erik Stolhanske', 'Brian Cox', 'Marisa Coughlan']",1260000,23182223
The One,"['James Wong', 'Jet Li', 'Delroy Lindo', 'Jason Statham', 'Carla Gugino']",49,72689126 (worldwide)
Two Can Play That Game,"['Vivica A. Fox', 'Morris Chestnut']",13,22391450
The Royal Tenenbaums,"['Wes Anderson', 'Gene Hackman', 'Anjelica Huston', 'Bill Murray', 'Gwyneth Paltrow', 'Ben Stiller', 'Luke Wilson', 'Owen Wilson', 'Danny Glover']",21,71441250
Glitter,"['Vondie Curtis Hall', 'Max Beesley', 'Terrence Howard', 'Da Brat', 'Tia Texada', 'Eric Bent']",22,5271666
The Majestic,"['Frank Darabont', 'Michael Sloane', 'Jim Carrey', 'Martin Landau', 'Jeffrey DeMunn', 'David Ogden Stiers', 'James Whitmore', 'Laurie Holden', 'Ron Rifkin', 'Hal Holbrook', 'Bob Balaban']",72,37317558
