Movie_Name,Contributors,Budget,Revenue
Galaxy Quest,"['Dean Parisot', 'Tim Allen', 'Sigourney Weaver', 'Alan Rickman', 'Tony Shalhoub', 'Sam Rockwell', 'Daryl Mitchell']",45,90683916
The Deep End of the Ocean,"['Ulu Grosbard', 'Michelle Pfeiffer', 'Treat Williams', 'Whoopi Goldberg', 'Jonathan Jackson', 'Ryan Merriman']",38000000 USD (estimated),28121100
My Favorite Martian,"['Donald Petrie', 'Sherri Stoner', 'Deanna Oliver', 'Jeff Daniels', 'Christopher Lloyd', 'Daryl Hannah', 'Elizabeth Hurley', 'Ray Walston']",65,36850101
Liberty Heights,"['Barry Levinson', 'Adrien Brody', 'Ben Foster', 'Orlando Jones', 'Joe Mantegna', 'Justin Chambers', 'Anthony Anderson']",11,3736868
Runaway Bride,"['Garry Marshall', 'Josann McGibbon', 'Audrey Wells', 'Julia Roberts', 'Richard Gere', 'Joan Cusack', 'Hctor Elizondo', 'Rita Wilson', 'Paul Dooley']",70,309457509
The Bone Collector,"['Phillip Noyce', 'Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker', 'Mike McGlone', 'Luis Guzman', 'Leland Orser', ""Ed O'Neill""]",73,151493655
Breakfast of Champions,"['Alan Rudolph', 'Bruce Willis', 'Albert Finney', 'Nick Nolte', 'Barbara Hershey', 'Glenne Headly', 'Lukas Haas', 'Omar Epps']",12,178278
Music of the Heart,"['Wes Craven', 'Meryl Streep', 'Gloria Estefan', 'Angela Bassett', 'Aidan Quinn', 'Cloris Leachman', 'Jane Leeves', 'Kieran Culkin', 'Charlie Hofheimer']",27,14859394
The Best Man,"['Malcolm D. Lee', 'Taye Diggs', 'Nia Long', 'Morris Chestnut', 'Harold Perrineau', 'Terrence Howard', 'Sanaa Lathan', 'Monica Calhoun', 'Melissa De Sousa', 'Regina Hall']",9,34573780
A Walk on the Moon,"['Tony Goldwyn', 'Pamela Gray', 'Diane Lane', 'Viggo Mortensen', 'Anna Paquin', 'Liev Schreiber', 'Tovah Feldshuh', 'Star Jasper']",14,4750660
Anna and the King,"['Andy Tennant', 'Jodie Foster', 'Chow Yun-fat', 'Bai Ling', 'Tom Felton']",92,113996937
The Astronaut's Wife,"['Rand Ravich', 'Rand Ravich', 'Johnny Depp', 'Charlize Theron']",75,19598588
"Mystery, Alaska","['Jay Roach', 'Russell Crowe', 'Burt Reynolds', 'Colm Meaney', 'Mary McCormack', 'Hank Azaria', 'Lolita Davidovich', 'Ron Eldard', 'Maury Chaykin']",28,8891623
The Bachelor,"['Gary Sinyor', 'Seven Chances', 'Jean C. Havez', 'Seven Chances', ""Chris O'Donnell"", 'Rene Zellweger', 'Artie Lange', 'Edward Asner', 'Hal Holbrook', 'Peter Ustinov', 'Brooke Shields', 'Mariah Carey']",51,36911617
Instinct,"['Jon Turteltaub', 'Anthony Hopkins', 'Cuba Gooding, Jr.', 'Donald Sutherland', 'Maura Tierney', 'George Dzundza', 'John Ashton']",80,34105207
All About My Mother,"['Pedro Almodvar', 'Cecilia Roth', 'Marisa Paredes', 'Antonia San Juan', 'Penlope Cruz', 'Candela Pea']","4,989,091)",67872296
Wing Commander,"['Freddie Prinze, Jr.', 'Saffron Burrows', 'Matthew Lillard', 'Tchky Karyo', 'Jrgen Prochnow', 'David Warner']",30,11578059
Outside Providence,"['Michael Corrente', 'Shawn Hatosy', 'Amy Smart', 'Alec Baldwin']",7,7302522
Hilary and Jackie,"['Anand Tucker', 'Emily Watson', 'Rachel Griffiths', 'James Frain', 'David Morrissey']",0,4912892 (US)
For Love of the Game,"['Sam Raimi', 'Kevin Costner', 'Kelly Preston']",50,46112640
Light It Up,"['Craig Bolotin', 'Usher Raymond', 'Forest Whitaker', 'Judd Nelson', 'Rosario Dawson', ""Robert Ri'chard"", 'Sara Gilbert', 'Clifton Collins, Jr.', 'Fredro Starr', 'Vanessa L. Williams']",13,5985690
Deep Blue Sea,"['Renny Harlin', 'Saffron Burrows', 'Thomas Jane', 'LL Cool J', 'Jacqueline McKenzie', 'Michael Rapaport', 'Stellan Skarsgrd', 'Aida Turturro', 'Samuel L. Jackson']",60,165048228
Random Hearts,"['Sydney Pollack', 'Darryl Ponicsan', 'Harrison Ford', 'Kristin Scott Thomas']",64000000,74608570
Love Stinks,"['Jeff Franklin', 'Jeff Franklin', 'French Stewart', 'Bridgette Wilson', 'Bill Bellamy', 'Tyra Banks', 'Steve Hytner', 'Jason Bateman', 'Tiffani Thiessen']",4,2924635
Drop Dead Gorgeous,"['Michael Patrick Jann', 'Lona Williams', 'Kirstie Alley', 'Ellen Barkin', 'Kirsten Dunst', 'Denise Richards', 'Allison Janney', 'Sam McMurray', 'Mindy Sterling', 'Brittany Murphy', 'Amy Adams', 'Will Sasso']",12.5,10571408
The Story of Us,"['Rob Reiner', 'Bruce Willis', 'Michelle Pfeiffer', 'Rita Wilson', 'Julie Hagerty', 'Tim Matheson', 'Lucy Webb', 'Bill Kirchenbauer', 'Red Buttons', 'Jayne Meadows', 'Betty White']",50,58900031
Still Crazy,[],0,0
The World Is Not Enough,"['Michael Apted', 'Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle', 'Denise Richards', 'Robbie Coltrane', 'Judi Dench']",135,361832400
Star Wars Episode I: The Phantom Menace,"['George Lucas', 'Liam Neeson', 'Ewan McGregor', 'Natalie Portman', 'Jake Lloyd', 'Ian McDiarmid', 'Anthony Daniels', 'Kenny Baker', 'Pernilla August', 'Frank Oz']",115,1.027 billion
Mystery Men,"['Kinka Usher', 'Bob Burden', 'Hank Azaria', 'Claire Forlani', 'Janeane Garofalo', 'Eddie Izzard', 'Greg Kinnear', 'William H. Macy', 'Kel Mitchell', 'Lena Olin', 'Paul Reubens', 'Geoffrey Rush', 'Ben Stiller', 'Wes Studi', 'Tom Waits']",68,33461011
Fantasia 2000,"['See below', 'See below', 'James Levine', 'Chicago Symphony Orchestra', 'Credits']",80,90.9
The Straight Story,"['David Lynch', 'John E. Roach', 'Richard Farnsworth', 'Sissy Spacek', 'Harry Dean Stanton']",10,6203044
"South Park: Bigger, Longer & Uncut","['Trey Parker', 'Pam Brady', 'Mary Kay Bergman', 'Isaac Hayes']",21,83137603
The Sixth Sense,"['M. Night Shyamalan', 'Bruce Willis', 'Haley Joel Osment', 'Toni Collette']",40,672.8
Felicia's Journey,"['Atom Egoyan', 'William Trevor', 'Bob Hoskins', 'Elaine Cassidy']",0,0
The Blair Witch Project,"['Daniel Myrick', 'Eduardo Snchez', 'Heather Donahue', 'Michael C. Williams', 'Joshua Leonard']",25000,248639099
Angela's Ashes,"['Alan Parker', 'Emily Watson', 'Robert Carlyle', 'Michael Legge']",25,13042112
Boys Don't Cry,"['Kimberly Peirce', 'Hilary Swank', 'Chlo Sevigny', 'Peter Sarsgaard', 'Brendan Sexton III', 'Alicia Goranson', 'Jeanetta Arnette', 'Matt McGrath']",2,11540607
Affliction,"['Paul Schrader', 'Nick Nolte', 'Sissy Spacek', 'James Coburn', 'Willem Dafoe']",6,6330054
Go,"['Doug Liman', 'John August', 'William Fichtner', 'Katie Holmes', 'Jay Mohr', 'Sarah Polley', 'Scott Wolf']",6500000,28451622
Lost & Found,"['Jeff Pollack', 'David Spade', 'Sophie Marceau']",30,17552255 (USA)
Double Jeopardy,[],0,0
Bicentennial Man,"['Chris Columbus', 'Robin Williams', 'Sam Neill', 'Embeth Davidtz', 'Wendy Crewson', 'Oliver Platt']",100,87423861
The Green Mile,"['Frank Darabont', 'Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton']",60,290701374
Endurance,"['Leslie Woodhead', 'Bud Greenspan']",0,0
The Talented Mr. Ripley,"['Anthony Minghella', 'Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett']",40,128798265
200 Cigarettes,"['Risa Bramon Garcia', 'Shana Larsen', 'Ben Affleck', 'Casey Affleck', 'Dave Chappelle', 'Guillermo Diaz', 'Angela Featherstone', 'Janeane Garofalo', 'Gaby Hoffmann', 'Kate Hudson', 'Courtney Love', 'Jay Mohr', 'Nicole Ari Parker', 'Martha Plimpton', 'Christina Ricci', 'Paul Rudd']",6,6852450
Never Been Kissed,"['Raja Gosnell', 'Drew Barrymore', 'David Arquette', 'Michael Vartan', 'Leelee Sobieski', 'Jeremy Jordan', 'Molly Shannon', 'Garry Marshall', 'John C. Reilly']",25,84565230
The Matrix,"['The Wachowski Brothers', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Joe Pantoliano']",63,463.5
Analyze This,"['Harold Ramis', 'Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",80,176885658
