Movie_Name,Contributors,Budget,Revenue
Little Big League,[],0,0
Blankman,[],0,0
Beverly Hills Cop III,[],0,0
Jason's Lyric,[],0,0
8 Seconds,"['John G. Avildsen', 'Luke Perry', 'Stephen Baldwin']",7,19623396
The Next Karate Kid,"['Christopher Cain', 'Pat Morita', 'Hilary Swank', 'Michael Ironside']",0,15826984
Timecop,"['Peter Hyams', 'Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver', 'Gloria Reuben']",27,101646581
Sugar Hill,[],0,0
Legends of the Fall,"['Edward Zwick', 'Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond', 'Henry Thomas']",30,160638883
Squanto: A Warrior's Tale,"['Xavier Koller', 'Adam Beach', 'Irene Bedard', 'Eric Schweig', 'Michael Gambon', 'Nathaniel Parker', 'Alex Norton', 'Mark Margolis', 'Julian Richings']",0,3337685
Maverick,"['Richard Donner', '[1]', 'William Goldman', 'Mel Gibson', 'Jodie Foster', 'James Garner', 'Graham Greene', 'James Coburn', 'Alfred Molina']",75,183031272
D2: The Mighty Ducks,"['Sam Weisman', 'Steven Brill', 'Emilio Estevez', 'Joshua Jackson', 'Michael Tucker', 'Jan Rubes', 'Kathryn Erbe']",0,45610410
Cops & Robbersons,"['Michael Ritchie', 'Chevy Chase', 'Jack Palance', 'Dianne Wiest', 'Robert Davi']",0,11391093
The Hudsucker Proxy,"['Joel Coen', 'Sam Raimi', 'Tim Robbins', 'Jennifer Jason Leigh', 'Paul Newman']",25,2816518
Holy Matrimony,"['Leonard Nimoy', 'Patricia Arquette', 'Joseph Gordon-Levitt', 'Tate Donovan', 'Armin Mueller-Stahl']",16,713234
Wagons East!,"['Peter Markle', 'Matthew Carlson', 'John Candy', 'Richard Lewis', 'John C. McGinley', 'Ellen Greene', 'Russell Means', 'Robert Picardo', 'Ed Lauter', 'Rodney A. Grant', 'Charles Rocket']",0,4412297
A Good Man in Africa,"['Bruce Beresford', 'Colin Friels', 'Joanne Whalley-Kilmer', 'Sean Connery', 'John Lithgow', 'Louis Gossett Jr.', 'Diana Rigg']",0,2308390
Getting Even with Dad,[],0,0
The Specialist,"['Luis Llosa', 'Sylvester Stallone', 'Sharon Stone', 'James Woods', 'Rod Steiger', 'Eric Roberts']",45,170362582 (international)
The Shawshank Redemption,"['Frank Darabont', 'Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'James Whitmore']",25,28.3
Dumb and Dumber,"['Peter Farrelly', 'Bobby Farrelly', 'Jim Carrey', 'Jim Carrey', 'Jeff Daniels', 'Lauren Holly', 'Karen Duffy', 'Mike Starr', 'Charles Rocket', 'Victoria Rowell', 'Teri Garr']",17,247.3
Double Dragon,"['Mark Dacascos', 'Scott Wolf', 'Robert Patrick', 'Alyssa Milano', 'Julia Nickson', 'Kristina Wagner', 'John Mallory Asher', 'Leon Russom']",7.8,2341309
Star Trek Generations,"['David Carson', 'See Cast']",35,118071125
Ed Wood,"['Tim Burton', 'Scott Alexander\nLarry Karaszewski', 'Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Lisa Marie', 'Jeffrey Jones', 'Bill Murray']",18,5887457
Wolf,"['Mike Nichols', 'Jim Harrison', 'Wesley Strick', 'Jack Nicholson', 'Michelle Pfeiffer']",70,131002597
