Movie_Name,Contributors,Budget,Revenue
Copycat,"['Jon Amiel', 'Ann Biderman', 'David Madsen', 'Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney', 'Harry Connick, Jr.', 'William McNamara']",20000000,32051917 (domestic)
Crimson Tide,"['Tony Scott', 'Denzel Washington', 'Gene Hackman']",53,157387195
Cutthroat Island,"['Renny Harlin', 'Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin', 'Patrick Malahide', 'Stan Shaw', 'Harris Yulin']",98,10017322
Rob Roy,"['Michael Caton-Jones', 'Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz', 'Brian Cox']",28,31596911
The City of Lost Children,[],0,0
The Indian in the Cupboard,"['Frank Oz', 'Hal Scardino', 'Litefoot', 'David Keith', 'Lindsay Crouse', 'Richard Jenkins', 'Rishi Bhat']",45,35656131
GoldenEye,"['Martin Campbell', 'Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco', 'Famke Janssen', 'Joe Don Baker']",58,352194034
Outbreak,"['Wolfgang Petersen', 'Laurence Dworet', 'Robert Roy Pool', 'Dustin Hoffman', 'Rene Russo', 'Morgan Freeman', 'Cuba Gooding, Jr.', 'Patrick Dempsey', 'Donald Sutherland', 'Kevin Spacey']",50,189859560
Reckless,"['Norman Ren', 'Craig Lucas', 'Mia Farrow', 'Scott Glenn', 'Mary-Louise Parker', 'Tony Goldwyn']",0,103351
Free Willy 2: The Adventure Home,"['Dwight H Little', 'Karen Janszen', 'Corey Blechman', 'John Mattson', 'Jason James Richter', 'August Schellenberg', 'Jayne Atkinson', 'Jon Tenney', 'Elizabeth Pea', 'Francis Capra', 'Michael Madsen']",0,30077111
Empire Records,[],0,0
Hideaway,"['Brett Leonard', 'Jeff Goldblum', 'Christine Lahti', 'Alicia Silverstone', 'Alfred Molina', 'Jeremy Sisto', 'Rae Dawn Chong']",15 (estimated),12201255
It Takes Two,"['Andy Tennant', 'Kirstie Alley', 'Steve Guttenberg', 'Mary-Kate Olsen', 'Ashley Olsen']",0,19474589
Tank Girl,"['Rachel Talalay', 'Lori Petty', 'Ice-T', 'Naomi Watts', 'Malcolm McDowell']",25,4.1
Showgirls,"['Paul Verhoeven', 'Joe Eszterhas', 'Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon', 'Glenn Plummer', 'Robert Davi', 'Alan Rachins', 'Gina Ravera']",45,37702961
Friday,"['F. Gary Gray', 'Ice Cube', 'DJ Pooh', 'Ice Cube', 'Chris Tucker', 'Nia Long', 'Bernie Mac', ""Tiny 'Zeus' Lister Jr"", 'John Witherspoon']",3.5,28215918
Heat,"['Michael Mann', 'Al Pacino', 'Robert De Niro', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Jon Voight', 'Val Kilmer']",60,187.4
The Quick and the Dead,"['Sam Raimi', 'Simon Moore', 'Joss Whedon', '[1]', 'Sharon Stone', 'Gene Hackman', 'Russell Crowe', 'Leonardo DiCaprio']",35000000,18636537
Magic in the Water,"['Rick Stevenson', 'Mark Harmon', 'Joshua Jackson', 'Harley Jane Kozak']",0,2.68
Dolores Claiborne,"['Taylor Hackford', 'Kathy Bates', 'Jennifer Jason Leigh', 'David Strathairn', 'John C. Reilly', 'Eric Bogosian', 'Christopher Plummer']",0,24361867
