Movie_Name,Contributors,Budget,Revenue
Snakes on a Plane,"['David R. Ellis', 'Samuel L. Jackson', 'Julianna Margulies', 'Nathan Phillips', 'Bobby Cannavale', 'Rachel Blanchard']",33,62022014
Kenny,[],0,0
Pan's Labyrinth,"['Guillermo del Toro', 'Ivana Baquero', 'Sergi Lpez', 'Maribel Verd', 'Doug Jones', 'Ariadna Gil', 'lex Angulo']",19,83258226
Goal!,[],0,0
Nacho Libre,"['Jared Hess', 'Jerusha Hess']",35,99255460
Trailer Park Boys: The Movie,"['Mike Clattenburg', 'Robb Wells', 'John Paul Tremblay', 'Mike Smith']",5,3868567
The Benchwarmers,"['Dennis Dugan', 'Allen Covert', 'Nick Swardson', 'Rob Schneider', 'David Spade', 'Jon Heder', 'Jon Lovitz']",33,64957291
Scary Movie 4,"['David Zucker', 'Anna Faris', 'Regina Hall', 'Craig Bierko', 'Bill Pullman', 'Anthony Anderson', 'Carmen Electra', 'Chris Elliott', 'Kevin Hart', 'Cloris Leachman', 'Michael Madsen', 'Phil McGraw', 'Leslie Nielsen', ""Shaquille O'Neal"", 'Molly Shannon']",40,178262620
Monster House,"['Gil Kenan', 'Mitchel Musso', 'Sam Lerner', 'Spencer Locke', 'Steve Buscemi', 'Maggie Gyllenhaal', 'Fred Willard', ""Catherine O'Hara"", 'Jason Lee', 'Jon Heder', 'Kevin James', 'Nick Cannon', 'Kathleen Turner']",75,140175006
School for Scoundrels,"['Todd Phillips', 'Scot Armstrong', 'Billy Bob Thornton', 'Jon Heder', 'Michael Clarke Duncan', 'Jacinda Barrett', 'Sarah Silverman', 'Ben Stiller']",35,23947685
Lucky Number Slevin,"['Paul McGuigan', 'Jason Smilovic', 'Josh Hartnett', 'Bruce Willis', 'Morgan Freeman', 'Ben Kingsley', 'Lucy Liu', 'Stanley Tucci']",27,56308881 
Waist Deep,"['Vondie Curtis-Hall', 'Tyrese Gibson', 'Meagan Good', 'Larenz Tate', 'Kimora Lee Simmons', 'Jayceon Terrell Taylor']",0,21344312
Apocalypto,"['Mel Gibson', 'Farhad Safinia', 'Rudy Youngblood', 'Raoul Trujillo', 'Mayra Srbulo', 'Gerardo Taracena', 'Israel Contreras']",40,121654337
Hoot,"['Wil Shriner', 'Luke Wilson', 'Logan Lerman', 'Brie Larson', 'Tim Blake Nelson', 'Neil Flynn', 'Robert Wagner']",15,8224998
Gridiron Gang,"['Phil Joanou', 'Jeff Maguire', 'Dwayne ""The Rock"" Johnson', 'Xzibit', 'Kevin Dunn', 'Leon Rippy']",30,75851456
The Covenant,"['Renny Harlin', 'J. S. Cardone', 'Steven Strait', 'Taylor Kitsch', 'Toby Hemingway', 'Chace Crawford', 'Sebastian Stan']",30,37597471
Deck the Halls,"['John Whitesell', 'Danny DeVito', 'Matthew Broderick', 'Kristin Davis', 'Kristin Chenoweth', 'Mac Davis', 'Alex Hirsch']",0,0
Running Scared,"['Wayne Kramer', 'Paul Walker', 'Cameron Bright', 'Vera Farmiga', 'Chazz Palminteri']",15,9380029
Crossover,"['Preston A. Whitmore II', 'Preston A. Whitmore II', 'Anthony Mackie', 'Wesley Jonathan', 'Wayne Brady', 'Eva Pigford', 'Philip Champion', ""Lil' JJ""]",5.8,7009668
Disaster Zone: Volcano in New York,"['Robert Lee', 'Costas Mandylor', 'Alexandra Paul', 'Michael Ironside']",1,0
Pirates of the Caribbean: Dead Man's Chest,"['Gore Verbinski', 'Ted Elliott', 'Terry Rossio', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgrd', 'Bill Nighy', 'Jack Davenport', 'Kevin R. McNally', 'Jonathan Pryce']",225,1066179725
The Night Listener,"['Patrick Stettner', 'Robin Williams', 'Toni Collette', 'Rory Culkin', 'Bobby Cannavale', 'Sandra Oh']",3,10639686
Last Holiday,"['Wayne Wang', 'Jeffrey Price and Peter S. Seaman', 'Queen Latifah', 'LL Cool J', 'Timothy Hutton', 'Grard Depardieu', 'Alicia Witt', 'Giancarlo Esposito']",45,43343248 (Worldwide)
Little Miss Sunshine,"['Jonathan Dayton\nValerie Faris', 'Michael Arndt', 'Greg Kinnear', 'Steve Carell', 'Toni Collette', 'Paul Dano', 'Abigail Breslin', 'Alan Arkin']",8,100523181
End of the Spear,"['Jim Hanon', 'Louie Leonardo', 'Chad Allen', 'Jack Guzman', 'Chase Ellison', 'Christina Souza', 'Sean McGowan', 'Beth Bailey']","11,967,000",0
The Pursuit of Happyness,[],0,0
Charlotte's Web,"['Gary Winick', 'Dakota Fanning', 'Julia Roberts', 'Steve Buscemi', 'Cedric the Entertainer', 'John Cleese', 'Oprah Winfrey', 'Thomas Haden Church', 'Andre Benjamin', 'Reba McEntire', 'Kathy Bates', 'Robert Redford']",85,144877632
For Your Consideration,"['Christopher Guest', 'Eugene Levy', 'Bob Balaban', 'Jennifer Coolidge', 'Christopher Guest', 'John Michael Higgins', 'Eugene Levy', 'Jane Lynch', 'Michael McKean', ""Catherine O'Hara"", 'Parker Posey', 'Harry Shearer', 'Fred Willard']",12000000,0
Letters from Iwo Jima,"['Clint Eastwood', 'Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ry Kase', 'Nakamura Shid']",19,68673228
Accepted,"['Steve Pink', 'Justin Long', 'Blake Lively', 'Anthony Heald', 'Lewis Black']",23,38505009
The Fast and the Furious: Tokyo Drift,"['Justin Lin', 'Chris Morgan', 'Lucas Black', 'Bow Wow', 'Sung Kang']",85  (est.),158468292
The Marine,"['Alan B. McElroy', 'John Cena', 'Robert Patrick', 'Kelly Carlson']",15,22165608
John Tucker Must Die,"['Betty Thomas', 'Jesse Metcalfe', 'Brittany Snow', 'Ashanti', 'Sophia Bush', 'Arielle Kebbel', 'Jenny McCarthy']",18,68824526
The Prestige,"['Christopher Nolan', 'Hugh Jackman', 'Christian Bale', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall', 'Andy Serkis', 'David Bowie']",40,109.7
Basic Instinct 2,[],0,0
Idlewild,"['Bryan Barber', 'Andr 3000', 'Big Boi', 'Paula Patton', 'Terrence Howard', 'Faizon Love', 'Malinda Williams', 'Cicely Tyson', 'Macy Gray', 'Ben Vereen', 'Bruce Bruce', 'Bill Nunn', 'Patti LaBelle', 'Ving Rhames', 'Jackie Long']",10000000,12643027
Harsh Times,"['David Ayer', 'Christian Bale', 'Freddy Rodriguez', 'Eva Longoria', 'Tammy Trull']",2,5967038
A Prairie Home Companion,"['Robert Altman', 'Paul Thomas Anderson', 'Garrison Keillor', 'Lily Tomlin', 'Meryl Streep', 'Maya Rudolph', 'John C. Reilly', 'Virginia Madsen', 'Lindsay Lohan', 'Kevin Kline', 'Garrison Keillor', 'Tommy Lee Jones', 'Woody Harrelson']",10,25978442
Unaccompanied Minors,"['Paul Feig', 'Lewis Black', 'Wilmer Valderrama', 'Tyler James Williams', 'Dyllan Christopher', 'Brett Kelly']",26,21994214
Happy Feet,"['George Miller', 'John Collee', 'Judy Morris', 'Elijah Wood', 'Robin Williams', 'Brittany Murphy', 'Hugh Jackman', 'Nicole Kidman', 'Hugo Weaving']",100,384335608
Zoom,"['Peter Hewitt', 'Tim Allen', 'Spencer Breslin', 'Ryan Newman', 'Kevin Zegers', 'Kate Mara', 'Michael Cassidy', 'Courteney Cox', 'Chevy Chase', 'Rip Torn']",75,12506188
She's the Man,"['Andy Fickman', 'Amanda Bynes', 'Channing Tatum', 'Laura Ramsey', 'David Cross', 'Vinnie Jones', 'Alex Breckenridge', 'James Kirk', 'Robert Hoffman', 'Jonathan Sadowski', 'Emily Perkins']",20,57.2
Scoop,"['Woody Allen', 'Scarlett Johansson', 'Hugh Jackman', 'Ian McShane']",4,39215642
Marie Antoinette,"['Sofia Coppola', 'Kirsten Dunst', 'Jason Schwartzman', 'Judy Davis', 'Rip Torn', 'Rose Byrne']",40,60917189
The Hills Have Eyes,"['Alexandre Aja', 'Aaron Stanford', 'Kathleen Quinlan', 'Vinessa Shaw', 'Emilie de Ravin', 'Dan Byrd', 'Robert Joy', 'Ted Levine']",15,69623713
Mission: Impossible III,"['J.J. Abrams', 'Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup', 'Michelle Monaghan', 'Jonathan Rhys Meyers', 'Keri Russell', 'Maggie Q', 'Laurence Fishburne']",150,397850012 (worldwide)
Something New,"['Sanaa Hamri', 'Kriss Turner', 'Sanaa Lathan', 'Simon Baker', 'Blair Underwood']",0,11483669
Facing the Giants,"['Alex Kendrick', 'Stephen Kendrick']",100000,10243159
Jackass Number Two,"['Jeff Tremaine', 'Bam Margera', 'Chris Pontius', 'Steve-O', 'Ryan Dunn', 'Dave England', 'Jason Acua', 'Preston Lacy', 'Ehren McGhehey', 'Jeff Tremaine', 'Johnny Knoxville', 'Bam Margera', 'Chris Pontius', 'Steve-O', 'Ryan Dunn', 'Dave England', 'Jason Acua', 'Preston Lacy', 'Ehren McGhehey']",11.5,84618532
American Dreamz,"['Paul Weitz', 'Hugh Grant', 'Dennis Quaid', 'Marcia Gay Harden', 'Willem Dafoe', 'Mandy Moore', 'Sam Golzari', 'Chris Klein', 'Jennifer Coolidge', 'Seth Meyers', 'Tony Yalda', 'Noureen DeWulf', 'Shohreh Aghdashloo']",17,16458459
The Wild,[],0,0
Slither,"['James Gunn', 'Nathan Fillion', 'Elizabeth Banks', 'Gregg Henry', 'Michael Rooker']",15,12834936
The Omen,"['John Moore', 'David Seltzer', 'Julia Stiles', 'Liev Schreiber', 'Mia Farrow', 'David Thewlis', 'Pete Postlethwaite', 'Michael Gambon', 'Seamus Davey-Fitzpatrick']",25,119498909
Fearless,"['Ronny Yu', 'Dong Yong', 'Nakamura Shid II', 'Collin Chou', 'Betty Sun']",0,68072848
United 93,"['Paul Greengrass', 'Khalid Abdalla', 'Christian Clemenson', 'Cheyenne Jackson', 'Sarmed al-Samarrai', 'David Alan Basche']",15,76286096
Grandma's Boy,"['Nicholaus Goossen', 'Allen Covert', 'Nick Swardson', 'Allen Covert', 'Nick Swardson', 'Doris Roberts', 'Linda Cardellini', 'Shirley Jones', 'Shirley Knight', 'Joel Moore', 'Peter Dante', 'Kevin Nealon', 'Jonah Hill']",5,6566277
Hostel,[],0,0
Eight Below,"['Frank Marshall', 'Paul Walker', 'Bruce Greenwood', 'Moon Bloodgood', 'Jason Biggs']",40,120455994
Inside Man,"['Spike Lee', 'Russell Gewirtz', 'Denzel Washington', 'Clive Owen', 'Jodie Foster', 'Christopher Plummer', 'Chiwetel Ejiofor', 'Willem Dafoe']",45,184376254
The Pink Panther,"['Shawn Levy', 'Kevin Kline', 'Jean Reno', 'Emily Mortimer', 'Henry Czerny', 'Beyonc Knowles']",80,158851357
Flicka,"['Michael Mayer', 'Mark Rosenthal', 'Lawrence Konner', 'Alison Lohman', 'Tim McGraw', 'Maria Bello', 'Ryan Kwanten', 'Kaylee DeFer']",15,21893591
ATL,"['Chris Robinson', 'Clifford ""T.I."" Harris', 'Lauren London', 'Evan Ross', 'Lonette McKee', 'Antwan Andre Patton', 'Mykelti Williamson', 'Keith David']",20000000,21170563
Dj Vu,"['Tony Scott', 'Bill Marsilii', 'Brian Greene', '[1]', '[2]', 'Denzel Washington']",75,180557550
The Good Shepherd,"['Robert De Niro', 'Eric Roth', 'Matt Damon', 'Angelina Jolie']",90,99480480
Man of the Year,"['Barry Levinson', 'Robin Williams', 'Christopher Walken', 'Laura Linney', 'Lewis Black', 'Jeff Goldblum', 'Tina Fey', 'Amy Poehler']",20,41237658
The Guardian,"['Andrew Davis', 'Kevin Costner', 'Ashton Kutcher', 'Melissa Sagemiller', 'Clancy Brown']",80,94973540
The Illusionist,"['Neil Burger', 'Edward Norton', 'Paul Giamatti', 'Jessica Biel']",17,87892388
Borat,"['Larry Charles', 'Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Pamela Anderson']",18,261572744
Lady in the Water,"['M. Night Shyamalan', 'Paul Giamatti', 'Bryce Dallas Howard', 'Bob Balaban', 'Jeffrey Wright', 'Sarita Choudhury', 'Cindy Cheung']",70,72785169
The Grudge 2,"['Takashi Shimizu', 'Stephen Susco', 'Amber Tamblyn', 'Arielle Kebbel', 'Jennifer Beals', 'Edison Chen', 'Sarah Roemer', 'Sarah Michelle Gellar']",20,70711175
Cars,"['John Lasseter', 'Owen Wilson', 'Paul Newman', 'Bonnie Hunt', 'Larry the Cable Guy', 'Tony Shalhoub']",120,461983149
V for Vendetta,"['James McTeigue', 'Natalie Portman', 'Hugo Weaving', 'Stephen Rea', 'John Hurt']",54,132511035
Ultraviolet,"['Kurt Wimmer', 'Milla Jovovich', 'Cameron Bright', 'Nick Chinlund', 'William Fichtner']",30,31070211
Glory Road,"['Josh Lucas', 'Derek Luke', 'Jon Voight']",0,42938449
A Good Year,"['Ridley Scott', 'Russell Crowe', 'Albert Finney', 'Marion Cotillard', 'Didier Bourdon', 'Abbie Cornish', 'Tom Hollander', 'Freddie Highmore']",35,42064105
Little Man,"['Keenen Ivory Wayans', 'Kerry Washington', 'John Witherspoon', 'Tracy Morgan', 'Lochlyn Munro', 'Chazz Palminteri', 'Molly Shannon']",64,101589228
Wristcutters: A Love Story,"['Goran Duki', 'Patrick Fugit', 'Shannyn Sossamon', 'Shea Whigham', 'Leslie Bibb', 'Tom Waits']",1,454026
The Descent,"['Neil Marshall', 'Neil Marshall', 'Shauna Macdonald', 'Natalie Mendoza', 'Alex Reid', 'Saskia Mulder', 'MyAnna Buring', 'Nora Jane Noone']",Budget3.5,57051053
Tenacious D in The Pick of Destiny,[],0,0
Poseidon,"['Wolfgang Petersen', 'Kurt Russell', 'Josh Lucas', 'Richard Dreyfuss', 'Jacinda Barrett', 'Emmy Rossum', 'Mike Vogel', 'Mia Maestro', 'Jimmy Bennett', 'Andre Braugher']",160,181674817
The Lake House,"['Alejandro Agresti', 'Keanu Reeves', 'Sandra Bullock', 'Dylan Walsh', 'Shohreh Aghdashloo', 'Christopher Plummer']",40,114830111 
Tristan and Isolde,"['Kevin Reynolds', 'James Franco', 'Sophia Myles', 'Rufus Sewell']",0,28047963
Freedomland,"['Joe Roth', 'Richard Price', 'Samuel L. Jackson', 'Julianne Moore']",37.7,14655628
Turistas,"['John Stockwell', 'Josh Duhamel', 'Melissa George', 'Olivia Wilde', 'Desmond Askew', 'Beau Garrett', 'Max Brown']",10,14690987
Ultraman Mebius & Ultraman Brothers,"['Kazuya Konaka', 'Keiichi Hasegawa', 'Shunji Igarashi', 'Masaki Nishina', 'Ai Saikawa', 'Daisuke Watanabe', 'Kenta Uchino', 'Misato Hirata', 'Minoru Tanaka']",0,0
Step Up,"['Anne Fletcher', 'Channing Tatum', 'Jenna Dewan-Tatum', 'Damaine Radcliff', 'Mario', 'Drew Sidora', 'Rachel Griffiths', 'Josh Henderson', 'Alyson Stoner']",12,114194847
Doogal,"['French', 'Henri Salvador', 'Vanessa Paradis', 'Michel Galabru', 'Dany Boon', 'Valrie Lemercier', 'Eddy Mitchell', 'Grard Jugnot', 'lie Semoun', 'Robbie Williams', 'Kylie Minogue', 'Tom Baker', 'Jim Broadbent', 'Lee Evans', 'Joanna Lumley', 'Bill Nighy', 'Ray Winstone', 'Ian McKellen', 'Daniel Tay', 'Kylie Minogue', 'Jon Stewart', 'William H. Macy', 'Chevy Chase', 'Whoopi Goldberg', 'Jimmy Fallon', 'Bill Hader', 'Ian McKellen', 'Judi Dench', 'Kevin Smith']",0,0
Open Season,"['Jill Culton', 'Roger Allers', 'Anthony Stacchi', 'Steve Bencich', 'Ron J. Friedman', 'Martin Lawrence', 'Ashton Kutcher', 'Gary Sinise', 'Debra Messing', 'Billy Connolly', 'Jon Favreau', 'Georgia Engel', 'Jane Krakowski', 'Gordon Tootoosis', 'Patrick Warburton']",85,197309027
Akeelah and the Bee,"['Doug Atchison', 'Keke Palmer', 'Angela Bassett', 'Curtis Armstrong']",68,19
Blood Diamond,"['Edward Zwick', 'Charles Leavitt', 'Leonardo DiCaprio', 'Jennifer Connelly', 'Djimon Hounsou', 'Michael Sheen', 'Arnold Vosloo']",100,171407179
Employee of the Month,"['Greg Coolidge', 'Dane Cook', 'Jessica Simpson', 'Dax Shepard']",12,38.4
Hoodwinked!,"['Cory Edwards', 'Todd Edwards', 'Tony Leech', 'Anne Hathaway', 'Glenn Close', 'Jim Belushi', 'Patrick Warburton', 'Anthony Anderson', 'David Ogden Stiers', 'Xzibit', 'Chazz Palminteri', 'Andy Dick']",8,110013167
Curse of the Golden Flower,[],0,0
Larry the Cable Guy: Health Inspector,"['Trent Cooper', 'Jonathan Bernstein', 'James Greer', 'Larry the Cable Guy', 'Iris Bahr', 'Bruce Bruce', 'Joanna Cassidy', 'Brooke Dillman', 'Tony Hale', 'David Koechner', 'Lisa Lampanelli', 'Megyn Price', 'Tom Wilson', 'Joe Pantoliano']",17,15680099 (domestic)
Dirty Sanchez: the Movie,[],0,0
The Nativity Story,"['Catherine Hardwicke', 'Mike Rich', 'Keisha Castle-Hughes', 'Shohreh Aghdashloo', 'Oscar Isaac', 'Stanley Townsend', 'Ciarn Hinds', 'Hiam Abbass', 'Shaun Toub']",35,46432264
Van Wilder: The Rise of Taj,"['Mort Nathan', 'Kal Penn', 'Lauren Cohan', 'Daniel Percival']",0,6086508 (worldwide)
The Ant Bully,"['John A. Davis', 'Zach Tyler Eisen', 'Julia Roberts', 'Nicolas Cage', 'Meryl Streep', 'Paul Giamatti']",50,55181129
Firewall,"['Richard Loncraine', 'Joe Forte', 'Harrison Ford', 'Paul Bettany', 'Virginia Madsen', 'Mary Lynn Rajskub', 'Robert Patrick', 'Robert Forster', 'Alan Arkin']",50,82751189
All the King's Men,"['Steven Zaillian', 'Robert Penn Warren', 'Sean Penn', 'Jude Law', 'Kate Winslet', 'James Gandolfini', 'Mark Ruffalo', 'Patricia Clarkson', 'Jackie Earle Haley', 'Anthony Hopkins']",55,9450897
Just My Luck,[],0,0
Pulse,"['Jim Sonzero', 'Wes Craven', 'Kristen Bell', 'Ian Somerhalder', 'Christina Milian', 'Rick Gonzalez', 'Zach Grenier']",20.5,29907685
Dave Chappelle's Block Party,['Michel Gondry'],3,12051924
BloodRayne,"['Uwe Boll', 'Guinevere Turner', 'Kristanna Loken', 'Michael Madsen', 'Matthew Davis', 'Will Sanderson', 'Billy Zane', 'Udo Kier', 'Michael Par', 'Meat Loaf', 'Michelle Rodriguez', 'Ben Kingsley']",25,3650275
X-Men: The Last Stand,"['Brett Ratner', 'Simon Kinberg', 'Zak Penn', 'Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Famke Janssen', 'Anna Paquin', 'Kelsey Grammer', 'James Marsden', 'Rebecca Romijn', 'Shawn Ashmore', 'Aaron Stanford', 'Vinnie Jones', 'Patrick Stewart']",210,459359555
Tom-Yum-Goong,"['Prachya Pinkaew', 'Kongdej Jaturanrasamee', 'Tony Jaa', 'Nathan Jones', 'Petchtai Wongkamlao', 'Jon Foo', 'Bongkoj Khongmalai', 'Xing Jing']",5,27165581
The Black Dahlia,"['Brian De Palma', 'Josh Friedman', 'Josh Hartnett', 'Scarlett Johansson', 'Aaron Eckhart', 'Hilary Swank']",50,49332692
Click,"['Frank Coraci', 'Steve Koren', 'Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'Henry Winkler', 'David Hasselhoff', 'Julie Kavner', 'Jennifer Coolidge', 'Sean Astin']",82.5,237681299
16 Blocks,"['Richard Donner', 'Bruce Willis', 'Mos Def', 'David Morse']",55000000,65664721
The Holiday,"['Nancy Meyers', 'Cameron Diaz', 'Kate Winslet', 'Jude Law', 'Jack Black', 'Eli Wallach', 'Edward Burns', 'Rufus Sewell']",85,205135324
Babel,"['Alejandro Gonzlez Irritu', 'Brad Pitt', 'Cate Blanchett', 'Gael Garca Bernal', 'Kji Yakusho', 'Adriana Barraza', 'Rinko Kikuchi']",25,135.3
Annapolis,[],0,0
Superman Returns,"['Bryan Singer', 'Brandon Routh', 'Kate Bosworth', 'Kevin Spacey', 'James Marsden', 'Frank Langella', 'Eva Marie Saint', 'Parker Posey', 'Kal Penn', 'Sam Huntington', 'Tristan Lake Leabu']",270,391081192
Failure to Launch,"['Tom Dey', 'Matthew McConaughey', 'Sarah Jessica Parker', 'Zooey Deschanel', 'Justin Bartha', 'Bradley Cooper', 'Terry Bradshaw', 'Kathy Bates']",50,128406887
Alien Autopsy,"['Jonny Campbell', 'William Davies', 'Ant McPartlin', 'Declan Donnelly', 'Bill Pullman', 'Harry Dean Stanton', 'Omid Djalili', 'Jimmy Carr']",Budget5,"Box office2,467,565[2]"
Silent Hill,[],0,0
Madea's Family Reunion,"['Tyler Perry', 'Blair Underwood', 'Keke Palmer', 'Lynn Whitfield', 'Jenifer Lewis', 'Rochelle Aytes', 'Boris Kodjoe', 'Tyler Perry']",6,63308879
Clerks II,"['Kevin Smith', ""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Rosario Dawson', 'Trevor Fehrman', 'Jennifer Schwalbach']",5,26983776
Ice Age: The Meltdown,"['Carlos Saldanha', 'Ray Romano', 'John Leguizamo', 'Denis Leary', 'Seann William Scott', 'Queen Latifah']",80,660940780
Aquamarine,"['Elizabeth Allen', 'Jessica Bendinger', 'Sara Paxton', 'Joanna Levesque', 'Emma Roberts']",12,23006849
Children of Men,"['Alfonso Cuarn', 'Clive Owen', 'Julianne Moore', 'Michael Caine', 'Chiwetel Ejiofor', 'Charlie Hunnam']",76,69959751
The Break-Up,"['Peyton Reed', 'Jennifer Aniston']",52,204999686
The Sentinel,"['Clark Johnson', 'George Nolfi', 'Gerald Petievich', 'Michael Douglas', 'Kiefer Sutherland', 'Eva Longoria', 'Martin Donovan', 'Kim Basinger']",60,78084827
