Movie_Name,Contributors,Budget,Revenue
Cold Creek Manor,"['Mike Figgis', 'Richard Jefferies', 'Dennis Quaid', 'Sharon Stone', 'Stephen Dorff', 'Juliette Lewis', 'Kristen Stewart', 'Christopher Plummer']",0,29119434
Darkness Falls,"['Jonathan Liebesman', 'Chaney Kley', 'Emma Caulfield', 'Lee Cormie']",11,47488536
Honey,"['Bille Woodruff', 'Jessica Alba', 'Mekhi Phifer', 'Joy Bryant', ""Lil' Romeo""]",18,62228395
28 Days Later,"['Danny Boyle', 'Alex Garland', 'Cillian Murphy', 'Naomie Harris', 'Christopher Eccleston', 'Megan Burns', 'Brendan Gleeson']","8  or 5,000,000",82719885 or 52833190.55
Open Range,"['Kevin Costner', 'Lauran Paine', 'Robert Duvall', 'Annette Bening']",22000000,68296293 (worldwide)
Scary Movie 3,"['David Zucker', 'Craig Mazin', 'Pat Proft', 'Anna Faris', 'Anthony Anderson', 'Leslie Nielsen', 'Charlie Sheen', 'Simon Rex', 'Regina Hall', 'Kevin Hart', 'Camryn Manheim', 'George Carlin', 'Pamela Anderson', 'Jenny McCarthy', 'Drew Mikuska', 'Denise Richards']",48,220673217
Master and Commander: The Far Side of the World,"['Peter Weir', 'Russell Crowe', 'Paul Bettany', 'Billy Boyd', ""James D'Arcy"", 'Edward Woodall']",150,212011111
Duplex,"['Danny DeVito', 'Larry Doyle']",40,19322135
The Missing,"['Ron Howard', 'Tommy Lee Jones', 'Cate Blanchett', 'Evan Rachel Wood', 'Jenna Boyd', 'Aaron Eckhart', 'Val Kilmer']",60,38364277
Basic,"['John McTiernan', 'James Vanderbilt', 'John Travolta', 'Samuel L. Jackson', 'Connie Nielsen', 'Tim Daly', 'Giovanni Ribisi', 'Roselyn Sanchez', 'Taye Diggs', 'Harry Connick, Jr.', 'Brian Van Holt', 'Cristian de la Fuente', 'Dash Mihok']",50,42792561
Willard,"['Glen Morgan', 'Stephen Gilbert', 'Glen Morgan', 'Crispin Glover', 'R. Lee Ermey', 'Laura Elena Harring', 'Jackie Burroughs']",20,8546666
The League of Extraordinary Gentlemen,"['Stephen Norrington', 'Naseeruddin Shah', 'Peta Wilson', 'Tony Curran', 'Stuart Townsend', 'Shane West', 'Jason Flemyng', 'Richard Roxburgh']",78,179265204
Gigli,"['Martin Brest', 'Ben Affleck', 'Jennifer Lopez', 'Justin Bartha']",75.6,7266209
Mona Lisa Smile,"['Mike Newell', 'Lawrence Konner', 'Mark Rosenthal', 'Julia Roberts', 'Kirsten Dunst', 'Julia Stiles', 'Maggie Gyllenhaal', 'Ginnifer Goodwin', 'Dominic West', 'Juliet Stevenson', 'Marcia Gay Harden', 'John Slattery', 'Marian Seldes']",65,141337989
Alex & Emma,"['Rob Reiner', 'Jeremy Leven', 'Kate Hudson', 'Luke Wilson']",30000000,15368897
The Haunted Mansion,"['Rob Minkoff', 'Eddie Murphy', 'Terence Stamp', 'Nathaniel Parker', 'Marsha Thomason', 'Jennifer Tilly']",90,182436254
Marci X,"['Richard Benjamin', 'Paul Rudnick', 'Lisa Kudrow', 'Damon Wayans']",20,1648818
Freddy vs. Jason,"['Ronny Yu', 'Monica Keena', 'Kelly Rowland', 'Jason Ritter', 'Chris George Marquette', 'Lochlyn Munro', 'Ken Kirzinger', 'Robert Englund']",30,114908830
Seabiscuit,[],0,0
Tears of the Sun,"['Antoine Fuqua', 'Bruce Willis', 'Monica Bellucci', 'Cole Hauser', 'Peter Mensah']",75,86468162
Looney Tunes: Back in Action,"['Joe Dante', 'Larry Doyle', 'Brendan Fraser', 'Jenna Elfman', 'Steve Martin', 'Timothy Dalton', 'Joan Cusack', 'Heather Locklear', 'Joe Alaskey']",80,68514844
Boat Trip,"['Mort Nathan', 'Cuba Gooding, Jr.', 'Horatio Sanz', 'Roselyn Sanchez', 'Vivica A. Fox', 'Maurice Godin']",20,15020293
The In-Laws,"['Andrew Fleming', 'Andrew Bergman', 'Nat Mauldin', 'Ed Solomon', 'Michael Douglas', 'Albert Brooks', 'Ryan Reynolds', 'Candice Bergen', 'Maria Ricossa', 'Lindsay Sloane', 'Robin Tunney']",40,26891849
The Life of David Gale,"['Alan Parker', 'Kevin Spacey', 'Kate Winslet', 'Laura Linney']",38,38955598
The Hunted,"['William Friedkin', 'Tommy Lee Jones', 'Benicio del Toro', 'Connie Nielsen']",55,45496534
The Texas Chainsaw Massacre,[],0,0
How to Lose a Guy in 10 Days,"['Donald Petrie', 'Kristen Buckley', 'Brian Regan', 'Kate Hudson', 'Matthew McConaughey', 'Adam Goldberg', 'Bebe Neuwirth']",50,177371441
It Runs in the Family,"['Fred Schepisi', 'Kirk Douglas', 'Cameron Douglas', 'Diana Douglas', 'Rory Culkin', 'Bernadette Peters']",0,8211508
The Matrix Revolutions,"['The Wachowskis', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith']",150,427343298
The Last Samurai,"['Edward Zwick', 'Tom Cruise', 'Ken Watanabe']",140,456758981
A Guy Thing,"['Chris Koch', 'Jason Lee', 'Julia Stiles', 'Selma Blair']",20,17432163
Something's Gotta Give,"['Nancy Meyers', 'Jack Nicholson', 'Diane Keaton', 'Keanu Reeves', 'Frances McDormand', 'Amanda Peet', 'Jon Favreau']",60,266728738
Grind,"['Ralph Sall', 'Mike Vogel', 'Adam Brody', 'Vince Vieluf', 'Joey Kern', 'Jennifer Morrison', 'Bam Margera']",6000000,5141166
How to Deal,[],0,0
Bringing Down the House,"['Adam Shankman', 'Jason Filardi', 'Steve Martin', 'Queen Latifah', 'Eugene Levy', 'Joan Plowright', 'Jean Smart', 'Missi Pyle', 'Betty White']",33,164729679
Johnny English,"['Peter Howitt', 'Neal Purvis\nRobert Wade', 'William Davies', 'Rowan Atkinson', 'Ben Miller', 'John Malkovich', 'Natalie Imbruglia']",40,160583018
The Matrix Reloaded,"['The Wachowski Brothers', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith', 'Gloria Foster']",150,742128461
Uptown Girls,"['Boaz Yakin', 'Brittany Murphy', 'Dakota Fanning', 'Marley Shelton', 'Donald Faison', 'Heather Locklear']",20,44617342
A Man Apart,"['F. Gary Gray', 'Christian Gudegast', 'Paul Scheuring', 'Larenz Tate', 'Timothy Olyphant', 'Geno Silva', 'Steve Eastin']",36,44350926 
Piglet's Big Movie,"['Francis Glebas', 'Brian Hohlfeld', 'A.A. Milne', 'John Fiedler', 'Jim Cummings', 'Nikita Hopkins', 'Ken Sansom', 'Peter Cullen', 'Kath Soucie', 'Andre Stojka']",0,0
My Boss's Daughter,"['David Zucker', 'David S. Dorfman', 'Ashton Kutcher', 'Tara Reid', 'Andy Richter', 'Michael Madsen', 'Terence Stamp', 'Molly Shannon']",14,18191005
Good Boy!,[],0,0
Anger Management,"['Peter Segal', 'David S. Dorfman', 'Adam Sandler', 'Jack Nicholson', 'Marisa Tomei', 'Luis Guzmn', 'Allen Covert', 'Lynne Thigpen', 'Kurt Fuller', 'Jonathan Loughran', 'Krista Allen', 'January Jones', 'Woody Harrelson', 'John Turturro']",75,195745823
Kill Bill Vol. 1,"['Quentin Tarantino', 'Uma Thurman', 'David Carradine', 'Lucy Liu', 'Michael Madsen', 'Daryl Hannah', 'Sonny Chiba', 'Vivica A. Fox', 'Gordon Liu', 'Julie Dreyfus']",60,333108506
Gothika,"['Mathieu Kassovitz', 'Sebastian Gutierrez', 'Halle Berry', 'Robert Downey, Jr.', 'Charles S. Dutton', 'John Carroll Lynch', 'Bernard Hill', 'Penlope Cruz']",40,141591324
The Cat in the Hat,"['Bo Welch', 'Mike Myers', 'Alec Baldwin', 'Kelly Preston', 'Dakota Fanning', 'Spencer Breslin', 'Amy Hill', 'Sean Hayes']",109,133960541
Matchstick Men,"['Ridley Scott', 'Nicolas Cage', 'Sam Rockwell', 'Alison Lohman', 'Bruce McGill']",0,65573198
Elf,"['Jon Favreau', 'Will Ferrell', 'James Caan', 'Edward Asner', 'Bob Newhart', 'Zooey Deschanel']",33,220.4
Secondhand Lions,"['Tim McCanlies', 'Haley Joel Osment', 'Robert Duvall', 'Michael Caine', 'Kyra Sedgwick']",30,47902566
Agent Cody Banks,[],0,0
Gods and Generals,"['Ronald F. Maxwell', 'Jeff Daniels', 'Stephen Lang', 'Robert Duvall']",56000000,12923936
Anything Else,"['Woody Allen', 'Jason Biggs', 'Christina Ricci', 'Stockard Channing', 'Danny DeVito', 'Jimmy Fallon', 'KaDee Strickland']",18,13585075
National Security,"['Dennis Dugan', 'Martin Lawrence', 'Steve Zahn']",0,50097949 (worldwide)
In the Cut,"['Jane Campion', 'Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh']",12,23726793
Dreamcatcher,"['Lawrence Kasdan', 'Morgan Freeman', 'Thomas Jane', 'Jason Lee', 'Damian Lewis', 'Timothy Olyphant', 'Tom Sizemore', 'Donnie Wahlberg']",68,75715436
Timeline,"['Richard Donner', 'Paul Walker', ""Frances O'Connor"", 'Gerard Butler', 'Billy Connolly', 'David Thewlis', 'Anna Friel', 'Lambert Wilson']",80,43935763
What a Girl Wants,"['Dennie Gordon', 'Jenny Bicks', 'Elizabeth Chandler', 'Amanda Bynes', 'Colin Firth', 'Kelly Preston', 'Oliver James']",25,50732139
Brother Bear,"['Steve Bencich', 'Ron J. Friedman', 'Joaquin Phoenix', 'Jeremy Suarez', 'Rick Moranis', 'Dave Thomas', 'Jason Raize', 'D.B. Sweeney']",0,250.4
Terminator 3: Rise of the Machines,"['Jonathan Mostow', 'Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken']",200,433371112
The Lord of the Rings: The Return of the King,"['Peter Jackson', 'Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Karl Urban', 'John Noble', 'Andy Serkis', 'Ian Holm', 'Sean Bean']",94,1.120 billion
Cabin Fever,"['Eli Roth', 'Rider Strong', 'Jordan Ladd', 'James DeBello', 'Cerina Vincent', 'Joey Kern', 'Arie Verveen', 'Giuseppe Andrews']",1.5,30553394
Identity,"['James Mangold', 'Pruitt Taylor Vince', 'John Cusack', 'Ray Liotta', 'Amanda Peet', 'Alfred Molina', 'Clea DuVall', 'Rebecca De Mornay']",28,90259536
Daddy Day Care,[],0,0
View from the Top,"['Bruno Barreto', 'Gwyneth Paltrow', 'Mark Ruffalo', 'Candice Bergen', 'Kelly Preston', 'Rob Lowe', 'Mike Myers']",30,19.5
S.W.A.T.,"['Clark Johnson', 'Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez', 'LL Cool J']",70,207.1
The Fighting Temptations,[],0,0
Just Married,"['Shawn Levy', 'Sam Harper', 'Ashton Kutcher', 'Brittany Murphy', 'Christian Kane', 'David Moscow']",18,101564939
Bend It Like Beckham,"['Gurinder Chadha', 'Paul Mayeda Berges', 'Parminder Nagra', 'Jonathan Rhys Meyers', 'Keira Knightley', 'Archie Panjabi', 'Shaznay Lewis', 'Anupam Kher', 'Preeya Kalidas']",6  (3.7 ) estimated,76583333
Intolerable Cruelty,"['Joel Coen\nEthan Coen', 'George Clooney', 'Catherine Zeta-Jones', 'Geoffrey Rush', 'Cedric The Entertainer', 'Edward Herrmann', 'Paul Adelstein', 'Richard Jenkins', 'Billy Bob Thornton']",60,120217409
Pirates of the Caribbean: The Curse of the Black Pearl,"['Gore Verbinski', 'Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jonathan Pryce']",140,654264015
Freaky Friday,"['Mark Waters', 'Jamie Lee Curtis', 'Lindsay Lohan', 'Harold Gould', 'Chad Michael Murray', 'Mark Harmon']",20,160846332
Dickie Roberts: Former Child Star,"['Sam Weisman', 'David Spade', 'Fred Wolf', 'Mary McCormack', 'Craig Bierko', 'Rob Reiner']",17,23794648
The Lizzie McGuire Movie,"['Jim Fall', 'Susan Estelle Jansen', 'Ed Decter', 'John J. Strauss', 'Hilary Duff', 'Adam Lamberg', 'Robert Carradine', 'Hallie Todd', 'Jake Thomas', 'Yani Gellman']",17,55534455 (worldwide)
A Mighty Wind,[],0,0
The Medallion,"['Gordon Chan', 'Bey Logan', 'Jackie Chan', 'Lee Evans', 'Claire Forlani', 'Julian Sands']",41,34268701
Kangaroo Jack,[],0,0
American Wedding,"['Jesse Dylan', 'Jason Biggs', 'Seann William Scott', 'Alyson Hannigan', 'Eddie Kaye Thomas', 'Thomas Ian Nicholas', 'January Jones', 'Fred Willard', 'Eugene Levy']",55,231449203
The Core,[],0,0
The Rundown,"['Peter Berg', 'The Rock', 'Seann William Scott', 'Christopher Walken', 'Rosario Dawson', 'Ewen Bremner', 'Jon Gries']",85,80916492
Cheaper by the Dozen,"['Shawn Levy', 'Steve Martin']",40,190212113
Confidence,"['James Foley', 'Edward Burns', 'Rachel Weisz', 'Andy Garca', 'Paul Giamatti', 'Luis Guzmn', 'Donal Logue', 'Brian Van Holt', 'Robert Forster', 'Franky G', 'Leland Orser', 'Morris Chestnut', 'Dustin Hoffman']",15,23014206
Underworld,"['Len Wiseman', 'Kate Beckinsale', 'Scott Speedman', 'Michael Sheen', 'Shane Brolly', 'Erwin Leder', 'Bill Nighy']",22,95708457
"Lara Croft Tomb Raider:
The Cradle of Life","['Jan de Bont', 'Angelina Jolie', 'Gerard Butler', 'Noah Taylor', 'Ciarn Hinds', 'Djimon Hounsou', 'Til Schweiger', 'Christopher Barrie']",95,156505388
Bruce Almighty,"['Tom Shadyac', 'Morgan Freeman', 'Jennifer Aniston', 'Lisa Ann Walter', 'Philip Baker Hall', 'Steve Carrell']",81,484592874
Once Upon a Time in Mexico,"['Robert Rodriguez', 'Johnny Depp', 'Antonio Banderas', 'Rubn Blades', 'Mickey Rourke', 'Enrique Iglesias', 'Marco Leonardi', 'Pedro Armendriz Jr.', 'Eva Mendes', 'Willem Dafoe', 'Salma Hayek']",29,98185582
X2: X-Men United,"['Bryan Singer', 'Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Rebecca Romijn-Stamos', 'Brian Cox', 'Alan Cumming', 'Bruce Davison', 'Anna Paquin']",110,407711549
Biker Boyz,"['Reggie Rock Bythewood', 'Craig Fernandez', 'Laurence Fishburne', 'Derek Luke', 'Orlando Jones', 'Djimon Hounsou', 'Lisa Bonet', 'Brendan Fehr', 'Larenz Tate', 'Kid Rock']",24,23510601
Sinbad: Legend of the Seven Seas,"['Tim Johnson', 'Brad Pitt', 'Catherine Zeta-Jones', 'Michelle Pfeiffer', 'Joseph Fiennes', 'Dennis Haysbert']",60,80767884
Stuck on You,"['Peter Farrelly\nRobert Farrelly', 'Matt Damon', 'Greg Kinnear', 'Eva Mendes', 'Wen Yann Shih', 'Pat Crawford Brown', 'Cher']",55,65784503
The Jungle Book 2,"['Haley Joel Osment', 'John Goodman', 'Mae Whitman', 'Bob Joles', 'Tony Jay', 'Phil Collins', 'John Rhys-Davies', 'Jim Cummings']",20,135703599
Dumb and Dumberer: When Harry Met Lloyd,"['Troy Miller', 'Derek Richardson', 'Eric Christian Olsen']",19,39267515
Phone Booth,"['Joel Schumacher', 'Larry Cohen', 'Colin Farrell', 'Forest Whitaker', 'Katie Holmes', 'Radha Mitchell', 'Kiefer Sutherland']",13,97837138
House of the Dead,"['Uwe Boll', 'Mark A. Altman', 'Jonathan Cherry', 'Tyron Leitso', 'Clint Howard', 'Ona Grauer', 'Ellie Cornell', 'Jrgen Prochnow']",12000000,13818181
Rugrats Go Wild,[],0,0
2 Fast 2 Furious,[],0,0
From Justin to Kelly,"['Robert Iscove', 'Kim Fuller', 'Kelly Clarkson', 'Justin Guarini']",12,4928883
Malibu's Most Wanted,[],0,0
Radio,[],0,0
Wrong Turn,"['Rob Schmidt', 'Alan B. McElroy', 'Desmond Harrington', 'Eliza Dushku', 'Emmanuelle Chriqui', 'Jeremy Sisto', 'Kevin Zegers']",12.6,28650575
Runaway Jury,"['Gary Fleder', 'John Cusack', 'Gene Hackman', 'Dustin Hoffman', 'Rachel Weisz']",60,80154140
Shanghai Knights,[],0,0
Holes,"['Andrew Davis', 'Sigourney Weaver', 'Jon Voight', 'Patricia Arquette', 'Tim Blake Nelson', 'Shia LaBeouf']",20,71406573
Daredevil,"['Mark Steven Johnson', 'Ben Affleck', 'Jennifer Garner', 'Michael Clarke Duncan', 'Colin Farrell', 'Joe Pantoliano', 'Jon Favreau', 'David Keith']",78,179179718
The Real Cancun,[],7.5,5345083
The Recruit,"['Roger Donaldson', 'Kurt Wimmer', 'Mitch Glazer', 'Al Pacino', 'Colin Farrell', 'Bridget Moynahan', 'Gabriel Macht']",0,101191884
Mystic River,"['Clint Eastwood', 'Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Laurence Fishburne', 'Marcia Gay Harden', 'Laura Linney']",30,156822020
Peter Pan,"['P. J. Hogan', 'Jeremy Sumpter', 'Rachel Hurd-Wood', 'Ludivine Sagnier', 'Jason Isaacs']",100,121975011
Lost in Translation,"['Sofia Coppola', 'Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi', 'Anna Faris']",4,119723856
The Italian Job,"['F. Gary Gray', 'Mark Wahlberg', 'Charlize Theron', 'Edward Norton', 'Seth Green', 'Jason Statham', 'Mos Def', 'Donald Sutherland']",60,176070171
Deliver Us from Eva,[],0,0
Jeepers Creepers 2,[],0,0
Love Don't Cost a Thing,"['Troy Beyer', 'Nick Cannon', 'Christina Milian', 'Kenan Thompson', 'Kal Penn', 'Vanessa Bell Calloway', 'Steve Harvey']",0,21924226
Spy Kids 3-D: Game Over,"['Robert Rodriguez', 'Antonio Banderas', 'Carla Gugino', 'Alexa Vega', 'Daryl Sabara', 'Ricardo Montalbn', 'Holland Taylor', 'Mike Judge', 'Cheech Marin', 'Sylvester Stallone']",39,197011982
Bad Santa,"['Terry Zwigoff', 'Glenn Ficarra', 'John Requa', 'Billy Bob Thornton', 'Tony Cox', 'Lauren Graham', 'Brett Kelly', 'Lauren Tom', 'John Ritter', 'Bernie Mac']",18,76057639
Le Divorce,"['James Ivory', 'Kate Hudson', 'Naomi Watts', 'Glenn Close', 'Thierry Lhermitte', 'Melvil Poupaud', 'Stockard Channing', 'Sam Waterston', 'Jean-Marc Barr', 'Bebe Neuwirth', 'Matthew Modine']",0,12991996
Old School,"['Todd Phillips', 'Luke Wilson', 'Will Ferrell', 'Vince Vaughn', 'Jeremy Piven']",24,87055349
School of Rock,"['Richard Linklater', 'Mike White', 'Jack Black', 'Joan Cusack', 'Sarah Silverman', 'Miranda Cosgrove', 'Joey Gaydos Jr.', 'Kevin Clark']",35,131282949
Finding Nemo,"['Andrew Stanton', 'Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']",94,936743261
Out of Time,"['Carl Franklin', 'Denzel Washington', 'Eva Mendes']",50,55495563
Beyond Borders,"['Martin Campbell', 'Caspian Tredwell-Owen', 'Angelina Jolie', 'Clive Owen']",35,11705002 (worldwide)
Tupac: Resurrection,['Tupac Shakur'],0,7808524 
Hollywood Homicide,"['Ron Shelton', 'Ron Shelton', 'Harrison Ford', 'Josh Hartnett', 'Lena Olin', 'Bruce Greenwood', 'Isaiah Washington', 'Lolita Davidovich', 'Master P', 'Kurupt', 'Lou Diamond Phillips', 'Dwight Yoakam', 'Martin Landau', 'Robert Wagner']",75,51142659
