year,Movie_Name,Budget,Contributors,Revenue
1994,Little Women,18,"['Gillian Armstrong', 'Robin Swicord', 'Winona Ryder', 'Susan Sarandon', 'Trini Alvarado', 'Claire Danes', 'Kirsten Dunst', 'Christian Bale', 'Gabriel Byrne', 'Samantha Mathis', 'Eric Stoltz', 'Matthew Walker']",50083616
1994,The Paper,6,"['Ron Howard', 'David Koepp', 'Stephen Koepp', 'Michael Keaton', 'Glenn Close', 'Marisa Tomei', 'Randy Quaid', 'Robert Duvall']",48424341
1994,A Troll in Central Park,23000000 (estimated),"['Don Bluth', 'Gary Goldman', 'Dom DeLuise', 'Phillip Glasser', 'Tawny Sunshine Glover', 'Cloris Leachman', 'Charles Nelson Reilly']",71368
1994,Mary Shelley's Frankenstein,45,"['Kenneth Branagh', '[1]', 'Robert De Niro', 'Tom Hulce', 'Helena Bonham Carter', 'Ian Holm', 'John Cleese', 'Aidan Quinn']",112006296
1994,Killing Zoe,1.5,"['Roger Avary', 'Roger Avary', 'Eric Stoltz', 'Jean-Hugues Anglade', 'Julie Delpy', 'Gary Kemp', 'Kario Salem']",418961 (United States)
1994,The River Wild,45,"['Curtis Hanson', 'Meryl Streep', 'Kevin Bacon', 'David Strathairn', 'John C. Reilly', 'Joseph Mazzello', 'Benjamin Bratt']",94216343
1994,Little Giants,20,"['Duwayne Dunham', 'Robert Shallcross', 'Rick Moranis', ""Ed O'Neill"", 'Shawna Waldron', 'Devon Sawa', 'Susanna Thompson', 'Brian Haley', 'Mary Ellen Trainor']",19306362
1994,The Santa Clause,22,"['John Pasquin', 'Leo Benvenuti\nSteve Rudnick', 'Karey Kirkpatrick', 'Tim Allen', 'Judge Reinhold', 'Eric Lloyd', 'Wendy Crewson', 'David Krumholtz', 'Peter Boyle']",189833357
1994,Mixed Nuts,15,"['Nora Ephron', 'Delia Ephron', 'Steve Martin', 'Madeline Kahn', 'Robert Klein', 'Anthony LaPaglia', 'Juliette Lewis']",6821850
1994,The Lion King,45,"['Roger Allers', 'Rob Minkoff', 'Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton', 'Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Jonathan Taylor Thomas', 'Moira Kelly', 'Nathan Lane', 'Ernie Sabella', 'Rowan Atkinson', 'Robert Guillaume', 'Madge Sinclair', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings']",987.5
1994,PCU,8,"['Hart Bochner', 'Zak Penn', 'Chris Young', 'Jeremy Piven', 'David Spade', 'Jon Favreau']",4330020
1994,City Slickers II: The Legend of Curly's Gold,40,"['Paul Weiland', 'Lowell Ganz', 'Babaloo Mandel', 'Billy Crystal', 'Billy Crystal', 'Daniel Stern', 'Jon Lovitz', 'Jack Palance', 'Patricia Wettig']",43622150
1994,Lon: The Professional,16,"['Luc Besson', 'Jean Reno', 'Gary Oldman', 'Natalie Portman', 'Danny Aiello']",45284974
1994,The Air Up There,17080000,"['Paul Michael Glaser', 'Max Apple', 'Kevin Bacon']",21011318
1994,Drop Zone,45,"['John Badham', 'Peter Barsocchini', 'John Bishop', 'Wesley Snipes', 'Gary Busey', 'Yancy Butler', 'Michael Jeter', 'Kyle Secor']",28735315
1994,Intersection,45,"['Mark Rydell', 'David Rayfiel', 'Marshall Brickman', 'Richard Gere', 'Sharon Stone', 'Lolita Davidovich', 'Martin Landau', 'Jennifer Morrison']",21355893
1994,Junior,60,"['Ivan Reitman', 'Kevin Wade', 'Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson']",108431355
1994,Quiz Show,31,"['Robert Redford', 'John Turturro', 'Rob Morrow', 'Ralph Fiennes']",24822619
1994,Pulp Fiction,8.5,"['Quentin Tarantino', 'John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Harvey Keitel', 'Tim Roth', 'Amanda Plummer', 'Maria de Medeiros', 'Ving Rhames', 'Eric Stoltz', 'Rosanna Arquette', 'Christopher Walken', 'Bruce Willis']",213.9
1994,Rudyard Kipling's The Jungle Book,30,"['Stephen Sommers', 'Jason Scott Lee', 'Cary Elwes', 'Lena Headey', 'Sam Neill', 'John Cleese']",43229904
1994,The Cowboy Way,35,"['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott', 'Ernie Hudson']",20277185
1994,Natural Born Killers,34,"['Oliver Stone', 'Woody Harrelson', 'Juliette Lewis', 'Robert Downey, Jr.', 'Tommy Lee Jones', 'Tom Sizemore']",61615296
1994,Love Affair,60000000,"['Glenn Gordon Caron', '[1]', 'Annette Bening', 'Katharine Hepburn', 'Pierce Brosnan', 'Garry Shandling', 'Chloe Webb', 'Kate Capshaw']",18272894
1994,Blink,11,"['Michael Apted', 'Dana Stevens', 'Madeleine Stowe', 'Aidan Quinn', 'James Remar', 'Paul Dillon', 'Laurie Metcalf', 'Bruce A. Young', 'Matt Roth', 'Tim Monsion']",16696219
1994,Andre,8,"['George Miller', 'Tina Majorino', 'Keith Carradine', 'Keith Szarabajka', 'Chelsea Field']",16820893
1994,The Scout,20,"['Michael Ritchie', 'Roger Angell', 'Andrew Bergman', 'Albert Brooks', 'Monica Johnson', 'Albert Brooks', 'Brendan Fraser', 'Dianne Wiest']",2694234
1994,Wes Craven's New Nightmare,8,"['Wes Craven', 'Heather Langenkamp', 'Robert Englund', 'Miko Hughes', 'John Saxon']",18090181
1994,Guarding Tess,20,"['Hugh Wilson', 'Hugh Wilson', 'Peter Torokvei', 'Shirley MacLaine', 'Nicolas Cage', 'Austin Pendleton', 'Edward Albert', 'James Rebhorn', 'Richard Griffiths']",27058304
1994,3 Ninjas Kick Back,20,"['Sang-ok Shin', 'Mark Saltzman', 'Victor Wong', 'Max Elliott Slade', 'J. Evan Bonifant', 'Caroline Junko King', 'Dustin Nguyen']",11798854 (Domestic)
1994,The Client,45,"['Joel Schumacher', 'Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro']",117615211
1994,Threesome,10,"['Andrew Fleming', 'Lara Flynn Boyle', 'Stephen Baldwin', 'Josh Charles', 'Alexis Arquette', 'Martha Gehman']",14815317
1994,Baby's Day Out,48,"['Patrick Read Johnson', 'Lara Flynn Boyle', 'Joe Mantegna', 'Joe Pantoliano', 'Brian Haley', 'Cynthia Nixon', 'Fred Dalton Thompson', 'John Neville', 'Matthew Glave']",16827402 (US)
1994,Four Weddings and a Funeral,Budget2.8,"['Mike Newell', 'Hugh Grant', 'Andie MacDowell', 'James Fleet', 'Simon Callow', 'John Hannah', 'Kristin Scott Thomas']","Box office154,030,888"
1994,"Car 54, Where Are You?",10.7,"['Bill Fishman', 'David Johansen', 'John McGinley', 'Fran Drescher', 'Nipsey Russell', ""Rosie O'Donnell"", 'Al Lewis']",1238080
1994,Wyatt Earp,63,"['Lawrence Kasdan', 'Dan Gordon', 'Kevin Costner', 'Dennis Quaid', 'Gene Hackman', 'JoBeth Williams', 'Linden Ashby', 'Jeff Fahey', 'Joanna Going']",25052000
1994,North,40,"['Rob Reiner', 'Elijah Wood', 'Bruce Willis', 'Jon Lovitz', 'Jason Alexander', 'Alan Arkin', 'Dan Aykroyd', 'Kathy Bates', 'Faith Ford', 'Graham Greene', 'Julia Louis-Dreyfus', 'Reba McEntire', 'John Ritter', 'Abe Vigoda']",7182747
1994,I Love Trouble,45,"['Charles Shyer', 'Julia Roberts', 'Nick Nolte', 'Saul Rubinek', 'Robert Loggia', 'James Rebhorn', 'Charles Martin Smith', 'Lisa Lu', 'Dan Butler', 'Eugene Levy', 'Nora Dunn', 'Paul Gleason', 'Kelly Rutherford']",61947267
1994,Reality Bites,11.5,"['Ben Stiller', 'Winona Ryder', 'Ethan Hawke', 'Ben Stiller', 'Janeane Garofalo', 'Swoosie Kurtz', 'Joe Don Baker', 'John Mahoney']",33351557
1994,Blank Check,13,"['Rupert Wainwright', 'Blake Snyder', 'Brian Bonsall', 'Karen Duffy', 'Miguel Ferrer', 'James Rebhorn', 'Tone Lc', 'Jayne Atkinson', 'Michael Lerner']",30577969 (domestic) 
1994,Greedy,23,"['Jonathan Lynn', 'Michael J. Fox', 'Kirk Douglas', 'Nancy Travis']",13137484
1994,True Lies,100120,"['James Cameron', 'Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton', 'Tia Carrere', 'Art Malik', 'Eliza Dushku', 'Grant Heslov', 'Charlton Heston']",378882411
1994,The Chase,4.5,"['Adam Rifkin', 'Adam Rifkin', 'Charlie Sheen', 'Kristy Swanson', 'Rocky Carroll', 'Henry Rollins', 'Josh Mostel', 'Ray Wise']",7924955
1994,Airheads,11,"['Michael Lehmann', 'Rich Wilkes', 'Brendan Fraser', 'Steve Buscemi', 'Adam Sandler', 'Chris Farley', 'Amy Locane', 'Michael Richards', 'Joe Mantegna']",5751882 (domestic)
1994,Thumbelina,28000000,"['Don Bluth', 'Gary Goldman', 'Jodi Benson', 'Gary Imhoff', 'Barbara Cook', 'Carol Channing', 'Charo', 'Gino Conforti', 'Gilbert Gottfried', 'John Hurt', 'Joe Lynch']",11373501
1994,No Escape,20000000,"['Martin Campbell', 'Ray Liotta', 'Lance Henriksen', 'Stuart Wilson', 'Kevin Dillon', ""Kevin J. O'Connor"", 'Don Henderson', 'Ian McNeice', 'Jack Shepherd', 'Michael Lerner', 'Ernie Hudson']",15339030
1994,Color of Night,40,"['Richard Rush', 'Bruce Willis', 'Jane March', 'Ruben Blades', 'Lesley Ann Warren', 'Scott Bakula', 'Brad Dourif', 'Lance Henriksen', ""Kevin J. O'Connor""]",19750470
1994,Serial Mom,13,"['John Waters', '[1]', 'Kathleen Turner', 'Sam Waterston', 'Ricki Lake', 'Matthew Lillard']",7820688
1994,Surviving the Game,7400000 (estimated),"['Ernest R. Dickerson', 'Dylan Brunson', 'Ice-T', 'Rutger Hauer']",7690013 (USA) (sub-total)
1994,The Road to Wellville,25,"['Alan Parker', 'Anthony Hopkins', 'Bridget Fonda', 'Matthew Broderick', 'John Cusack', 'Dana Carvey']",6562513
1994,Disclosure,55,"['Barry Levinson', 'Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Caroline Goodall', 'Dennis Miller']",214015089
1994,The Crow,23000000,"['Alex Proyas', 'Brandon Lee', 'Ernie Hudson', 'Michael Wincott']",144693129 (worldwide)
1994,Silent Fall,30,"['Bruce Beresford', 'Akiva Goldsman', 'Richard Dreyfuss', 'Linda Hamilton', 'John Lithgow', 'J.T. Walsh', 'Liv Tyler']",3180674
1994,The Ref,11,"['Ted Demme', 'Richard LaGravenese', 'Denis Leary', 'Judy Davis', 'Kevin Spacey']",11439193
1994,Angie,26,"['Martha Coolidge', 'Todd Graff', 'Geena Davis', 'Stephen Rea', 'James Gandolfini']",9398308
1994,The Pagemaster,21,"['Joe Johnston', 'Pixote Hunt', 'Macaulay Culkin', 'Christopher Lloyd', 'Ed Begley, Jr.', 'Mel Harris', 'Patrick Stewart', 'Whoopi Goldberg', 'Frank Welker', 'Leonard Nimoy', 'George Hearn', 'Phil Hartman', 'Jim Cummings']",13670688
1994,I.Q.,25,"['Fred Schepisi', 'Andy Breckman', 'Tim Robbins', 'Meg Ryan', 'Walter Matthau']",26381221
1994,The Favor,12,"['Donald Petrie', 'Sara Parriott', 'Josann McGibbon', 'Harley Jane Kozak', 'Elizabeth McGovern', 'Bill Pullman', 'Brad Pitt', 'Ken Wahl']",3134381
1994,The War,34,"['Jon Avnet', 'Elijah Wood', 'Kevin Costner', 'Mare Winningham', 'Lexi Randall']",16480770
1994,Crooklyn,14000000,"['Spike Lee', 'Alfre Woodard', 'Delroy Lindo', 'Zelda Harris']",13642861
1994,Chasers,15,"['Dennis Hopper', 'Joe Batteer', 'Dan Gilroy', 'Tom Berenger', 'William McNamara', 'Erika Eleniak', 'Dean Stockwell', 'Crispin Glover', 'Dennis Hopper']",1596687
1994,Cabin Boy,10,"['Adam Resnick', 'Andy Richter', 'Brion James', 'James Gammon', 'Melora Walters', 'David Letterman', 'Alfred Molina']",3662459
1994,Richie Rich,40,"['Donald Petrie', 'Neil Tolkin', 'Macaulay Culkin', 'John Larroquette', 'Edward Herrmann', 'Christine Ebersole', 'Jonathan Hyde']",38087756
1994,Terminal Velocity,50,"['Deran Sarafian', 'David Twohy', 'Charlie Sheen', 'Nastassja Kinski', 'James Gandolfini', 'Christopher McDonald']",16478900 (USA)
1994,Interview with the Vampire: The Vampire Chronicles,60,"['Neil Jordan', 'Tom Cruise', 'Brad Pitt', 'Antonio Banderas', 'Stephen Rea', 'Christian Slater', 'Kirsten Dunst']",223664608
1994,I'll Do Anything,40,"['James L. Brooks', 'Nick Nolte', 'Albert Brooks', 'Julie Kavner', 'Whittni Wright', 'Joely Richardson', 'Tracey Ullman']",10209111 (USA)
1994,Forrest Gump,55,"['Robert Zemeckis', 'Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field']",677945399
1994,Ace Ventura: Pet Detective,15,"['Tom Shadyac', 'Courteney Cox', 'Sean Young', 'Tone Lc', 'Dan Marino']",107217396
1994,Above the Rim,6.5,"['Jeff Pollack', 'Duane Martin', 'Leon Robinson', 'Tupac Shakur', 'Bernie Mac', 'Tonya Pinkins', 'David Bailey', 'Marlon Wayans']",16192320
1994,Naked Gun 33: The Final Insult,30,"['Peter Segal', 'Pat Proft', 'Leslie Nielsen', 'Priscilla Presley', 'George Kennedy', 'O.J. Simpson', 'Fred Ward', 'Kathleen Freeman', 'Anna Nicole Smith']",51132598
1994,Blue Chips,35,"['William Friedkin', 'Nick Nolte', ""Shaquille O'Neal"", 'Mary McDonnell', 'J. T. Walsh', 'Alfre Woodard', ""Ed O'Neill""]",23070663
1994,Milk Money,20,"['Richard Benjamin', 'John Mattson', 'Melanie Griffith', 'Ed Harris', 'Adam LaVorgna', 'Malcolm McDowell']",18137661 (USA)
1994,Bullets Over Broadway,20,"['Woody Allen', 'Douglas McGrath', 'John Cusack', 'Dianne Wiest', 'Jennifer Tilly', 'Chazz Palminteri', 'Mary-Louise Parker', 'Jack Warden', 'Joe Viterelli', 'Rob Reiner', 'Tracey Ullman', 'Jim Broadbent', 'Harvey Fierstein']",13383747
1994,The House of the Spirits,40,"['Bille August', 'Isabel Allende', 'novel', 'Meryl Streep', 'Glenn Close', 'Jeremy Irons', 'Winona Ryder', 'Antonio Banderas', 'Vanessa Redgrave']",6265311 (US)
1994,The Mask,23,"['Chuck Russell', 'Jim Carrey', 'Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Richard Jeni', 'Cameron Diaz']",351583407
1994,Fresh,3500000,"['Boaz Yakin', 'Boaz Yakin', 'Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson', ""N'Bushe Wright""]",8094616
1994,A Low Down Dirty Shame,10000000,"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett', 'Salli Richardson', 'Andrew Divoff']",29392418
1994,Radioland Murders,15,"['Mel Smith', 'Brian Benben', 'Mary Stuart Masterson', 'Scott Michael Campbell', 'Michael Lerner', 'Ned Beatty']",1316865
1994,Speed,30,"['Jan de Bont', 'Graham Yost', 'Joss Whedon', 'Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Joe Morton', 'Jeff Daniels']",350448145
1994,The Flintstones,46,"['Brian Levant', 'Steven E. de Souza', 'John Goodman', 'Rick Moranis', 'Elizabeth Perkins', ""Rosie O'Donnell"", 'Kyle MacLachlan', 'Halle Berry', 'Elizabeth Taylor']",341631208
1995,Copycat,20000000,"['Jon Amiel', 'Ann Biderman', 'David Madsen', 'Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney', 'Harry Connick, Jr.', 'William McNamara']",32051917 (domestic)
1995,Crimson Tide,53,"['Tony Scott', 'Denzel Washington', 'Gene Hackman']",157387195
1995,Cutthroat Island,98,"['Renny Harlin', 'Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin', 'Patrick Malahide', 'Stan Shaw', 'Harris Yulin']",10017322
1995,Rob Roy,28,"['Michael Caton-Jones', 'Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz', 'Brian Cox']",31596911
1995,The Indian in the Cupboard,45,"['Frank Oz', 'Hal Scardino', 'Litefoot', 'David Keith', 'Lindsay Crouse', 'Richard Jenkins', 'Rishi Bhat']",35656131
1995,GoldenEye,58,"['Martin Campbell', 'Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco', 'Famke Janssen', 'Joe Don Baker']",352194034
1995,Outbreak,50,"['Wolfgang Petersen', 'Laurence Dworet', 'Robert Roy Pool', 'Dustin Hoffman', 'Rene Russo', 'Morgan Freeman', 'Cuba Gooding, Jr.', 'Patrick Dempsey', 'Donald Sutherland', 'Kevin Spacey']",189859560
1995,Hideaway,15 (estimated),"['Brett Leonard', 'Jeff Goldblum', 'Christine Lahti', 'Alicia Silverstone', 'Alfred Molina', 'Jeremy Sisto', 'Rae Dawn Chong']",12201255
1995,Tank Girl,25,"['Rachel Talalay', 'Lori Petty', 'Ice-T', 'Naomi Watts', 'Malcolm McDowell']",4.1
1995,Showgirls,45,"['Paul Verhoeven', 'Joe Eszterhas', 'Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon', 'Glenn Plummer', 'Robert Davi', 'Alan Rachins', 'Gina Ravera']",37702961
1995,Friday,3.5,"['F. Gary Gray', 'Ice Cube', 'DJ Pooh', 'Ice Cube', 'Chris Tucker', 'Nia Long', 'Bernie Mac', ""Tiny 'Zeus' Lister Jr"", 'John Witherspoon']",28215918
1995,Heat,60,"['Michael Mann', 'Al Pacino', 'Robert De Niro', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Jon Voight', 'Val Kilmer']",187.4
1995,The Quick and the Dead,35000000,"['Sam Raimi', 'Simon Moore', 'Joss Whedon', '[1]', 'Sharon Stone', 'Gene Hackman', 'Russell Crowe', 'Leonardo DiCaprio']",18636537
1995,White Man's Burden,7,"['Desmond Nakano', 'Desmond Nakano', 'John Travolta', 'Harry Belafonte']",3760525 (USA)
1995,Kids,1.5,"['Larry Clark', 'Leo Fitzpatrick', 'Justin Pierce', 'Chlo Sevigny', 'Rosario Dawson']",20412216
1995,Angus,1.5,"['Patrick Read Johnson', 'Jill Gordon', 'Charlie Talbert', 'George C. Scott', 'Kathy Bates', 'Chris Owen', 'Ariana Richards', 'James Van Der Beek', 'Rita Moreno']",4821759
1995,A Walk in the Clouds,20,"['Alfonso Arau', 'Keanu Reeves', 'Aitana Snchez-Gijn', 'Giancarlo Giannini', 'Anthony Quinn', 'Anglica Aragn', 'Freddy Rodriguez', 'Debra Messing']",50008143
1995,Man of the House,22,"['James Orr', 'Chevy Chase', 'Farrah Fawcett', 'Tony Sampson']",40070995
1995,The Scarlet Letter,46,"['Roland Joff', 'Demi Moore', 'Gary Oldman', 'Robert Duvall', 'Edward Hardwicke']",10382407
1995,Mortal Kombat,18,"['Paul W. S. Anderson', 'Robin Shou', 'Linden Ashby', 'Bridgette Wilson', 'Christopher Lambert', 'Cary-Hiroyuki Tagawa', 'Talisa Soto']",122195920
1995,Mighty Morphin Power Rangers: The Movie,15,"['Bryan Spicer', 'Jason David Frank', 'Amy Jo Johnson', 'David Yost', 'Steve Cardenas', 'Johnny Yong Bosch', 'Karan Ashley', 'Paul Schrier', 'Jason Narvy', 'Paul Freeman']",66433194
1995,Toy Story,30,"['John Lasseter', 'Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'John Morris', 'Erik von Detten', 'Laurie Metcalf', 'R. Lee Ermey', 'Sarah Freeman', 'Penn Jillette']",362364.5
1995,Species,35,"['Roger Donaldson', 'Ben Kingsley', 'Michael Madsen', 'Alfred Molina', 'Forest Whitaker', 'Marg Helgenberger', 'Natasha Henstridge']",113374103
1995,Clueless,20,"['Amy Heckerling', 'Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd', 'Donald Faison', 'Breckin Meyer', 'Dan Hedaya']",56631572
1995,Beyond Rangoon,23,"['John Boorman', 'Patricia Arquette', 'Frances McDormand', 'Johnny Cheah', 'Adelle Lutz']",5750110
1995,The Bridges of Madison County,22,"['Clint Eastwood', 'Meryl Streep']",182016617
1995,Something to Talk About,30,"['Lasse Hallstrm', 'Callie Khouri', 'Julia Roberts', 'Dennis Quaid', 'Robert Duvall', 'Gena Rowlands', 'Kyra Sedgwick']",50865589
1995,Father of the Bride Part II,30000000,"['Charles Shyer', 'Albert Hackett', 'Frances Goodrich', ""Father's Little Dividend"", 'Nancy Meyers', 'Charles Shyer', 'Steve Martin', 'Diane Keaton', 'Martin Short']",76594107
1995,Highlander III,26000000,"['Christopher Lambert', 'Mario Van Peebles', 'Mako Iwamatsu']",12308080
1995,Before Sunrise,2.5,"['Richard Linklater', 'Kim Krizan', 'Ethan Hawke', 'Julie Delpy']",5535405
1995,Babe,30,"['Chris Noonan', 'James Cromwell', 'Magda Szubanski']",254134910
1995,The Net,22,"['Irwin Winkler', 'John Brancato and Michael Ferris', 'Sandra Bullock', 'Jeremy Northam', 'Dennis Miller']",110627965 (Worldwide)
1995,Fluke,15,"['Carlo Carlei', 'James Herbert', 'James Carrington', 'Nancy Travis', 'Eric Stoltz', 'Max Pomeranc', 'Samuel L. Jackson', 'Ron Perlman', 'Jon Polito', 'Bill Cobbs']",3987768
1995,First Knight,55,"['Jerry Zucker', 'Sean Connery', 'Richard Gere', 'Julia Ormond']",127600435
1995,The Tie That Binds,14,"['Wesley Strick', 'Daryl Hannah', 'Keith Carradine', 'Vincent Spano', 'Moira Kelly']",5772529 (domestic)
1995,Pocahontas,55  (estimated),"['Mike Gabriel', 'Eric Goldberg', 'Karey Kirkpatrick', 'Carl Binder', 'Susannah Grant', 'Philip LaZebnik', 'Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Russell Means', 'Christian Bale', 'Frank Welker', 'Linda Hunt', 'Jim Cummings']",346
1995,Just Cause,27,"['Arne Glimcher', 'Jeb Stuart', 'Peter Stone', 'Sean Connery', 'Laurence Fishburne', 'Kate Capshaw', 'Blair Underwood', 'Ed Harris']",36853222
1995,Forget Paris,21,"['Billy Crystal', 'Billy Crystal', 'Lowell Ganz', 'Babaloo Mandel', 'Billy Crystal', 'Debra Winger', 'Joe Mantegna', 'Julie Kavner', 'Cynthia Stevenson', 'Richard Masur']",33177694
1995,Mallrats,6000000,"['Kevin Smith', 'Shannen Doherty', 'Jeremy London', 'Jason Lee', 'Claire Forlani', 'Ben Affleck', 'Joey Lauren Adams', 'Renee Humphrey', 'Jason Mewes', 'Kevin Smith', 'Priscilla Barnes', 'Michael Rooker']",2454447 (US & Spain)
1995,Dead Man Walking,11,"['Tim Robbins', 'Susan Sarandon', 'Sean Penn', 'Margo Martindale', 'Robert Prosky', 'Lois Smith', 'Jack Black', 'Celia Weston']",83088295
1995,Smoke,7,"['Wayne Wang', 'Paul Auster', 'Paul Auster', 'Harvey Keitel', 'William Hurt', 'Harold Perrineau Jr.', 'Forest Whitaker', 'Stockard Channing', 'Ashley Judd', 'Giancarlo Esposito']",38
1995,A Little Princess,17,"['Alfonso Cuarn', 'Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham', 'Vanessa Lee Chester']",10015449
1995,Nixon,44,"['Oliver Stone', 'Christopher Wilkinson', 'Anthony Hopkins', 'Joan Allen', 'Paul Sorvino', 'Bob Hoskins', 'Powers Boothe', 'Annabeth Gish', 'Marley Shelton', 'Larry Hagman', 'Ed Harris', 'E. G. Marshall']",13560960 (USA)
1995,Dangerous Minds,29,"['John N. Smith', 'Michelle Pfeiffer']",179519401
1995,Apollo 13,52,"['Ron Howard', 'Tom Hanks', 'Kevin Bacon', 'Bill Paxton', 'Gary Sinise', 'Ed Harris']",355237933
1995,Waiting to Exhale,16,"['Forest Whitaker', 'Whitney Houston', 'Angela Bassett', 'Loretta Devine', 'Lela Rochon']",81452156
1995,The Pebble and the Penguin,28,"['Don Bluth', 'Gary Goldman', '[1]', 'Martin Short', 'James Belushi', 'Tim Curry', 'Annie Golden']",3983912
1995,Roommates,22,"['Peter Yates', 'Peter Falk', 'D. B. Sweeney', 'Julianne Moore', 'Jan Rube', 'Frankie Faison']",12096881
1995,The Jerky Boys: The Movie,8,"['James Melkonian', 'James Melkonian', 'Rich Wilkes', 'John G. Brennan', 'Kamal Ahmed', 'Alan Arkin']",7555256
1995,Canadian Bacon,11,"['Michael Moore', '[1]', 'Alan Alda', 'John Candy', 'Rhea Perlman', ""Kevin J. O'Connor"", 'Bill Nunn', 'Kevin Pollak', 'G.D. Spradlin', 'Rip Torn']",178104
1995,Kiss of Death,40,"['Barbet Schroeder', 'Ben Hecht', 'Charles Lederer', 'Eleazar Lipsky', 'Richard Price', 'David Caruso', 'Nicolas Cage', 'Samuel L. Jackson', 'Helen Hunt', 'Ving Rhames', 'Stanley Tucci', 'Kathryn Erbe', 'Michael Rapaport']",14942422 (domestic)
1995,Braveheart,72,"['Mel Gibson', 'Randall Wallace', 'Sophie Marceau', 'Patrick McGoohan', 'Catherine McCormack']",210409945
1995,Money Train,68  (est),"['Joseph Ruben', 'Wesley Snipes', 'Woody Harrelson']",77224232
1995,Billy Madison,10,"['Tamra Davis', 'Adam Sandler', 'Tim Herlihy', 'Bradley Whitford', 'Bridgette Wilson', 'Norm Macdonald', 'Darren McGavin']",26488734
1995,Dracula: Dead and Loving It,30,"['Mel Brooks', 'Leslie Nielsen', 'Peter MacNicol', 'Steven Weber', 'Amy Yasbeck', 'Lysette Anthony', 'Harvey Korman']",10772144
1995,Boys on the Side,21,"['Herbert Ross', 'Don Roos', 'Whoopi Goldberg', 'Mary-Louise Parker', 'Drew Barrymore', 'Matthew McConaughey', 'James Remar', 'Billy Wirth', 'Estelle Parsons', 'Amy Aquino']",23440188
1995,Get Shorty,30250000,"['Barry Sonnenfeld', 'John Travolta', 'Gene Hackman', 'Rene Russo']",115101622
1995,Sabrina,50,"['Sydney Pollack', 'David Rayfiel', 'Harrison Ford', 'Julia Ormond', 'Greg Kinnear']",53458319
1995,Grumpier Old Men,25,"['Howard Deutch', 'Mark Steven Johnson', 'Jack Lemmon', 'Walter Matthau', 'Ann-Margret', 'Ann Guilbert', 'Sophia Loren', 'Kevin Pollak', 'Daryl Hannah', 'Burgess Meredith']",71518503
1995,Casino,40 - 50,"['Martin Scorsese', 'Robert De Niro', 'Sharon Stone', 'Joe Pesci']",116112375
1995,Bad Boys,19,"['Michael Bay', 'Martin Lawrence', 'Will Smith', 'Ta Leoni', 'Tchky Karyo', 'Theresa Randle', 'Joe Pantoliano']",141407024
1995,12 Monkeys,29.5,"['Terry Gilliam', 'Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer']",168839459
1995,Losing Isaiah,17000000,"['Stephen Gyllenhaal', 'Jessica Lange', 'Halle Berry', 'Samuel L. Jackson', 'Cuba Gooding, Jr.', 'David Strathairn', 'Regina Taylor', 'LaTanya Richardson']",7603766
1995,Batman Forever,100,"['Joel Schumacher', 'Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell"", 'Michael Gough', 'Pat Hingle', 'Drew Barrymore', 'Debi Mazar']",336.5
1995,Miami Rhapsody,6,"['David Frankel', 'Sarah Jessica Parker', 'Gil Bellows', 'Antonio Banderas', 'Mia Farrow', 'Paul Mazursky', 'Kevin Pollak']",5221281
1995,Murder in the First,23,"['Marc Rocco', 'Dan Gordon', 'Christian Slater', 'Kevin Bacon', 'Gary Oldman', 'Embeth Davidtz', 'Brad Dourif', 'William H. Macy', 'R. Lee Ermey']",17381942
