year,Movie_Name,Budget,Contributors,Revenue
2004,Saw,1.2,"['James Wan', 'Cary Elwes', 'Danny Glover', 'Monica Potter', 'Michael Emerson', 'Ken Leung', 'Tobin Bell', 'Leigh Whannell']",103.9
2004,Soul Plane,16,"['Jessy Terrero', 'Kevin Hart', 'Method Man', 'Tom Arnold', ""Mo'Nique"", 'Loni Love', 'D.L. Hughley', 'Godfrey', 'Arielle Kebbel', 'Sofia Vergara', 'Snoop Dogg']",14822346
2004,The Incredibles,92,"['Brad Bird', 'Craig T. Nelson', 'Jason Lee', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Samuel L. Jackson', 'Elizabeth Pea']",631442092
2004,Walking Tall,46000000,"['Kevin Bray', 'Channing Gibson', 'David Levien', 'Brian Koppelman', 'Mort Briskin', 'The Rock', 'Johnny Knoxville', 'Neal McDonough', 'Kristen Wilson', 'Kevin Durand', 'Ashley Scott', 'Michael Bowen', 'Mike Dopud']",57223890
2004,Taking Lives,45,"['D. J. Caruso', 'Angelina Jolie', 'Ethan Hawke', 'Kiefer Sutherland', 'Olivier Martinez', 'Tchky Karyo', 'Jean-Hugues Anglade', 'Gena Rowlands']",65470529
2004,Hidalgo,40,"['Joe Johnston', 'John Fusco', 'Viggo Mortensen', 'Omar Sharif', 'Sad Taghmaoui']",108103450
2004,Fat Albert,45,"['Joel Zwick', 'William H. Cosby, Jr.', 'Kenan Thompson', 'Kyla Pratt', 'Dania Ramirez', 'Omarion', 'Bill Cosby']",48551322
2004,Kill Bill Vol. 2,60,"['Quentin Tarantino', 'Uma Thurman', 'David Carradine', 'Lucy Liu', 'Michael Madsen', 'Daryl Hannah', 'Sonny Chiba', 'Vivica A. Fox', 'Gordon Liu', 'Julie Dreyfus']",333108506
2004,Blade: Trinity,65,"['David S. Goyer', 'Wesley Snipes', 'Kris Kristofferson', 'Jessica Biel', 'Ryan Reynolds', 'Parker Posey', 'Dominic Purcell', 'Triple H']",128905366
2004,The Terminal,60,"['Steven Spielberg', 'Tom Hanks', 'Catherine Zeta-Jones', 'Stanley Tucci', 'Chi McBride', 'Diego Luna']",219417255
2004,Against the Ropes,39,"['Charles S. Dutton', 'Cheryl Edwards', 'Meg Ryan', 'Omar Epps', 'Tony Shalhoub', 'Tim Daly', 'Kerry Washington', 'Charles S. Dutton']",6614280
2004,The Bourne Supremacy,75,"['Paul Greengrass', 'Matt Damon', 'Franka Potente', 'Brian Cox', 'Julia Stiles', 'Karl Urban', 'Gabriel Mann', 'Joan Allen']",288500217
2004,Finding Neverland,25,"['Marc Forster', 'David Magee', 'Johnny Depp', 'Kate Winslet', 'Radha Mitchell', 'Julie Christie', 'Dustin Hoffman']",118676606
2004,A Cinderella Story,19,"['Mark Rosman', 'Hilary Duff', 'Chad Michael Murray', 'Jennifer Coolidge', 'Regina King', 'Dan Byrd', 'Julie Gonzalo', 'Madeline Zima', 'Brad Bufanda', 'Paul Rodriguez']",70067909
2004,Laws of Attraction,32,"['Peter Howitt', 'Julianne Moore', 'Parker Posey', 'Michael Sheen', 'Frances Fisher', 'Nora Dunn']",30016165
2004,The Cookout,16,"['Lance Rivera', 'Quran Pender', 'Ja Rule', 'Tim Meadows', 'Eve', 'Danny Glover']",12009070
2004,The Forgotten,42,"['Joseph Ruben', 'Gerald Di Pego', 'Julianne Moore', 'Dominic West', 'Gary Sinise', 'Anthony Edwards', 'Lee Tergesen', 'Alfre Woodard', 'Linus Roache', 'Jessica Hecht']",117592831
2004,Little Black Book,35,"['Nick Hurran', 'Brittany Murphy', 'Holly Hunter', 'Ron Livingston', 'Julianne Nicholson', 'Kathy Bates']",22034832
2004,Anacondas: The Hunt for the Blood Orchid,20,"['Dwight H. Little', 'Johnny Messner', 'KaDee Strickland', 'Nicholas Gonzalez', 'Eugene Byrd', 'Karl Yune', 'Salli Richardson', 'Morris Chestnut']",70992898
2004,Alexander,155,"['Oliver Stone', 'Laeta Kalogridis', 'Colin Farrell', 'Angelina Jolie', 'Val Kilmer', 'Jared Leto', 'Rosario Dawson', 'Anthony Hopkins']",167298192
2004,The Aviator,110,"['Martin Scorsese', 'John Logan', 'Leonardo DiCaprio', 'Cate Blanchett', 'John C. Reilly', 'Kate Beckinsale', 'Alan Alda', 'Alec Baldwin', 'Jude Law', 'Gwen Stefani', 'Ian Holm', 'Danny Huston', 'Brent Spiner']",213741459
2004,Miracle,28,"[""Gavin O'Connor"", 'Eric Guggenheim', 'Kurt Russell', 'Patricia Clarkson', 'Noah Emmerich']",64.4
2004,Harry Potter and the Prisoner of Azkaban,130,"['Alfonso Cuarn', 'Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Gary Oldman']",796688549
2004,Spanglish,80,"['James L. Brooks', 'Adam Sandler', 'Paz Vega', 'Ta Leoni', 'Cloris Leachman']",55041367
2004,The Princess Diaries 2: Royal Engagement,40,"['Garry Marshall', 'Meg Cabot', 'Shonda Rhimes', 'Julie Andrews', 'Anne Hathaway', 'Heather Matarazzo', 'John Rhys-Davies', 'Hector Elizondo']",134734481
2004,Starsky & Hutch,60,"['Todd Phillips', 'Ben Stiller', 'Owen Wilson', 'Vince Vaughn', 'Snoop Dogg']",170268750
2004,Agent Cody Banks 2: Destination London,26,"['Kevin Allen', 'Frankie Muniz', 'Anthony Anderson', 'Cynthia Stevenson', 'Daniel Roebuck', 'Keith David']",28818995
2004,I Heart Huckabees,20,"['David O. Russell', 'Dustin Hoffman', 'Isabelle Huppert', 'Jude Law', 'Jason Schwartzman', 'Lily Tomlin', 'Mark Wahlberg', 'Naomi Watts']",20072172
2004,Clifford's Really Big Movie,70000,"['John Ritter', 'Wayne Brady', 'Grey DeLisle', 'Jenna Elfman', 'John Goodman', 'Jess Harnell', 'Kel Mitchell', 'Judge Reinhold', 'Cree Summer', 'Wilmer Valderrama']",3255426
2004,The Whole Ten Yards,40,"['Howard Deutch', 'Bruce Willis', 'Matthew Perry', 'Amanda Peet', 'Kevin Pollak', 'Natasha Henstridge']",26155781
2004,Teacher's Pet,10,"['Timothy Bjrklund', 'Nathan Lane', 'Shaun Fleming', 'Debra Jo Rupp', 'Kelsey Grammer', 'David Ogden Stiers', 'Jerry Stiller']",6.5
2004,After the Sunset,59,"['Brett Ratner', 'Pierce Brosnan', 'Salma Hayek', 'Woody Harrelson', 'Don Cheadle']",61347797
2004,Napoleon Dynamite,400000,"['Jared Hess', 'Jon Heder', 'Jon Gries', 'Efren Ramirez', 'Tina Majorino', 'Aaron Ruell', 'Diedrich Bader', 'Haylie Duff']",46118097
2004,Bride and Prejudice,7,"['Gurinder Chadha', 'Paul Mayeda Berges', 'Jane Austen', 'Aishwarya Rai', 'Martin Henderson', 'Nadira Babbar', 'Anupam Kher', 'Naveen Andrews', 'Namrata Shirodkar', 'Sonali Kulkarni']",24716440
2004,First Daughter,20,"['Forest Whitaker', 'Katie Holmes', 'Marc Blucas', 'Amerie Rogers', 'Michael Keaton']",10.4 .
2004,Wimbledon,31,"['Richard Loncraine', 'Adam Brooks', 'Jennifer Flackett', 'Mark Levin', 'Paul Bettany', 'Kirsten Dunst', 'Sam Neill', 'Jon Favreau', 'Austin Nichols']",41512007
2004,Chasing Liberty,23,"['Andy Cadiff', 'Mandy Moore', 'Matthew Goode', 'Jeremy Piven', 'Annabella Sciorra', 'Caroline Goodall', 'Mark Harmon']",12313323
2004,Garfield: The Movie,50,"['Peter Hewitt', 'Joel Cohen', 'Alec Sokolow', 'Bill Murray', 'Breckin Meyer', 'Jennifer Love Hewitt', 'Stephen Tobolowsky']",200.8
2004,Meet the Fockers,80,"['Jay Roach', 'Robert De Niro', 'Ben Stiller', 'Dustin Hoffman', 'Barbra Streisand', 'Blythe Danner', 'Teri Polo']",516642939
2004,Spartan,23,"['David Mamet', 'Val Kilmer', 'Derek Luke', 'William H. Macy', 'Kristen Bell', ""Ed O'Neill""]",8112712
2004,Twisted,50000000,"['Philip Kaufman', 'Ashley Judd', 'Samuel L. Jackson', 'Andy Garca']",40954603
2004,"I, Robot",120,"['Alex Proyas', 'Will Smith', 'Alan Tudyk', 'Bridget Moynahan', 'Bruce Greenwood', 'James Cromwell', 'Chi McBride']",347234916
2004,Secret Window,40,"['David Koepp', 'Johnny Depp', 'John Turturro', 'Maria Bello', 'Timothy Hutton']",92913171
2004,Cellular,25000000 (estimated),"['David R. Ellis', 'Kim Basinger', 'Chris Evans', 'Jason Statham', 'William H. Macy']",56422687
2004,Eternal Sunshine of the Spotless Mind,20,"['Michel Gondry', 'Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson']",72258126
2004,The Village,60,"['M. Night Shyamalan', 'Bryce Dallas Howard', 'Joaquin Phoenix', 'Adrien Brody', 'William Hurt', 'Sigourney Weaver']",256697520
2004,Two Brothers,"Budget59,660,000","['Jean-Jacques Annaud', 'Guy Pearce', 'Freddie Highmore', 'Jean-Claude Dreyfus']",62172050
2004,Ella Enchanted,31,"[""Tommy O'Haver"", 'Anne Hathaway', 'Hugh Dancy', 'Cary Elwes', 'Steve Coogan', 'Aidan McArdle', 'Minnie Driver', 'Vivica A. Fox']",27388767
2004,Resident Evil: Apocalypse,45,"['Alexander Witt', 'Milla Jovovich', 'Sienna Guillory', 'Oded Fehr', 'Thomas Kretschmann', 'Jared Harris', 'Mike Epps', 'Sophie Vavasseur', 'Raz Adoti', 'Sandrine Holt']",129394835
2004,Dawn of the Dead,28,"['Zack Snyder', 'Sarah Polley', 'Ving Rhames', 'Jake Weber', 'Ty Burrell', 'Kevin Zegers', 'Mekhi Phifer']",102356381
2004,Wicker Park,30,"['Paul McGuigan', 'Josh Hartnett', 'Rose Byrne', 'Diane Kruger', 'Matthew Lillard']",21568818
2004,Along Came Polly,42,"['John Hamburg', 'Ben Stiller', 'Jennifer Aniston', 'Debra Messing', 'Philip Seymour Hoffman', 'Hank Azaria', 'Bryan Brown', 'Alec Baldwin']",171963390
2004,Shall We Dance?,50,"['Peter Chelsom', 'Audrey Wells', 'Masayuki Suo', 'original screenplay', 'Richard Gere', 'Jennifer Lopez', 'Susan Sarandon', 'Stanley Tucci', 'Lisa Ann Walter', 'Sarah Lafleur', 'Richard Jenkins', 'Bobby Cannavale', 'Omar Benson Miller', 'Ma Harrison', 'Ja Rule', 'Nick Cannon']",170128460
2004,The Passion of the Christ,30,"['Mel Gibson', 'Jim Caviezel', 'Monica Bellucci', 'Maia Morgenstern', 'Hristo Shopov']",611.9
2004,Team America: World Police,32.4,"['Trey Parker', 'Pam Brady', 'Kristen Miller', 'Masasa Moyo', 'Daran Norris', 'Phil Hendrie', 'Maurice LaMarche']",50907422
2004,Johnson Family Vacation,12,"['Cedric the Entertainer', 'Shannon Elizabeth', 'Bow Wow', 'Solange Knowles', 'Gabby Soleil', 'Steve Harvey', 'Vanessa Williams']",31462753
2004,Thunderbirds,57,"['Jonathan Frakes', 'Peter Hewitt', 'Michael McCullers', 'Gerry Anderson', 'Sylvia Anderson', 'Bill Paxton', 'Anthony Edwards', 'Sophia Myles', 'Ben Kingsley']",28283637
2004,Kung Fu Hustle,20,"['Stephen Chow', 'Danny Chan', 'Yuen Wah', 'Yuen Qiu', 'Eva Huang']",100914445
2005,The Matador,12.5,"['Richard Shepard', 'Greg Kinnear', 'Hope Davis', 'Philip Baker Hall']",17306281
2005,The Family Stone,18,"['Thomas Bezucha', 'Claire Danes', 'Diane Keaton', 'Rachel McAdams', 'Dermot Mulroney', 'Craig T. Nelson', 'Sarah Jessica Parker', 'Luke Wilson', 'Tyrone Giordano', 'Brian J. White', 'Elizabeth Reaser']",92283851
2005,Elektra,43,"['Rob Bowman', 'Zak Penn', 'Jennifer Garner', 'Goran Visnjic', 'Will Yun Lee', 'Cary-Hiroyuki Tagawa', 'Terence Stamp']",56681566
2005,Ice Princess,25,"['Tim Fywell', 'Joan Cusack', 'Kim Cattrall', 'Michelle Trachtenberg', 'Hayden Panettiere']",27645491
2005,The Wedding Date,15,"['Clare Kilner', 'Dana Fox', 'Debra Messing', 'Dermot Mulroney', 'Amy Adams']",47175038
2005,Hide and Seek,25,"['John Polson', 'Ari Schlossberg', 'Robert De Niro', 'Dakota Fanning', 'Famke Janssen', 'Elisabeth Shue', 'Amy Irving', 'Dylan Baker']",122650962
2005,Munich,77,"['Steven Spielberg', 'Eric Bana', 'Daniel Craig', 'Ciarn Hinds', 'Mathieu Kassovitz', 'Hanns Zischler', 'Geoffrey Rush']",130358911
2005,Dirty Love,9,"['John Mallory Asher', 'Eddie Kaye Thomas', 'Carmen Electra', 'Victor Webster']",36099
2005,The Sisterhood of the Traveling Pants,25,"['Ken Kwapis', 'Delia Ephron', 'Amber Tamblyn', 'Blake Lively', 'Alexis Bledel', 'America Ferrera', 'Bradley Whitford']",42013878
2005,Robots,75,"['Chris Wedge', 'Carlos Saldanha', 'Ewan McGregor', 'Halle Berry', 'Greg Kinnear', 'Mel Brooks', 'Amanda Bynes', 'Drew Carey', 'Robin Williams']",260718330
2005,The Upside of Anger,12,"['Mike Binder', 'Joan Allen', 'Kevin Costner', 'Erika Christensen', 'Evan Rachel Wood', 'Keri Russell', 'Alicia Witt', 'Mike Binder']",28237190
2005,The Island,126,"['Michael Bay', 'Ewan McGregor', 'Scarlett Johansson', 'Djimon Hounsou', 'Sean Bean', 'Michael Clarke Duncan', 'Steve Buscemi']",162949164
2005,Two for the Money,35,"['D. J. Caruso', 'Dan Gilroy', 'Al Pacino', 'Matthew McConaughey', 'Rene Russo', 'Armand Assante', 'Jeremy Piven', 'Jaime King', 'Carly Pope']",30526509
2005,Monster-in-Law,43,"['Robert Luketic', 'Jennifer Lopez', 'Jane Fonda', 'Michael Vartan', 'Wanda Sykes', 'Monet Mazur', 'Elaine Stritch']",154749918
2005,Prime,22000000,"['Ben Younger', 'Ben Younger', 'Uma Thurman', 'Meryl Streep', 'Bryan Greenberg']",67937494
2005,Sky High,35,"['Mike Mitchell', 'Bob Schooley', 'Mark McCorkle', 'Kelly Preston', 'Michael Angarano', 'Danielle Panabaker', 'Mary Elizabeth Winstead', 'Kurt Russell']",86369815
2005,House of Wax,40,"['Jaume Collet-Serra', 'Chad Hayes', 'Carey Hayes', 'Elisha Cuthbert', 'Chad Michael Murray', 'Brian Van Holt', 'Paris Hilton', 'Jared Padalecki', 'Jon Abrahams', ""Robert Ri'chard""]",68766121
2005,Racing Stripes,30000000,"['Frederik Du Chau', 'Frankie Muniz', 'Hayden Panettiere', 'Bruce Greenwood', 'Whoopi Goldberg', 'Mandy Moore', 'Fred Dalton Thompson', 'Wendie Malick', 'Joshua Jackson', 'Dustin Hoffman', 'M. Emmet Walsh']",90752852
2005,Charlie and the Chocolate Factory,150,"['Tim Burton', 'Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee']",475
2005,Man of the House,40,"['Stephen Herek', 'Tommy Lee Jones', 'Cedric the Entertainer', 'Christina Milian', 'Paula Garcs', 'Monica Keena', 'Vanessa Ferlito', 'Kelli Garner', 'Anne Archer', 'Brian Van Holt', 'Shea Whigham']",21577624
2005,Saw II,5,"['Darren Lynn Bousman', 'Leigh Whannell', 'Donnie Wahlberg', 'Franky G', 'Glenn Plummer', 'Beverley Mitchell', 'Dina Meyer', 'Emmanuelle Vaugier', 'Erik Knudsen', 'Shawnee Smith', 'Tobin Bell']",152925093
2005,Because of Winn-Dixie,14,"['Wayne Wang', 'AnnaSophia Robb', 'Jeff Daniels', 'Cicely Tyson', 'Luke Benward', 'Dave Matthews', 'Eva Marie Saint']",33589527
2005,An Unfinished Life,30,"['Lasse Hallstrm', 'Robert Redford', 'Jennifer Lopez', 'Morgan Freeman']",18618284
2005,Harry Potter and the Goblet of Fire,150,"['Mike Newell', 'Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",896911078
2005,The Cave,30,"['Cole Hauser', 'Morris Chestnut', 'Eddie Cibrian', 'Rick Ravanello', 'Daniel Dae Kim', 'Lena Headey', 'Piper Perabo']",33296457
2005,Chicken Little,150,"['Mark Dindal', 'Zach Braff', 'Garry Marshall', 'Joan Cusack', 'Steve Zahn', 'Amy Sedaris', 'Mark Walton']",314.4
2005,Stealth,135,"['Rob Cohen', 'W. D. Richter', 'Josh Lucas', 'Jessica Biel', 'Jamie Foxx', 'Sam Shepard', 'Joe Morton', 'Richard Roxburgh']",76932872
2005,The Ring Two,50,"['Hideo Nakata', 'Ehren Kruger', 'Naomi Watts', 'Simon Baker', 'David Dorfman', 'Elizabeth Perkins', 'Gary Cole', 'Sissy Spacek', 'Ryan Merriman', 'Emily VanCamp', 'Kelly Overton', 'James Lesure', 'Daveigh Chase', 'Kelly Stables']",161451538
2005,on Flux,62,"['Karyn Kusama', 'Phil Hay', 'Matt Manfredi', 'Charlize Theron', 'Marton Csokas', 'Jonny Lee Miller', 'Sophie Okonedo', 'Pete Postlethwaite', 'Frances McDormand']",52304001
2005,The Legend of Zorro,75,"['Martin Campbell', 'Antonio Banderas', 'Catherine Zeta-Jones', 'Rufus Sewell', 'Nick Chinlund']",142400065
2005,Guess Who,35,"['Kevin Rodney Sullivan', 'Bernie Mac', 'Ashton Kutcher', 'Zo Saldaa', 'Judith Scott']",101866030
2005,Memoirs of a Geisha,85,"['Rob Marshall', 'Robin Swicord', 'Zhang Ziyi', 'Ken Watanabe', 'Gong Li', 'Michelle Yeoh', 'Youki Kudoh', 'Suzuka Ohgo']",162242962
2005,Corpse Bride,40,"['Tim Burton', 'Mike Johnson', 'Johnny Depp', 'Helena Bonham Carter']",117195061
2005,Mr. & Mrs. Smith,110,"['Doug Liman', 'Simon Kinberg', 'Brad Pitt', 'Angelina Jolie', 'Vince Vaughn', 'Kerry Washington', 'Adam Brody']",478336279
2005,Undiscovered,9,"['Meiert Avis', 'Pell James', 'Steven Strait', 'Kip Pardue', 'Shannyn Sossamon', 'Carrie Fisher', 'Peter Weller', 'Fisher Stevens', 'Ashlee Simpson']",1069318
2005,The New World,30,"['Terrence Malick', 'Colin Farrell', ""Q'orianka Kilcher"", 'Christopher Plummer', 'Christian Bale']",30536013
2005,Sin City,40,"['Frank Miller', 'Robert Rodriguez', 'Bruce Willis', 'Mickey Rourke', 'Clive Owen', 'Benicio del Toro', 'Jessica Alba', 'Brittany Murphy', 'Elijah Wood']",158753820
2005,Walk the Line,28,"['James Mangold', 'Joaquin Phoenix', 'Reese Witherspoon']",186438883
2005,Pooh's Heffalump Movie,20,"['Brian Hohlfeld', 'Jim Cummings', 'John Fiedler', 'Kath Soucie', 'Nikita Hopkins', 'Ken Sansom', 'Peter Cullen', 'Kyle Stanger', 'Brenda Blethyn']",52858433
2005,Capote,7,"['Bennett Miller', 'Dan Futterman', 'Philip Seymour Hoffman', 'Catherine Keener', 'Clifton Collins Jr.', 'Bruce Greenwood', 'Mark Pellegrino', 'Amy Ryan', 'Chris Cooper']",49233161
2005,Just Like Heaven,58,"['Mark Waters', 'Marc Levy', 'Peter Tolan', 'Leslie Dixon', 'Reese Witherspoon', 'Mark Ruffalo', 'Donal Logue', 'Jon Heder', 'Dina Spybey', 'Ivana Milievi', 'Ben Shenkman', 'Rosalind Chao', 'Caroline Aaron', 'Ron Canada']",102854431
2005,Transporter 2,32,"['Louis Leterrier', 'Robert Mark Kamen', 'Jason Statham', 'Alessandro Gassman', 'Amber Valletta', 'Kate Nauta', 'Franois Berland', 'Keith David', 'Shannon Briggs', 'Matthew Modine', 'Jason Flemyng']",85167639
2005,Brokeback Mountain,14,"['Ang Lee', 'Heath Ledger', 'Jake Gyllenhaal', 'Anne Hathaway', 'Michelle Williams']",178062759
2005,Fever Pitch,30000000,"['Peter Farrelly\nRobert Farrelly', 'Drew Barrymore', 'Jimmy Fallon', 'JoBeth Williams', 'KaDee Strickland']",50451307
2005,Fun with Dick and Jane,100,"['Dean Parisot', '[1]', 'Jim Carrey', 'Ta Leoni', 'Alec Baldwin', 'Richard Jenkins', 'Gloria Garayua']",202026112
2005,The Greatest Game Ever Played,25,"['Bill Paxton', 'Shia LaBeouf', 'Stephen Dillane', 'Peter Firth', 'Elias Koteas']",52930646
2005,Zathura,65,"['Jon Favreau', 'Josh Hutcherson', 'Jonah Bobo', 'Dax Shepard', 'Kristen Stewart', 'Tim Robbins']",64321501
2005,The Weather Man,22,"['Gore Verbinski', 'Steven Conrad', 'Nicolas Cage', 'Michael Caine', 'Hope Davis', 'Michael Rispoli']",19039770
2005,Doom,60,"['Andrzej Bartkowiak', 'Karl Urban', 'Dwayne ""The Rock"" Johnson', 'Rosamund Pike', 'Raz Adoti']",55987321
2005,Valiant,35,"['Ewan McGregor', 'Ricky Gervais', 'John Cleese', 'Olivia Williams', 'John Hurt', 'Jim Broadbent', 'Hugh Laurie', 'Tim Curry']",61746888
2005,Are We There Yet?,32,"['Brian Levant', 'Nia Long', 'Jay Mohr', 'Tracy Morgan']",97918663
2005,Mindhunters,27,"['Renny Harlin', 'LL Cool J', 'Jonny Lee Miller', 'Kathryn Morris', 'Patricia Velsquez', 'Clifton Collins, Jr.', 'Eion Bailey', 'Will Kemp', 'Val Kilmer', 'Christian Slater']",21148829
2005,Pride and Prejudice,28 ),"['Joe Wright', 'Deborah Moggach', 'Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland', 'Tom Hollander', 'Rosamund Pike', 'Jena Malone', 'Talulah Riley', 'Judi Dench']",121147947 
2005,The Constant Gardener,25,"['Fernando Meirelles', 'Ralph Fiennes', 'Rachel Weisz', 'Hubert Kound', 'Danny Huston', 'Bill Nighy', 'John Sibi-Okumu', 'Packson Ngugi', 'Archie Panjabi', 'Pete Postlethwaite']",82466670
2005,Dark Water,30,"['Walter Salles', 'Rafael Yglesias', 'Jennifer Connelly', 'Tim Roth', 'John C. Reilly', 'Dougray Scott', 'Ariel Gade', 'Pete Postlethwaite', 'Perla Haney-Jardine']",49483352
2005,The Producers,45,"['Susan Stroman', 'Thomas Meehan', 'Nathan Lane', 'Matthew Broderick', 'Uma Thurman']",38058335
2005,"Good Night, and Good Luck",7,"['George Clooney', 'David Strathairn', 'Patricia Clarkson', 'Jeff Daniels', 'Robert Downey, Jr.', 'Frank Langella']",56.5
2005,Be Cool,53,"['F. Gary Gray', 'John Travolta', 'Uma Thurman', 'Vince Vaughn', 'Cedric the Entertainer', 'Harvey Keitel', 'Christina Milian', 'Andre Benjamin', 'Dwayne Johnson', 'Robert Pastorelli']",95226116
2005,Kids in America,750000,"['Josh Stolberg', 'Gregory Smith']",537667
2005,Hitch,70,"['Andy Tennant', 'Will Smith', 'Eva Mendes', 'Kevin James', 'Amber Valletta']",368100420
2005,In Her Shoes,35,"['Curtis Hanson', 'Cameron Diaz', 'Toni Collette', 'Shirley MacLaine']",83073883
2005,Jarhead,72,"['Sam Mendes', 'Jake Gyllenhaal', 'Peter Sarsgaard', 'Chris Cooper', 'Jamie Foxx']",96889998
2005,The Exorcism of Emily Rose,19.3,"['Scott Derrickson', 'Paul Harris Boardman', 'Laura Linney', 'Tom Wilkinson', 'Campbell Scott', 'Colm Feore', 'Jennifer Carpenter', 'Mary Beth Hurt', 'Henry Czerny', 'Shohreh Aghdashloo']",144216468
2005,March of the Penguins,8,['Luc Jacquet'],127392693
2005,Wallace & Gromit: The Curse of the Were-Rabbit,30,"['Nick Park', 'Steve Box', 'Peter Sallis', 'Ralph Fiennes', 'Helena Bonham Carter', 'Peter Kay']",192610372
2005,The Dukes of Hazzard,50,"['Jay Chandrasekhar', 'Johnny Knoxville', 'Seann William Scott', 'Jessica Simpson', 'Burt Reynolds', 'Willie Nelson']",111069515
2005,Elizabethtown,45,"['Cameron Crowe', 'Cameron Crowe', 'Orlando Bloom', 'Kirsten Dunst', 'Susan Sarandon', 'Alec Baldwin']",52034889
2005,Dreamer,32,"['John Gatins', 'Kurt Russell', 'Dakota Fanning', 'Kris Kristofferson']",38741734
2005,Underclassman,25,"['Marcos Siega', 'David Wagner', 'Nick Cannon', 'Shawn Ashmore', 'Roselyn Snchez', 'Kelly Hu', 'Hugh Bonneville', 'Cheech Marin']",5655459
2005,Cinderella Man,88,"['Ron Howard', 'Akiva Goldsman', 'Russell Crowe', 'Rene Zellweger', 'Paul Giamatti', 'Bruce McGill', 'Craig Bierko']",108539911
2005,Syriana,50,"['Stephen Gaghan', 'George Clooney', 'Matt Damon', 'Jeffrey Wright', 'Chris Cooper', 'Amanda Peet', 'William Hurt', 'Christopher Plummer', 'Tim Blake Nelson', 'Mark Strong', 'Alexander Siddig', 'Mazhar Munir', 'Amr Waked', 'Kayvan Novak']",93974620
2005,A History of Violence,32,"['David Cronenberg', 'Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt']",60740827
2005,Unleashed,45,"['Louis Leterrier', 'Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Kerry Condon']",50871113
2005,Oliver Twist,60,"['Roman Polanski', 'Ben Kingsley', 'Jamie Foreman', 'Barney Clark', 'Harry Eden', 'Leanne Rowe', 'Edward Hardwicke', 'Mark Strong']",42580321
2005,The Gospel,4000000,"['Rob Hardy', 'Boris Kodjoe', 'Idris Elba', 'Clifton Powell', 'Dwayne Boyd', 'Nona Gaye', 'Omar Gooding', 'Tamyra Gray', 'Julien Mbayi', 'China Anne McClain', 'Donnie McClurkin', 'Yolanda Adams']",15778152
2005,The Honeymooners,25,"['John Schultz', 'Barry W. Blaustein', 'David Sheffield', 'Don Rhymer', 'Cedric the Entertainer', 'Mike Epps', 'Gabrielle Union', 'Regina Hall', 'Eric Stoltz', 'John Leguizamo']",12843849
2005,Diary of a Mad Black Woman,5.5,"['Darren Grant', 'Tyler Perry', 'Kimberly Elise', 'Steve Harris', 'Shemar Moore', 'Tamara Taylor', 'Tiffany Evans', 'Cicely Tyson', 'Tyler Perry']",50652203
2005,Crash,6.5,"['Paul Haggis', 'Sandra Bullock', 'Matt Dillon', 'Jennifer Esposito', 'Michael Pea', 'Brendan Fraser', 'Terrence Howard', 'Chris ""Ludacris"" Bridges', 'Thandie Newton', 'Ryan Phillippe']",98410061
2005,Hostage,75,"['Florent Emilio Siri', 'Doug Richardson', 'Robert Crais', 'Kevin Pollak', 'Ben Foster', 'Jonathan Tucker']",77944725
2005,Rebound,33.1,"['Steve Carr', 'Martin Lawrence', 'Wendy Raquel Robinson', 'Breckin Meyer']",17.5
2005,Stay,50,"['Marc Forster', 'David Benioff', 'Ewan McGregor', 'Naomi Watts', 'Ryan Gosling']",8342132
2005,A Lot Like Love,30,"['Nigel Cole', 'Ashton Kutcher', 'Amanda Peet']",42886719
2005,The Skeleton Key,43,"['Iain Softley', 'Ehren Kruger', 'Kate Hudson', 'Gena Rowlands', 'Peter Sarsgaard', 'John Hurt', 'Joy Bryant']",91974818 (Worldwide)
2005,The Hitchhiker's Guide to the Galaxy,4550,"['Garth Jennings', 'Sam Rockwell', 'Mos Def', 'Zooey Deschanel', 'Martin Freeman', 'Bill Nighy', 'Anna Chancellor', 'John Malkovich']",104478416
2005,Supercross,9,"['Steve Boyum', 'Steve Howey', 'Mike Vogel', 'Sophia Bush', 'Cameron Richardson', 'Channing Tatum']",3344431
2005,Wolf Creek,1,"['Greg McLean', 'John Jarratt', 'Nathan Phillips', 'Cassandra Magrath', 'Kestie Morassi']",27762648
2005,"The Chronicles of Narnia:
The Lion, the Witch and the Wardrobe",180,"['Andrew Adamson', 'Christopher Markus', 'Stephen McFeely', 'William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Ray Winstone', 'Dawn French']",745013115
