movie_name,movie_link
The Age of Innocence,/wiki/The_Age_of_Innocence_(1993_film)
Carlito's Way,/wiki/Carlito%27s_Way
Deadfall,/wiki/Deadfall_(1993_film)
Coneheads,/wiki/Coneheads_(film)
Son-in-Law,/wiki/Son_in_Law
Tom and Jerry: The Movie,/wiki/Tom_and_Jerry:_The_Movie
Fire in the Sky,/wiki/Fire_in_the_Sky
Matinee,/wiki/Matinee_(1993_film)
Gettysburg,/wiki/Gettysburg_(1993_film)
Alive,/wiki/Alive_(1993_film)
Mad Dog and Glory,/wiki/Mad_Dog_and_Glory
Dazed and Confused,/wiki/Dazed_and_Confused_(film)
Best of the Best 2,/wiki/Best_of_the_Best_2
Boiling Point,/wiki/Boiling_Point_(1993_film)
Mrs. Doubtfire,/wiki/Mrs._Doubtfire
CB4,/wiki/CB4
Indian Summer,/wiki/Indian_Summer_(1993_film)
Posse,/wiki/Posse_(1993_film)
Heart and Souls,/wiki/Heart_and_Souls
Philadelphia,/wiki/Philadelphia_(film)
The Fugitive,/wiki/The_Fugitive_(1993_film)
The Piano,/wiki/The_Piano_(film)
The Temp,/wiki/The_Temp_(film)
Falling Down,/wiki/Falling_Down
Mr. Wonderful,/wiki/Mr._Wonderful_(film)
Beethoven's 2nd,/wiki/Beethoven%27s_2nd
Ernest Rides Again,/wiki/Ernest_Rides_Again
Kalifornia,/wiki/Kalifornia
We're Back! A Dinosaur's Story,/wiki/We%27re_Back!_A_Dinosaur%27s_Story_(film)
Who's the Man?,/wiki/Who%27s_the_Man%3F
Army of Darkness,/wiki/Army_of_Darkness
Amos & Andrew,/wiki/Amos_%26_Andrew
My Life,/wiki/My_Life_(film)
Cop and a Half,/wiki/Cop_and_a_Half
Undercover Blues,/wiki/Undercover_Blues
Bopha!,/wiki/Bopha!
Indecent Proposal,/wiki/Indecent_Proposal
Tombstone,/wiki/Tombstone_(film)
Mr. Jones,/wiki/Mr._Jones_(1993_film)
Fortress,/wiki/Fortress_(1992_film)
Hocus Pocus,/wiki/Hocus_Pocus_(1993_film)
Rookie of the Year,/wiki/Rookie_of_the_Year_(film)
The Dark Half,/wiki/The_Dark_Half_(film)
The Secret Garden,/wiki/The_Secret_Garden_(1993_film)
Splitting Heirs,/wiki/Splitting_Heirs
Hexed,/wiki/Hexed
Last Action Hero,/wiki/Last_Action_Hero
