movie_name,movie_link
Mortal Thoughts,/wiki/Mortal_Thoughts
Harley Davidson and the Marlboro Man,/wiki/Harley_Davidson_and_the_Marlboro_Man
Stepping Out,/wiki/Stepping_Out_(1991_film)
Hudson Hawk,/wiki/Hudson_Hawk
Jungle Fever,/wiki/Jungle_Fever
Little Man Tate,/wiki/Little_Man_Tate
The Hitman,/wiki/The_Hitman
Class Action,/wiki/Class_Action_(film)
Other People's Money,/wiki/Other_People%27s_Money
Bugsy,/wiki/Bugsy
One Good Cop,/wiki/One_Good_Cop
An American Tail: Fievel Goes West,/wiki/An_American_Tail:_Fievel_Goes_West
Point Break,/wiki/Point_Break
For the Boys,/wiki/For_the_Boys
Rambling Rose,/wiki/Rambling_Rose_(film)
Double Impact,/wiki/Double_Impact
Dead Again,/wiki/Dead_Again
Child's Play 3,/wiki/Child%27s_Play_3
Robin Hood: Prince of Thieves,/wiki/Robin_Hood:_Prince_of_Thieves
The People Under the Stairs,/wiki/The_People_Under_the_Stairs
Cape Fear,/wiki/Cape_Fear_(1991_film)
Dutch,/wiki/Dutch_(film)
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,/wiki/Teenage_Mutant_Ninja_Turtles_II:_The_Secret_of_the_Ooze
What About Bob?,/wiki/What_About_Bob%3F
Mississippi Masala,/wiki/Mississippi_Masala
Ernest Scared Stupid,/wiki/Ernest_Scared_Stupid
Frankie and Johnny,/wiki/Frankie_and_Johnny_(1991_film)
Year of the Gun,/wiki/Year_of_the_Gun_(film)
Beauty and the Beast,/wiki/Beauty_and_the_Beast_(1991_film)
Necessary Roughness,/wiki/Necessary_Roughness_(film)
The Doors,/wiki/The_Doors_(film)
Boyz n the Hood,/wiki/Boyz_n_the_Hood
City of Hope,/wiki/City_of_Hope_(film)
Company Business,/wiki/Company_Business
F/X2,/wiki/F/X2
Too Much Sun,/wiki/Too_Much_Sun
Dying Young,/wiki/Dying_Young
Only the Lonely,/wiki/Only_the_Lonely_(film)
The Addams Family,/wiki/The_Addams_Family_(film)
The Last Boy Scout,/wiki/The_Last_Boy_Scout
A Kiss Before Dying,/wiki/A_Kiss_Before_Dying_(1991_film)
Rover Dangerfield,/wiki/Rover_Dangerfield
Career Opportunities,/wiki/Career_Opportunities_(film)
29th Street,/wiki/29th_Street_(film)
Deceived,/wiki/Deceived
Out for Justice,/wiki/Out_for_Justice
Terminator 2: Judgment Day,/wiki/Terminator_2:_Judgment_Day
Problem Child 2,/wiki/Problem_Child_2
Lionheart,/wiki/Lionheart_(1990_film)
